Eu,Ti,El/Ela,Nós,Vós,Eles/Elas
Perdoe,Perdoes,Perdoe,Perdoemos,Perdoedes,Perdoen
Reparta,Repartas,Reparta,Repartamos,Repartades,Repartan
Proporcione,Proporciones,Proporcione,Proporcionemos,Proporcionedes,Proporcionen
Agoche,Agoches,Agoche,Agochemos,Agochedes,Agochen
Requira,Requiras,Requira,Requiramos,Requirades,Requiran
Voe,Voes,Voe,Voemos,Voedes,Voen
Resista,Resistas,Resista,Resistamos,Resistades,Resistan
Nomee,Nomees,Nomee,Nomeemos,Nomeedes,Nomeen
Venza,Venzas,Venza,Venzamos,Venzades,Venzan
Comprometa,Comprometas,Comprometa,Comprometamos,Comprometades,Comprometan
Ameace,Ameaces,Ameace,Ameacemos,Ameacedes,Ameacen
Solte,Soltes,Solte,Soltemos,Soltedes,Solten
Gaste,Gastes,Gaste,Gastemos,Gastedes,Gasten
Saúde,Saúdes,Saúde,Saudemos,Saudedes,Saúden
Practique,Practiques,Practique,Practiquemos,Practiquedes,Practiquen
Envolva,Envolvas,Envolva,Envolvamos,Envolvades,Envolvan
Recomende,Recomendes,Recomende,Recomendemos,Recomendedes,Recomenden
Calcule,Calcules,Calcule,Calculemos,Calculedes,Calculen
Persiga,Persigas,Persiga,Persigamos,Persigades,Persigan
Arrinque,Arrinques,Arrinque,Arrinquemos,Arrinquedes,Arrinquen
Respire,Respires,Respire,Respiremos,Respiredes,Respiren
Localice,Localices,Localice,Localicemos,Localicedes,Localicen
Dote,Dotes,Dote,Dotemos,Dotedes,Doten
Amplíe,Amplíes,Amplíe,Ampliemos,Ampliedes,Amplíen
Grave,Graves,Grave,Gravemos,Gravedes,Graven
Ignore,Ignores,Ignore,Ignoremos,Ignoredes,Ignoren
Convide,Convides,Convide,Convidemos,Convidedes,Conviden
Traduza,Traduzas,Traduza,Traduzamos,Traduzades,Traduzan
Reforce,Reforces,Reforce,Reforcemos,Reforcedes,Reforcen
Careza,Carezas,Careza,Carezamos,Carezades,Carezan
Descanse,Descanses,Descanse,Descansemos,Descansedes,Descansen
Alimente,Alimentes,Alimente,Alimentemos,Alimentedes,Alimenten
Modifique,Modifiques,Modifique,Modifiquemos,Modifiquedes,Modifiquen
Aprecie,Aprecies,Aprecie,Apreciemos,Apreciedes,Aprecien
Consulte,Consultes,Consulte,Consultemos,Consultedes,Consulten
Dispare,Dispares,Dispare,Disparemos,Disparedes,Disparen
Edite,Edites,Edite,Editemos,Editedes,Editen
Fume,Fumes,Fume,Fumemos,Fumedes,Fumen
Ataque,Ataques,Ataque,Ataquemos,Ataquedes,Ataquen
Afaga,Afagas,Afaga,Afagamos,Afagades,Afagan
Conecte,Conectes,Conecte,Conectemos,Conectedes,Conecten
Chova
Prohiba,Prohibas,Prohiba,Prohibamos,Prohibades,Prohiban
Abonde,Abondes,Abonde,Abondemos,Abondedes,Abonden
Interrompa,Interrompas,Interrompa,Interrompamos,Interrompades,Interrompan
Compare,Compares,Compare,Comparemos,Comparedes,Comparen
Libere,Liberes,Libere,Liberemos,Liberedes,Liberen
Termine,Termines,Termine,Terminemos,Terminedes,Terminen
Queime,Queimes,Queime,Queimemos,Queimedes,Queimen
Recorra,Recorras,Recorra,Recorramos,Recorrades,Recorran
Doia,Doias,Doia,Doiamos,Doiades,Doian
Discuta,Discutas,Discuta,Discutamos,Discutades,Discutan
Ceda,Cedas,Ceda,Cedamos,Cedades,Cedan
Colgue,Colgues,Colgue,Colguemos,Colguedes,Colguen
Bique,Biques,Bique,Biquemos,Biquedes,Biquen
Apague,Apagues,Apague,Apaguemos,Apaguedes,Apaguen
Atribúa,Atribúas,Atribúa,Atribuamos,Atribuades,Atribúan
Xire,Xires,Xire,Xiremos,Xiredes,Xiren
Debuxe,Debuxes,Debuxe,Debuxemos,Debuxedes,Debuxen
Afronte,Afrontes,Afronte,Afrontemos,Afrontedes,Afronten
Soporte,Soportes,Soporte,Soportemos,Soportedes,Soporten
Desprace,Despraces,Desprace,Despracemos,Despracedes,Despracen
Creza,Crezas,Creza,Crezamos,Crezades,Crezan
Acenda,Acendas,Acenda,Acendamos,Acendades,Acendan
Espalle,Espalles,Espalle,Espallemos,Espalledes,Espallen
Invente,Inventes,Invente,Inventemos,Inventedes,Inventen
Agarre,Agarres,Agarre,Agarremos,Agarredes,Agarren
Outorgue,Outorgues,Outorgue,Outorguemos,Outorguedes,Outorguen
Asome,Asomes,Asome,Asomemos,Asomedes,Asomen
Vincule,Vincules,Vincule,Vinculemos,Vinculedes,Vinculen
Sospeite,Sospeites,Sospeite,Sospeitemos,Sospeitedes,Sospeiten
Xulgue,Xulgues,Xulgue,Xulguemos,Xulguedes,Xulguen
Divida,Dividas,Divida,Dividamos,Dividades,Dividan
Denomine,Denomines,Denomine,Denominemos,Denominedes,Denominen
Invista,Invistas,Invista,Invistamos,Invistades,Invistan
Adique,Adiques,Adique,Adiquemos,Adiquedes,Adiquen
Inflúa,Inflúas,Inflúa,Influamos,Influades,Inflúan
Habite,Habites,Habite,Habitemos,Habitedes,Habiten
Renuncie,Renuncies,Renuncie,Renunciemos,Renunciedes,Renuncien
Demande,Demandes,Demande,Demandemos,Demandedes,Demanden
Tape,Tapes,Tape,Tapemos,Tapedes,Tapen
Sobreviva,Sobrevivas,Sobreviva,Sobrevivamos,Sobrevivades,Sobrevivan
Aperte,Apertes,Aperte,Apertemos,Apertedes,Aperten
Ature,Atures,Ature,Aturemos,Aturedes,Aturen
Pete,Petes,Pete,Petemos,Petedes,Peten
Confunda,Confundas,Confunda,Confundamos,Confundades,Confundan
Proxecte,Proxectes,Proxecte,Proxectemos,Proxectedes,Proxecten
Estime,Estimes,Estime,Estimemos,Estimedes,Estimen
Agache,Agaches,Agache,Agachemos,Agachedes,Agachen
Atraa,Atraas,Atraa,Atraamos,Atraades,Atraan
Remita,Remitas,Remita,Remitamos,Remitades,Remitan
Estree,Estrees,Estree,Estreemos,Estreedes,Estreen
Dispoña,Dispoñas,Dispoña,Dispoñamos,Dispoñades,Dispoñan
Ascenda,Ascendas,Ascenda,Ascendamos,Ascendades,Ascendan
Asocie,Asocies,Asocie,Asociemos,Asociedes,Asocien
Eleve,Eleves,Eleve,Elevemos,Elevedes,Eleven
Inaugure,Inaugures,Inaugure,Inauguremos,Inauguredes,Inauguren
Engane,Enganes,Engane,Enganemos,Enganedes,Enganen
Moleste,Molestes,Moleste,Molestemos,Molestedes,Molesten
Regule,Regules,Regule,Regulemos,Reguledes,Regulen
Pese,Peses,Pese,Pesemos,Pesedes,Pesen
Incida,Incidas,Incida,Incidamos,Incidades,Incidan
Opine,Opines,Opine,Opinemos,Opinedes,Opinen
Manexe,Manexes,Manexe,Manexemos,Manexedes,Manexen
Fomente,Fomentes,Fomente,Fomentemos,Fomentedes,Fomenten
Invite,Invites,Invite,Invitemos,Invitedes,Inviten
Funde,Fundes,Funde,Fundemos,Fundedes,Funden
Diminúa,Diminúas,Diminúa,Diminuamos,Diminuades,Diminúan
Opere,Operes,Opere,Operemos,Operedes,Operen
Lamente,Lamentes,Lamente,Lamentemos,Lamentedes,Lamenten
Asasine,Asasines,Asasine,Asasinemos,Asasinedes,Asasinen
Arranxe,Arranxes,Arranxe,Arranxemos,Arranxedes,Arranxen
Críe,Críes,Críe,Criemos,Criedes,Críen
Descoñeza,Descoñezas,Descoñeza,Descoñezamos,Descoñezades,Descoñezan
Namore,Namores,Namore,Namoremos,Namoredes,Namoren
Destrúa,Destrúas,Destrúa,Destruamos,Destruades,Destrúan
Cheire,Cheires,Cheire,Cheiremos,Cheiredes,Cheiren
Guíe,Guíes,Guíe,Guiemos,Guiedes,Guíen
Lave,Laves,Lave,Lavemos,Lavedes,Laven
Xestione,Xestiones,Xestione,Xestionemos,Xestionedes,Xestionen
Efectúe,Efectúes,Efectúe,Efectuemos,Efectuedes,Efectúen
Oriente,Orientes,Oriente,Orientemos,Orientedes,Orienten
Aparte,Apartes,Aparte,Apartemos,Apartedes,Aparten
Ouza,Ouzas,Ouza,Ouzamos,Ouzades,Ouzan
Reaccione,Reacciones,Reaccione,Reaccionemos,Reaccionedes,Reaccionen
Vixíe,Vixíes,Vixíe,Vixiemos,Vixiedes,Vixíen
Afunda,Afundas,Afunda,Afundamos,Afundades,Afundan
Ate,Ates,Ate,Atemos,Atedes,Aten
Constate,Constates,Constate,Constatemos,Constatedes,Constaten
Financie,Financies,Financie,Financiemos,Financiedes,Financien
Torne,Tornes,Torne,Tornemos,Tornedes,Tornen
Abrace,Abraces,Abrace,Abracemos,Abracedes,Abracen
Conste,Constes,Conste,Constemos,Constedes,Consten
Negocie,Negocies,Negocie,Negociemos,Negociedes,Negocien
Enterre,Enterres,Enterre,Enterremos,Enterredes,Enterren
Estrañe,Estrañes,Estrañe,Estrañemos,Estrañedes,Estrañen
Pendure,Pendures,Pendure,Penduremos,Penduredes,Penduren
Protagonice,Protagonices,Protagonice,Protagonicemos,Protagonicedes,Protagonicen
Aguante,Aguantes,Aguante,Aguantemos,Aguantedes,Aguanten
Arme,Armes,Arme,Armemos,Armedes,Armen
Ingrese,Ingreses,Ingrese,Ingresemos,Ingresedes,Ingresen
Ligue,Ligues,Ligue,Liguemos,Liguedes,Liguen
Libre,Libres,Libre,Libremos,Libredes,Libren
Revise,Revises,Revise,Revisemos,Revisedes,Revisen
Asinta,Asintas,Asinta,Asintamos,Asintades,Asintan
Reproduza,Reproduzas,Reproduza,Reproduzamos,Reproduzades,Reproduzan
Seleccione,Selecciones,Seleccione,Seleccionemos,Seleccionedes,Seleccionen
Suxira,Suxiras,Suxira,Suxiramos,Suxirades,Suxiran
Distribúa,Distribúas,Distribúa,Distribuamos,Distribuades,Distribúan
Cure,Cures,Cure,Curemos,Curedes,Curen
Remexa,Remexas,Remexa,Remexamos,Remexades,Remexan
Contrate,Contrates,Contrate,Contratemos,Contratedes,Contraten
Varíe,Varíes,Varíe,Variemos,Variedes,Varíen
Execute,Executes,Execute,Executemos,Executedes,Executen
Minta,Mintas,Minta,Mintamos,Mintades,Mintan
Reflexione,Reflexiones,Reflexione,Reflexionemos,Reflexionedes,Reflexionen
Combata,Combatas,Combata,Combatamos,Combatades,Combatan
Consolide,Consolides,Consolide,Consolidemos,Consolidedes,Consoliden
Resuma,Resumas,Resuma,Resumamos,Resumades,Resuman
Resida,Residas,Resida,Residamos,Residades,Residan
Cee,Cees,Cee,Ceemos,Ceedes,Ceen
Falle,Falles,Falle,Fallemos,Falledes,Fallen
Afogue,Afogues,Afogue,Afoguemos,Afoguedes,Afoguen
Beneficie,Beneficies,Beneficie,Beneficiemos,Beneficiedes,Beneficien
Rece,Reces,Rece,Recemos,Recedes,Recen
Fabrique,Fabriques,Fabrique,Fabriquemos,Fabriquedes,Fabriquen
Pise,Pises,Pise,Pisemos,Pisedes,Pisen
Faleza,Falezas,Faleza,Falezamos,Falezades,Falezan
Rache,Raches,Rache,Rachemos,Rachedes,Rachen
Arda,Ardas,Arda,Ardamos,Ardades,Ardan
Asuste,Asustes,Asuste,Asustemos,Asustedes,Asusten
Circule,Circules,Circule,Circulemos,Circuledes,Circulen
Adiviñe,Adiviñes,Adiviñe,Adiviñemos,Adiviñedes,Adiviñen
Titule,Titules,Titule,Titulemos,Tituledes,Titulen
Free,Frees,Free,Freemos,Freedes,Freen
Compita,Compitas,Compita,Compitamos,Compitades,Compitan
Asente,Asentes,Asente,Asentemos,Asentedes,Asenten
Solucione,Soluciones,Solucione,Solucionemos,Solucionedes,Solucionen
Xure,Xures,Xure,Xuremos,Xuredes,Xuren
Proteste,Protestes,Proteste,Protestemos,Protestedes,Protesten
Mencione,Menciones,Mencione,Mencionemos,Mencionedes,Mencionen
Inspire,Inspires,Inspire,Inspiremos,Inspiredes,Inspiren
Penetre,Penetres,Penetre,Penetremos,Penetredes,Penetren
Mergulle,Mergulles,Mergulle,Mergullemos,Mergulledes,Mergullen
Fite,Fites,Fite,Fitemos,Fitedes,Fiten
Transcorra,Transcorras,Transcorra,Transcorramos,Transcorrades,Transcorran
Suspenda,Suspendas,Suspenda,Suspendamos,Suspendades,Suspendan
Relate,Relates,Relate,Relatemos,Relatedes,Relaten
Aspire,Aspires,Aspire,Aspiremos,Aspiredes,Aspiren
Desprenda,Desprendas,Desprenda,Desprendamos,Desprendades,Desprendan
Regale,Regales,Regale,Regalemos,Regaledes,Regalen
Albisque,Albisques,Albisque,Albisquemos,Albisquedes,Albisquen
Navegue,Navegues,Navegue,Naveguemos,Naveguedes,Naveguen
Queixe,Queixes,Queixe,Queixemos,Queixedes,Queixen
Pesque,Pesques,Pesque,Pesquemos,Pesquedes,Pesquen
Difunda,Difundas,Difunda,Difundamos,Difundades,Difundan
Potencie,Potencies,Potencie,Potenciemos,Potenciedes,Potencien
Reivindique,Reivindiques,Reivindique,Reivindiquemos,Reivindiquedes,Reivindiquen
Cuestione,Cuestiones,Cuestione,Cuestionemos,Cuestionedes,Cuestionen
Lidere,Lideres,Lidere,Lideremos,Lideredes,Lideren
Emprenda,Emprendas,Emprenda,Emprendamos,Emprendades,Emprendan
Descenda,Descendas,Descenda,Descendamos,Descendades,Descendan
Aconselle,Aconselles,Aconselle,Aconsellemos,Aconselledes,Aconsellen
Renda,Rendas,Renda,Rendamos,Rendades,Rendan
Derrube,Derrubes,Derrube,Derrubemos,Derrubedes,Derruben
Combine,Combines,Combine,Combinemos,Combinedes,Combinen
Imparta,Impartas,Imparta,Impartamos,Impartades,Impartan
Aporte,Aportes,Aporte,Aportemos,Aportedes,Aporten
Comporte,Comportes,Comporte,Comportemos,Comportedes,Comporten
Debata,Debatas,Debata,Debatamos,Debatades,Debatan
Comence,Comences,Comence,Comencemos,Comencedes,Comencen
Avalíe,Avalíes,Avalíe,Avaliemos,Avaliedes,Avalíen
Aforre,Aforres,Aforre,Aforremos,Aforredes,Aforren
Condicione,Condiciones,Condicione,Condicionemos,Condicionedes,Condicionen
Foda,Fodas,Foda,Fodamos,Fodades,Fodan
Disimule,Disimules,Disimule,Disimulemos,Disimuledes,Disimulen
Ilumine,Ilumines,Ilumine,Iluminemos,Iluminedes,Iluminen
Descarte,Descartes,Descarte,Descartemos,Descartedes,Descarten
Desculpe,Desculpes,Desculpe,Desculpemos,Desculpedes,Desculpen
Finalice,Finalices,Finalice,Finalicemos,Finalicedes,Finalicen
Acostume,Acostumes,Acostume,Acostumemos,Acostumedes,Acostumen
Premie,Premies,Premie,Premiemos,Premiedes,Premien
Cadre,Cadres,Cadre,Cadremos,Cadredes,Cadren
Trema,Tremas,Trema,Tremamos,Tremades,Treman
Reste,Restes,Reste,Restemos,Restedes,Resten
Suxeite,Suxeites,Suxeite,Suxeitemos,Suxeitedes,Suxeiten
Conciba,Concibas,Conciba,Concibamos,Concibades,Conciban
Crave,Craves,Crave,Cravemos,Cravedes,Craven
Force,Forces,Force,Forcemos,Forcedes,Forcen
Exclame,Exclames,Exclame,Exclamemos,Exclamedes,Exclamen
Pille,Pilles,Pille,Pillemos,Pilledes,Pillen
Anote,Anotes,Anote,Anotemos,Anotedes,Anoten
Encamiñe,Encamiñes,Encamiñe,Encamiñemos,Encamiñedes,Encamiñen
Intúa,Intúas,Intúa,Intuamos,Intuades,Intúan
Invada,Invadas,Invada,Invadamos,Invadades,Invadan
Multiplique,Multipliques,Multiplique,Multipliquemos,Multipliquedes,Multipliquen
Obedeza,Obedezas,Obedeza,Obedezamos,Obedezades,Obedezan
Orixine,Orixines,Orixine,Orixinemos,Orixinedes,Orixinen
Deposite,Deposites,Deposite,Depositemos,Depositedes,Depositen
Argumente,Argumentes,Argumente,Argumentemos,Argumentedes,Argumenten
Proclame,Proclames,Proclame,Proclamemos,Proclamedes,Proclamen
Prosiga,Prosigas,Prosiga,Prosigamos,Prosigades,Prosigan
Reitere,Reiteres,Reitere,Reiteremos,Reiteredes,Reiteren
Admire,Admires,Admire,Admiremos,Admiredes,Admiren
Acumule,Acumules,Acumule,Acumulemos,Acumuledes,Acumulen
Encabece,Encabeces,Encabece,Encabecemos,Encabecedes,Encabecen
Diferencie,Diferencies,Diferencie,Diferenciemos,Diferenciedes,Diferencien
Retome,Retomes,Retome,Retomemos,Retomedes,Retomen
Aproxime,Aproximes,Aproxime,Aproximemos,Aproximedes,Aproximen
Concrete,Concretes,Concrete,Concretemos,Concretedes,Concreten
Agregue,Agregues,Agregue,Agreguemos,Agreguedes,Agreguen
Axuste,Axustes,Axuste,Axustemos,Axustedes,Axusten
Acariñe,Acariñes,Acariñe,Acariñemos,Acariñedes,Acariñen
Brille,Brilles,Brille,Brillemos,Brilledes,Brillen
Autorice,Autorices,Autorice,Autoricemos,Autoricedes,Autoricen
Expulse,Expulses,Expulse,Expulsemos,Expulsedes,Expulsen
Retorne,Retornes,Retorne,Retornemos,Retornedes,Retornen
Imite,Imites,Imite,Imitemos,Imitedes,Imiten
Alerte,Alertes,Alerte,Alertemos,Alertedes,Alerten
Esconda,Escondas,Esconda,Escondamos,Escondades,Escondan
Esgote,Esgotes,Esgote,Esgotemos,Esgotedes,Esgoten
Reserve,Reserves,Reserve,Reservemos,Reservedes,Reserven
Resalte,Resaltes,Resalte,Resaltemos,Resaltedes,Resalten
Prolongue,Prolongues,Prolongue,Prolonguemos,Prolonguedes,Prolonguen
Capte,Captes,Capte,Captemos,Captedes,Capten
Transporte,Transportes,Transporte,Transportemos,Transportedes,Transporten
Atinxa,Atinxas,Atinxa,Atinxamos,Atinxades,Atinxan
Encaixe,Encaixes,Encaixe,Encaixemos,Encaixedes,Encaixen
Propicie,Propicies,Propicie,Propiciemos,Propiciedes,Propicien
Descargue,Descargues,Descargue,Descarguemos,Descarguedes,Descarguen
Matine,Matines,Matine,Matinemos,Matinedes,Matinen
Programe,Programes,Programe,Programemos,Programedes,Programen
Corrixa,Corrixas,Corrixa,Corrixamos,Corrixades,Corrixan
Altere,Alteres,Altere,Alteremos,Alteredes,Alteren
Dispute,Disputes,Dispute,Disputemos,Disputedes,Disputen
Impoña,Impoñas,Impoña,Impoñamos,Impoñades,Impoñan
Examine,Examines,Examine,Examinemos,Examinedes,Examinen
Conviva,Convivas,Conviva,Convivamos,Convivades,Convivan
Fíe,Fíes,Fíe,Fiemos,Fiedes,Fíen
Apure,Apures,Apure,Apuremos,Apuredes,Apuren
Apañe,Apañes,Apañe,Apañemos,Apañedes,Apañen
Aluda,Aludas,Aluda,Aludamos,Aludades,Aludan
Abranga,Abrangas,Abranga,Abrangamos,Abrangades,Abrangan
Espete,Espetes,Espete,Espetemos,Espetedes,Espeten
Quente,Quentes,Quente,Quentemos,Quentedes,Quenten
Renove,Renoves,Renove,Renovemos,Renovedes,Renoven
Acredite,Acredites,Acredite,Acreditemos,Acreditedes,Acrediten
Rescate,Rescates,Rescate,Rescatemos,Rescatedes,Rescaten
Empurre,Empurres,Empurre,Empurremos,Empurredes,Empurren
Cultive,Cultives,Cultive,Cultivemos,Cultivedes,Cultiven
Configure,Configures,Configure,Configuremos,Configuredes,Configuren
Repase,Repases,Repase,Repasemos,Repasedes,Repasen
Rexa,Rexas,Rexa,Rexamos,Rexades,Rexan
Borre,Borres,Borre,Borremos,Borredes,Borren
Compense,Compenses,Compense,Compensemos,Compensedes,Compensen
Motive,Motives,Motive,Motivemos,Motivedes,Motiven
Fira,Firas,Fira,Firamos,Firades,Firan
Estrague,Estragues,Estrague,Estraguemos,Estraguedes,Estraguen
Troque,Troques,Troque,Troquemos,Troquedes,Troquen
Odie,Odies,Odie,Odiemos,Odiedes,Odien
Narre,Narres,Narre,Narremos,Narredes,Narren
Afonde,Afondes,Afonde,Afondemos,Afondedes,Afonden
Esvare,Esvares,Esvare,Esvaremos,Esvaredes,Esvaren
Teime,Teimes,Teime,Teimemos,Teimedes,Teimen
Satisfaga,Satisfagas,Satisfaga,Satisfagamos,Satisfagades,Satisfagan
Arrede,Arredes,Arrede,Arredemos,Arrededes,Arreden
Desvele,Desveles,Desvele,Desvelemos,Desveledes,Desvelen
Extraa,Extraas,Extraa,Extraamos,Extraades,Extraan
Trace,Traces,Trace,Tracemos,Tracedes,Tracen
Ceibe,Ceibes,Ceibe,Ceibemos,Ceibedes,Ceiben
Acerte,Acertes,Acerte,Acertemos,Acertedes,Acerten
Paralice,Paralices,Paralice,Paralicemos,Paralicedes,Paralicen
Atrape,Atrapes,Atrape,Atrapemos,Atrapedes,Atrapen
Molle,Molles,Molle,Mollemos,Molledes,Mollen
Ferva,Fervas,Ferva,Fervamos,Fervades,Fervan
Luza,Luzas,Luza,Luzamos,Luzades,Luzan
Sobre,Sobres,Sobre,Sobremos,Sobredes,Sobren
Desempeñe,Desempeñes,Desempeñe,Desempeñemos,Desempeñedes,Desempeñen
Deduza,Deduzas,Deduza,Deduzamos,Deduzades,Deduzan
Porte,Portes,Porte,Portemos,Portedes,Porten
Trague,Tragues,Trague,Traguemos,Traguedes,Traguen
Amole,Amoles,Amole,Amolemos,Amoledes,Amolen
Dobre,Dobres,Dobre,Dobremos,Dobredes,Dobren
Cese,Ceses,Cese,Cesemos,Cesedes,Cesen
Embarque,Embarques,Embarque,Embarquemos,Embarquedes,Embarquen
Contraste,Contrastes,Contraste,Contrastemos,Contrastedes,Contrasten
Exclúa,Exclúas,Exclúa,Excluamos,Excluades,Exclúan
Guinde,Guindes,Guinde,Guindemos,Guindedes,Guinden
Canse,Canses,Canse,Cansemos,Cansedes,Cansen
Acelere,Aceleres,Acelere,Aceleremos,Aceleredes,Aceleren
Opoña,Opoñas,Opoña,Opoñamos,Opoñades,Opoñan
Reta,Retas,Reta,Retamos,Retades,Retan
Cociñe,Cociñes,Cociñe,Cociñemos,Cociñedes,Cociñen
Matice,Matices,Matice,Maticemos,Maticedes,Maticen
Exhiba,Exhibas,Exhiba,Exhibamos,Exhibades,Exhiban
Pelexe,Pelexes,Pelexe,Pelexemos,Pelexedes,Pelexen
Vencelle,Vencelles,Vencelle,Vencellemos,Vencelledes,Vencellen
Encerre,Encerres,Encerre,Encerremos,Encerredes,Encerren
Empeñe,Empeñes,Empeñe,Empeñemos,Empeñedes,Empeñen
Coordine,Coordines,Coordine,Coordinemos,Coordinedes,Coordinen
Pique,Piques,Pique,Piquemos,Piquedes,Piquen
Castigue,Castigues,Castigue,Castiguemos,Castiguedes,Castiguen
Cerre,Cerres,Cerre,Cerremos,Cerredes,Cerren
Golpee,Golpees,Golpee,Golpeemos,Golpeedes,Golpeen
Entreviste,Entrevistes,Entreviste,Entrevistemos,Entrevistedes,Entrevisten
Paira,Pairas,Paira,Pairamos,Pairades,Pairan
Herde,Herdes,Herde,Herdemos,Herdedes,Herden
Explote,Explotes,Explote,Explotemos,Explotedes,Exploten
Coza,Cozas,Coza,Cozamos,Cozades,Cozan
Prova,Provas,Prova,Provamos,Provades,Provan
Agrupe,Agrupes,Agrupe,Agrupemos,Agrupedes,Agrupen
Encante,Encantes,Encante,Encantemos,Encantedes,Encanten
Clasifique,Clasifiques,Clasifique,Clasifiquemos,Clasifiquedes,Clasifiquen
Redacte,Redactes,Redacte,Redactemos,Redactedes,Redacten
Designe,Designes,Designe,Designemos,Designedes,Designen
Xante,Xantes,Xante,Xantemos,Xantedes,Xanten
Inste,Instes,Inste,Instemos,Instedes,Insten
Sentencie,Sentencies,Sentencie,Sentenciemos,Sentenciedes,Sentencien
Demore,Demores,Demore,Demoremos,Demoredes,Demoren
Rode,Rodes,Rode,Rodemos,Rodedes,Roden
Seque,Seques,Seque,Sequemos,Sequedes,Sequen
Posibilite,Posibilites,Posibilite,Posibilitemos,Posibilitedes,Posibiliten
Ateigue,Ateigues,Ateigue,Ateiguemos,Ateiguedes,Ateiguen
Plante,Plantes,Plante,Plantemos,Plantedes,Planten
Presuma,Presumas,Presuma,Presumamos,Presumades,Presuman
Alegre,Alegres,Alegre,Alegremos,Alegredes,Alegren
Evidencie,Evidencies,Evidencie,Evidenciemos,Evidenciedes,Evidencien
Ocasione,Ocasiones,Ocasione,Ocasionemos,Ocasionedes,Ocasionen
Baste,Bastes,Baste,Bastemos,Bastedes,Basten
Radique,Radiques,Radique,Radiquemos,Radiquedes,Radiquen
Evolucione,Evoluciones,Evolucione,Evolucionemos,Evolucionedes,Evolucionen
Estoupe,Estoupes,Estoupe,Estoupemos,Estoupedes,Estoupen
Tranquilice,Tranquilices,Tranquilice,Tranquilicemos,Tranquilicedes,Tranquilicen
Acougue,Acougues,Acougue,Acouguemos,Acouguedes,Acouguen
Amañe,Amañes,Amañe,Amañemos,Amañedes,Amañen
Capture,Captures,Capture,Capturemos,Capturedes,Capturen
Semente,Sementes,Semente,Sementemos,Sementedes,Sementen
Desvíe,Desvíes,Desvíe,Desviemos,Desviedes,Desvíen
Conquiste,Conquistes,Conquiste,Conquistemos,Conquistedes,Conquisten
Equivoque,Equivoques,Equivoque,Equivoquemos,Equivoquedes,Equivoquen
Aparque,Aparques,Aparque,Aparquemos,Aparquedes,Aparquen
Apeteza,Apetezas,Apeteza,Apetezamos,Apetezades,Apetezan
Consinta,Consintas,Consinta,Consintamos,Consintades,Consintan
Ratifique,Ratifiques,Ratifique,Ratifiquemos,Ratifiquedes,Ratifiquen
Esforce,Esforces,Esforce,Esforcemos,Esforcedes,Esforcen
Murmure,Murmures,Murmure,Murmuremos,Murmuredes,Murmuren
Recite,Recites,Recite,Recitemos,Recitedes,Reciten
Agrome,Agromes,Agrome,Agromemos,Agromedes,Agromen
Disfrute,Disfrutes,Disfrute,Disfrutemos,Disfrutedes,Disfruten
Principie,Principies,Principie,Principiemos,Principiedes,Principien
Enmarque,Enmarques,Enmarque,Enmarquemos,Enmarquedes,Enmarquen
Absorba,Absorbas,Absorba,Absorbamos,Absorbades,Absorban
Alce,Alces,Alce,Alcemos,Alcedes,Alcen
Eduque,Eduques,Eduque,Eduquemos,Eduquedes,Eduquen
Arrisque,Arrisques,Arrisque,Arrisquemos,Arrisquedes,Arrisquen
Pregue,Pregues,Pregue,Preguemos,Preguedes,Preguen
Feche,Feches,Feche,Fechemos,Fechedes,Fechen
Implante,Implantes,Implante,Implantemos,Implantedes,Implanten
Sacuda,Sacudas,Sacuda,Sacudamos,Sacudades,Sacudan
Arrime,Arrimes,Arrime,Arrimemos,Arrimedes,Arrimen
Esmague,Esmagues,Esmague,Esmaguemos,Esmaguedes,Esmaguen
Acomode,Acomodes,Acomode,Acomodemos,Acomodedes,Acomoden
Dificulte,Dificultes,Dificulte,Dificultemos,Dificultedes,Dificulten
Emigre,Emigres,Emigre,Emigremos,Emigredes,Emigren
Traspase,Traspases,Traspase,Traspasemos,Traspasedes,Traspasen
Ampare,Ampares,Ampare,Amparemos,Amparedes,Amparen
Verta,Vertas,Verta,Vertamos,Vertades,Vertan
Despregue,Despregues,Despregue,Despreguemos,Despreguedes,Despreguen
Contamine,Contamines,Contamine,Contaminemos,Contaminedes,Contaminen
Incline,Inclines,Incline,Inclinemos,Inclinedes,Inclinen
Suscite,Suscites,Suscite,Suscitemos,Suscitedes,Susciten
Inscriba,Inscribas,Inscriba,Inscribamos,Inscribades,Inscriban
Complemente,Complementes,Complemente,Complementemos,Complementedes,Complementen
Propoña,Propoñas,Propoña,Propoñamos,Propoñades,Propoñan
Interrogue,Interrogues,Interrogue,Interroguemos,Interroguedes,Interroguen
Suspire,Suspires,Suspire,Suspiremos,Suspiredes,Suspiren
Ince,Inces,Ince,Incemos,Incedes,Incen
Calme,Calmes,Calme,Calmemos,Calmedes,Calmen
Cavile,Caviles,Cavile,Cavilemos,Caviledes,Cavilen
Prema,Premas,Prema,Premamos,Premades,Preman
Estimule,Estimules,Estimule,Estimulemos,Estimuledes,Estimulen
Encolla,Encollas,Encolla,Encollamos,Encollades,Encollan
Alivie,Alivies,Alivie,Aliviemos,Aliviedes,Alivien
Explore,Explores,Explore,Exploremos,Exploredes,Exploren
