Eu,Ti,El/Ela,Nós,Vós,Eles/Elas
Confesaba,Confesabas,Confesaba,Confesabamos,Confesabades,Confesaban
Gobernaba,Gobernabas,Gobernaba,Gobernabamos,Gobernabades,Gobernaban
Salientaba,Salientabas,Salientaba,Salientabamos,Salientabades,Salientaban
Avisaba,Avisabas,Avisaba,Avisabamos,Avisabades,Avisaban
Colaboraba,Colaborabas,Colaboraba,Colaborabamos,Colaborabades,Colaboraban
Favorecía,Favorecías,Favorecía,Favoreciamos,Favoreciades,Favorecían
Prometía,Prometías,Prometía,Prometiamos,Prometiades,Prometían
Pegaba,Pegabas,Pegaba,Pegabamos,Pegabades,Pegaban
Revelaba,Revelabas,Revelaba,Revelabamos,Revelabades,Revelaban
Ordenaba,Ordenabas,Ordenaba,Ordenabamos,Ordenabades,Ordenaban
Consumía,Consumías,Consumía,Consumiamos,Consumiades,Consumían
Convía,Convías,Convía,Conviamos,Conviades,Convían
Pintaba,Pintabas,Pintaba,Pintabamos,Pintabades,Pintaban
Ensinaba,Ensinabas,Ensinaba,Ensinabamos,Ensinabades,Ensinaban
Describía,Describías,Describía,Describiamos,Describiades,Describían
Agradecía,Agradecías,Agradecía,Agradeciamos,Agradeciades,Agradecían
Adaptaba,Adaptabas,Adaptaba,Adaptabamos,Adaptabades,Adaptaban
Paseaba,Paseabas,Paseaba,Paseabamos,Paseabades,Paseaban
Cualificaba,Cualificabas,Cualificaba,Cualificabamos,Cualificabades,Cualificaban
Compraba,Comprabas,Compraba,Comprabamos,Comprabades,Compraban
Detectaba,Detectabas,Detectaba,Detectabamos,Detectabades,Detectaban
Reparaba,Reparabas,Reparaba,Reparabamos,Reparabades,Reparaban
Saltaba,Saltabas,Saltaba,Saltabamos,Saltabades,Saltaban
Presidía,Presidías,Presidía,Presidiamos,Presidiades,Presidían
Impulsaba,Impulsabas,Impulsaba,Impulsabamos,Impulsabades,Impulsaban
Temía,Temías,Temía,Temiamos,Temiades,Temían
Substituía,Substituías,Substituía,Substituïamos,Substituïades,Substituían
Supuña,Supuñas,Supuña,Supuñamos,Supuñades,Supuñan
Adiantaba,Adiantabas,Adiantaba,Adiantabamos,Adiantabades,Adiantaban
Condenaba,Condenabas,Condenaba,Condenabamos,Condenabades,Condenaban
Animaba,Animabas,Animaba,Animabamos,Animabades,Animaban
Medía,Medías,Medía,Mediamos,Mediades,Medían
Investigaba,Investigabas,Investigaba,Investigabamos,Investigabades,Investigaban
Pronunciaba,Pronunciabas,Pronunciaba,Pronunciabamos,Pronunciabades,Pronunciaban
Cometía,Cometías,Cometía,Cometiamos,Cometiades,Cometían
Eliminaba,Eliminabas,Eliminaba,Eliminabamos,Eliminabades,Eliminaban
Limpaba,Limpabas,Limpaba,Limpabamos,Limpabades,Limpaban
Aclaraba,Aclarabas,Aclaraba,Aclarabamos,Aclarabades,Aclaraban
Concentraba,Concentrabas,Concentraba,Concentrabamos,Concentrabades,Concentraban
Conformaba,Conformabas,Conformaba,Conformabamos,Conformabades,Conformaban
Mesturaba,Mesturabas,Mesturaba,Mesturabamos,Mesturabades,Mesturaban
Optaba,Optabas,Optaba,Optabamos,Optabades,Optaban
Abordaba,Abordabas,Abordaba,Abordabamos,Abordabades,Abordaban
Desfacía,Desfacías,Desfacía,Desfaciamos,Desfaciades,Desfacían
Bailaba,Bailabas,Bailaba,Bailabamos,Bailabades,Bailaban
Dominaba,Dominabas,Dominaba,Dominabamos,Dominabades,Dominaban
Arrastraba,Arrastrabas,Arrastraba,Arrastrabamos,Arrastrabades,Arrastraban
Experimentaba,Experimentabas,Experimentaba,Experimentabamos,Experimentabades,Experimentaban
Achaba,Achabas,Achaba,Achabamos,Achabades,Achaban
Votaba,Votabas,Votaba,Votabamos,Votabades,Votaban
Caracterizaba,Caracterizabas,Caracterizaba,Caracterizabamos,Caracterizabades,Caracterizaban
Ocultaba,Ocultabas,Ocultaba,Ocultabamos,Ocultabades,Ocultaban
Formulaba,Formulabas,Formulaba,Formulabamos,Formulabades,Formulaban
Padecía,Padecías,Padecía,Padeciamos,Padeciades,Padecían
Perdoaba,Perdoabas,Perdoaba,Perdoabamos,Perdoabades,Perdoaban
Repartía,Repartías,Repartía,Repartiamos,Repartiades,Repartían
Proporcionaba,Proporcionabas,Proporcionaba,Proporcionabamos,Proporcionabades,Proporcionaban
Agochaba,Agochabas,Agochaba,Agochabamos,Agochabades,Agochaban
Requiría,Requirías,Requiría,Requiriamos,Requiriades,Requirían
Voaba,Voabas,Voaba,Voabamos,Voabades,Voaban
Resistía,Resistías,Resistía,Resistiamos,Resistiades,Resistían
Nomeaba,Nomeabas,Nomeaba,Nomeabamos,Nomeabades,Nomeaban
Vencía,Vencías,Vencía,Venciamos,Venciades,Vencían
Comprometía,Comprometías,Comprometía,Comprometiamos,Comprometiades,Comprometían
Ameazaba,Ameazabas,Ameazaba,Ameazabamos,Ameazabades,Ameazaban
Soltaba,Soltabas,Soltaba,Soltabamos,Soltabades,Soltaban
Gastaba,Gastabas,Gastaba,Gastabamos,Gastabades,Gastaban
Saudaba,Saudabas,Saudaba,Saudabamos,Saudabades,Saudaban
Practicaba,Practicabas,Practicaba,Practicabamos,Practicabades,Practicaban
Envolvía,Envolvías,Envolvía,Envolviamos,Envolviades,Envolvían
Recomendaba,Recomendabas,Recomendaba,Recomendabamos,Recomendabades,Recomendaban
Calculaba,Calculabas,Calculaba,Calculabamos,Calculabades,Calculaban
Perseguía,Perseguías,Perseguía,Perseguiamos,Perseguiades,Perseguían
Arrincaba,Arrincabas,Arrincaba,Arrincabamos,Arrincabades,Arrincaban
Respiraba,Respirabas,Respiraba,Respirabamos,Respirabades,Respiraban
Localizaba,Localizabas,Localizaba,Localizabamos,Localizabades,Localizaban
Dotaba,Dotabas,Dotaba,Dotabamos,Dotabades,Dotaban
Ampliaba,Ampliabas,Ampliaba,Ampliabamos,Ampliabades,Ampliaban
Gravaba,Gravabas,Gravaba,Gravabamos,Gravabades,Gravaban
Ignoraba,Ignorabas,Ignoraba,Ignorabamos,Ignorabades,Ignoraban
Convidaba,Convidabas,Convidaba,Convidabamos,Convidabades,Convidaban
Traducía,Traducías,Traducía,Traduciamos,Traduciades,Traducían
Reforzaba,Reforzabas,Reforzaba,Reforzabamos,Reforzabades,Reforzaban
Carecía,Carecías,Carecía,Careciamos,Careciades,Carecían
Descansaba,Descansabas,Descansaba,Descansabamos,Descansabades,Descansaban
Alimentaba,Alimentabas,Alimentaba,Alimentabamos,Alimentabades,Alimentaban
Modificaba,Modificabas,Modificaba,Modificabamos,Modificabades,Modificaban
Apreciaba,Apreciabas,Apreciaba,Apreciabamos,Apreciabades,Apreciaban
Consultaba,Consultabas,Consultaba,Consultabamos,Consultabades,Consultaban
Disparaba,Disparabas,Disparaba,Disparabamos,Disparabades,Disparaban
Editaba,Editabas,Editaba,Editabamos,Editabades,Editaban
Fumaba,Fumabas,Fumaba,Fumabamos,Fumabades,Fumaban
Atacaba,Atacabas,Atacaba,Atacabamos,Atacabades,Atacaban
Afacía,Afacías,Afacía,Afaciamos,Afaciades,Afacían
Conectaba,Conectabas,Conectaba,Conectabamos,Conectabades,Conectaban
Chovía
Prohibía,Prohibías,Prohibía,Prohibiamos,Prohibiades,Prohibían
Abondaba,Abondabas,Abondaba,Abondabamos,Abondabades,Abondaban
Interrompía,Interrompías,Interrompía,Interrompiamos,Interrompiades,Interrompían
Comparaba,Comparabas,Comparaba,Comparabamos,Comparabades,Comparaban
Liberaba,Liberabas,Liberaba,Liberabamos,Liberabades,Liberaban
Terminaba,Terminabas,Terminaba,Terminabamos,Terminabades,Terminaban
Queimaba,Queimabas,Queimaba,Queimabamos,Queimabades,Queimaban
Recorría,Recorrías,Recorría,Recorriamos,Recorriades,Recorrían
Doía,Doías,Doía,Doiamos,Doïades,Doïan
Discutía,Discutías,Discutía,Discutiamos,Discutiades,Discutían
Cedía,Cedías,Cedía,Cediamos,Cediades,Cedían
Colgaba,Colgabas,Colgaba,Colgabamos,Colgabades,Colgaban
Bicaba,Bicabas,Bicaba,Bicabamos,Bicabades,Bicaban
Apagaba,Apagabas,Apagaba,Apagabamos,Apagabades,Apagaban
Atribuía,Atribuías,Atribuía,Atribuïamos,Atribuïades,Atribuían
Xiraba,Xirabas,Xiraba,Xirabamos,Xirabades,Xiraban
Debuxaba,Debuxabas,Debuxaba,Debuxabamos,Debuxabades,Debuxaban
Afrontaba,Afrontabas,Afrontaba,Afrontabamos,Afrontabades,Afrontaban
Soportaba,Soportabas,Soportaba,Soportabamos,Soportabades,Soportaban
Desprazaba,Desprazabas,Desprazaba,Desprazabamos,Desprazabades,Desprazaban
Crecía,Crecías,Crecía,Creciamos,Creciades,Crecían
Acendía,Acendías,Acendía,Acendiamos,Acendiades,Acendían
Espallaba,Espallabas,Espallaba,Espallabamos,Espallabades,Espallaban
Inventaba,Inventabas,Inventaba,Inventabamos,Inventabades,Inventaban
Agarraba,Agarrabas,Agarraba,Agarrabamos,Agarrabades,Agarraban
Outorgaba,Outorgabas,Outorgaba,Outorgabamos,Outorgabades,Outorgaban
Asomaba,Asomabas,Asomaba,Asomabamos,Asomabades,Asomaban
Vinculaba,Vinculabas,Vinculaba,Vinculabamos,Vinculabades,Vinculaban
Sospeitaba,Sospeitabas,Sospeitaba,Sospeitabamos,Sospeitabades,Sospeitaban
Xulgaba,Xulgabas,Xulgaba,Xulgabamos,Xulgabades,Xulgaban
Dividía,Dividías,Dividía,Dividiamos,Dividiades,Dividían
Denominaba,Denominabas,Denominaba,Denominabamos,Denominabades,Denominaban
Investía,Investías,Investía,Investiamos,Investiades,Investían
Adicaba,Adicabas,Adicaba,Adicabamos,Adicabades,Adicaban
Influía,Influías,Influía,Influïamos,Influïades,Influían
Habitaba,Habitabas,Habitaba,Habitabamos,Habitabades,Habitaban
Renunciaba,Renunciabas,Renunciaba,Renunciabamos,Renunciabades,Renunciaban
Demandaba,Demandabas,Demandaba,Demandabamos,Demandabades,Demandaban
Tapaba,Tapabas,Tapaba,Tapabamos,Tapabades,Tapaban
Sobrevivía,Sobrevivías,Sobrevivía,Sobreviviamos,Sobreviviades,Sobrevivían
Apertaba,Apertabas,Apertaba,Apertabamos,Apertabades,Apertaban
Aturaba,Aturabas,Aturaba,Aturabamos,Aturabades,Aturaban
Petaba,Petabas,Petaba,Petabamos,Petabades,Petaban
Confundía,Confundías,Confundía,Confundiamos,Confundiades,Confundían
Proxectaba,Proxectabas,Proxectaba,Proxectabamos,Proxectabades,Proxectaban
Estimaba,Estimabas,Estimaba,Estimabamos,Estimabades,Estimaban
Agachaba,Agachabas,Agachaba,Agachabamos,Agachabades,Agachaban
Atraía,Atraías,Atraía,Atraiamos,Atraiades,Atraían
Remitía,Remitías,Remitía,Remitiamos,Remitiades,Remitían
Estreaba,Estreabas,Estreaba,Estreabamos,Estreabades,Estreaban
Dispuña,Dispuñas,Dispuña,Dispuñamos,Dispuñades,Dispuñan
Ascendía,Ascendías,Ascendía,Ascendiamos,Ascendiades,Ascendían
Asociaba,Asociabas,Asociaba,Asociabamos,Asociabades,Asociaban
Elevaba,Elevabas,Elevaba,Elevabamos,Elevabades,Elevaban
Inauguraba,Inaugurabas,Inauguraba,Inaugurabamos,Inaugurabades,Inauguraban
Enganaba,Enganabas,Enganaba,Enganabamos,Enganabades,Enganaban
Molestaba,Molestabas,Molestaba,Molestabamos,Molestabades,Molestaban
Regulaba,Regulabas,Regulaba,Regulabamos,Regulabades,Regulaban
Pesaba,Pesabas,Pesaba,Pesabamos,Pesabades,Pesaban
Incidía,Incidías,Incidía,Incidiamos,Incidiades,Incidían
Opinaba,Opinabas,Opinaba,Opinabamos,Opinabades,Opinaban
Manexaba,Manexabas,Manexaba,Manexabamos,Manexabades,Manexaban
Fomentaba,Fomentabas,Fomentaba,Fomentabamos,Fomentabades,Fomentaban
Invitaba,Invitabas,Invitaba,Invitabamos,Invitabades,Invitaban
Fundaba,Fundabas,Fundaba,Fundabamos,Fundabades,Fundaban
Diminuía,Diminuías,Diminuía,Diminuïamos,Diminuïades,Diminuían
Operaba,Operabas,Operaba,Operabamos,Operabades,Operaban
Lamentaba,Lamentabas,Lamentaba,Lamentabamos,Lamentabades,Lamentaban
Asasinaba,Asasinabas,Asasinaba,Asasinabamos,Asasinabades,Asasinaban
Arranxaba,Arranxabas,Arranxaba,Arranxabamos,Arranxabades,Arranxaban
Criaba,Criabas,Criaba,Criabamos,Criabades,Criaban
Descoñecía,Descoñecías,Descoñecía,Descoñeciamos,Descoñeciades,Descoñecían
Namoraba,Namorabas,Namoraba,Namorabamos,Namorabades,Namoraban
Destruía,Destruías,Destruía,Destruïamos,Destruïades,Destruían
Cheiraba,Cheirabas,Cheiraba,Cheirabamos,Cheirabades,Cheiraban
Guiaba,Guiabas,Guiaba,Guiabamos,Guiabades,Guiaban
Lavaba,Lavabas,Lavaba,Lavabamos,Lavabades,Lavaban
Xestionaba,Xestionabas,Xestionaba,Xestionabamos,Xestionabades,Xestionaban
Efectuaba,Efectuabas,Efectuaba,Efectuabamos,Efectuabades,Efectuaban
Orientaba,Orientabas,Orientaba,Orientabamos,Orientabades,Orientaban
Apartaba,Apartabas,Apartaba,Apartabamos,Apartabades,Apartaban
Ouvía,Ouvías,Ouvía,Ouviamos,Ouviades,Ouvían
Reaccionaba,Reaccionabas,Reaccionaba,Reaccionabamos,Reaccionabades,Reaccionaban
Vixiaba,Vixiabas,Vixiaba,Vixiabamos,Vixiabades,Vixiaban
Afundía,Afundías,Afundía,Afundiamos,Afundiades,Afundían
Ataba,Atabas,Ataba,Atabamos,Atabades,Ataban
Constataba,Constatabas,Constataba,Constatabamos,Constatabades,Constataban
Financiaba,Financiabas,Financiaba,Financiabamos,Financiabades,Financiaban
Tornaba,Tornabas,Tornaba,Tornabamos,Tornabades,Tornaban
Abrazaba,Abrazabas,Abrazaba,Abrazabamos,Abrazabades,Abrazaban
Constaba,Constabas,Constaba,Constabamos,Constabades,Constaban
Negociaba,Negociabas,Negociaba,Negociabamos,Negociabades,Negociaban
Enterraba,Enterrabas,Enterraba,Enterrabamos,Enterrabades,Enterraban
Estrañaba,Estrañabas,Estrañaba,Estrañabamos,Estrañabades,Estrañaban
Penduraba,Pendurabas,Penduraba,Pendurabamos,Pendurabades,Penduraban
Protagonizaba,Protagonizabas,Protagonizaba,Protagonizabamos,Protagonizabades,Protagonizaban
Aguantaba,Aguantabas,Aguantaba,Aguantabamos,Aguantabades,Aguantaban
Armaba,Armabas,Armaba,Armabamos,Armabades,Armaban
Ingresaba,Ingresabas,Ingresaba,Ingresabamos,Ingresabades,Ingresaban
Ligaba,Ligabas,Ligaba,Ligabamos,Ligabades,Ligaban
Libraba,Librabas,Libraba,Librabamos,Librabades,Libraban
Revisaba,Revisabas,Revisaba,Revisabamos,Revisabades,Revisaban
Asentía,Asentías,Asentía,Asentiamos,Asentiades,Asentían
Reproducía,Reproducías,Reproducía,Reproduciamos,Reproduciades,Reproducían
Seleccionaba,Seleccionabas,Seleccionaba,Seleccionabamos,Seleccionabades,Seleccionaban
Suxería,Suxerías,Suxería,Suxeriamos,Suxeriades,Suxerían
Distribuía,Distribuías,Distribuía,Distribuïamos,Distribuïades,Distribuían
Curaba,Curabas,Curaba,Curabamos,Curabades,Curaban
Remexía,Remexías,Remexía,Remexiamos,Remexiades,Remexían
Contrataba,Contratabas,Contrataba,Contratabamos,Contratabades,Contrataban
Variaba,Variabas,Variaba,Variabamos,Variabades,Variaban
Executaba,Executabas,Executaba,Executabamos,Executabades,Executaban
Mentía,Mentías,Mentía,Mentiamos,Mentiades,Mentían
Reflexionaba,Reflexionabas,Reflexionaba,Reflexionabamos,Reflexionabades,Reflexionaban
Combatía,Combatías,Combatía,Combatiamos,Combatiades,Combatían
Consolidaba,Consolidabas,Consolidaba,Consolidabamos,Consolidabades,Consolidaban
Resumía,Resumías,Resumía,Resumiamos,Resumiades,Resumían
Residía,Residías,Residía,Residiamos,Residiades,Residían
Ceaba,Ceabas,Ceaba,Ceabamos,Ceabades,Ceaban
Fallaba,Fallabas,Fallaba,Fallabamos,Fallabades,Fallaban
Afogaba,Afogabas,Afogaba,Afogabamos,Afogabades,Afogaban
Beneficiaba,Beneficiabas,Beneficiaba,Beneficiabamos,Beneficiabades,Beneficiaban
Rezaba,Rezabas,Rezaba,Rezabamos,Rezabades,Rezaban
Fabricaba,Fabricabas,Fabricaba,Fabricabamos,Fabricabades,Fabricaban
Pisaba,Pisabas,Pisaba,Pisabamos,Pisabades,Pisaban
Falecía,Falecías,Falecía,Faleciamos,Faleciades,Falecían
Rachaba,Rachabas,Rachaba,Rachabamos,Rachabades,Rachaban
Ardía,Ardías,Ardía,Ardiamos,Ardiades,Ardían
Asustaba,Asustabas,Asustaba,Asustabamos,Asustabades,Asustaban
Circulaba,Circulabas,Circulaba,Circulabamos,Circulabades,Circulaban
Adiviñaba,Adiviñabas,Adiviñaba,Adiviñabamos,Adiviñabades,Adiviñaban
Titulaba,Titulabas,Titulaba,Titulabamos,Titulabades,Titulaban
Freaba,Freabas,Freaba,Freabamos,Freabades,Freaban
Competía,Competías,Competía,Competiamos,Competiades,Competían
Asentaba,Asentabas,Asentaba,Asentabamos,Asentabades,Asentaban
Solucionaba,Solucionabas,Solucionaba,Solucionabamos,Solucionabades,Solucionaban
Xuraba,Xurabas,Xuraba,Xurabamos,Xurabades,Xuraban
Protestaba,Protestabas,Protestaba,Protestabamos,Protestabades,Protestaban
Mencionaba,Mencionabas,Mencionaba,Mencionabamos,Mencionabades,Mencionaban
Inspiraba,Inspirabas,Inspiraba,Inspirabamos,Inspirabades,Inspiraban
Penetraba,Penetrabas,Penetraba,Penetrabamos,Penetrabades,Penetraban
Mergullaba,Mergullabas,Mergullaba,Mergullabamos,Mergullabades,Mergullaban
Fitaba,Fitabas,Fitaba,Fitabamos,Fitabades,Fitaban
Transcorría,Transcorrías,Transcorría,Transcorriamos,Transcorriades,Transcorrían
Suspendía,Suspendías,Suspendía,Suspendiamos,Suspendiades,Suspendían
Relataba,Relatabas,Relataba,Relatabamos,Relatabades,Relataban
Aspiraba,Aspirabas,Aspiraba,Aspirabamos,Aspirabades,Aspiraban
Desprendía,Desprendías,Desprendía,Desprendiamos,Desprendiades,Desprendían
Regalaba,Regalabas,Regalaba,Regalabamos,Regalabades,Regalaban
Albiscaba,Albiscabas,Albiscaba,Albiscabamos,Albiscabades,Albiscaban
Navegaba,Navegabas,Navegaba,Navegabamos,Navegabades,Navegaban
Queixaba,Queixabas,Queixaba,Queixabamos,Queixabades,Queixaban
Pescaba,Pescabas,Pescaba,Pescabamos,Pescabades,Pescaban
Difundía,Difundías,Difundía,Difundiamos,Difundiades,Difundían
Potenciaba,Potenciabas,Potenciaba,Potenciabamos,Potenciabades,Potenciaban
Reivindicaba,Reivindicabas,Reivindicaba,Reivindicabamos,Reivindicabades,Reivindicaban
Cuestionaba,Cuestionabas,Cuestionaba,Cuestionabamos,Cuestionabades,Cuestionaban
Lideraba,Liderabas,Lideraba,Liderabamos,Liderabades,Lideraban
Emprendía,Emprendías,Emprendía,Emprendiamos,Emprendiades,Emprendían
Descendía,Descendías,Descendía,Descendiamos,Descendiades,Descendían
Aconsellaba,Aconsellabas,Aconsellaba,Aconsellabamos,Aconsellabades,Aconsellaban
Rendía,Rendías,Rendía,Rendiamos,Rendiades,Rendían
Derrubaba,Derrubabas,Derrubaba,Derrubabamos,Derrubabades,Derrubaban
Combinaba,Combinabas,Combinaba,Combinabamos,Combinabades,Combinaban
Impartía,Impartías,Impartía,Impartiamos,Impartiades,Impartían
Aportaba,Aportabas,Aportaba,Aportabamos,Aportabades,Aportaban
Comportaba,Comportabas,Comportaba,Comportabamos,Comportabades,Comportaban
Debatía,Debatías,Debatía,Debatiamos,Debatiades,Debatían
Comenzaba,Comenzabas,Comenzaba,Comenzabamos,Comenzabades,Comenzaban
Avaliaba,Avaliabas,Avaliaba,Avaliabamos,Avaliabades,Avaliaban
Aforraba,Aforrabas,Aforraba,Aforrabamos,Aforrabades,Aforraban
Condicionaba,Condicionabas,Condicionaba,Condicionabamos,Condicionabades,Condicionaban
Fodía,Fodías,Fodía,Fodiamos,Fodiades,Fodían
Disimulaba,Disimulabas,Disimulaba,Disimulabamos,Disimulabades,Disimulaban
Iluminaba,Iluminabas,Iluminaba,Iluminabamos,Iluminabades,Iluminaban
Descartaba,Descartabas,Descartaba,Descartabamos,Descartabades,Descartaban
Desculpaba,Desculpabas,Desculpaba,Desculpabamos,Desculpabades,Desculpaban
Finalizaba,Finalizabas,Finalizaba,Finalizabamos,Finalizabades,Finalizaban
Acostumaba,Acostumabas,Acostumaba,Acostumabamos,Acostumabades,Acostumaban
Premiaba,Premiabas,Premiaba,Premiabamos,Premiabades,Premiaban
Cadraba,Cadrabas,Cadraba,Cadrabamos,Cadrabades,Cadraban
Tremía,Tremías,Tremía,Tremiamos,Tremiades,Tremían
Restaba,Restabas,Restaba,Restabamos,Restabades,Restaban
Suxeitaba,Suxeitabas,Suxeitaba,Suxeitabamos,Suxeitabades,Suxeitaban
Concibía,Concibías,Concibía,Concibiamos,Concibiades,Concibían
Cravaba,Cravabas,Cravaba,Cravabamos,Cravabades,Cravaban
Forzaba,Forzabas,Forzaba,Forzabamos,Forzabades,Forzaban
Exclamaba,Exclamabas,Exclamaba,Exclamabamos,Exclamabades,Exclamaban
Pillaba,Pillabas,Pillaba,Pillabamos,Pillabades,Pillaban
Anotaba,Anotabas,Anotaba,Anotabamos,Anotabades,Anotaban
Encamiñaba,Encamiñabas,Encamiñaba,Encamiñabamos,Encamiñabades,Encamiñaban
Intuía,Intuías,Intuía,Intuïamos,Intuïades,Intuían
Invadía,Invadías,Invadía,Invadiamos,Invadiades,Invadían
Multiplicaba,Multiplicabas,Multiplicaba,Multiplicabamos,Multiplicabades,Multiplicaban
Obedecía,Obedecías,Obedecía,Obedeciamos,Obedeciades,Obedecían
Orixinaba,Orixinabas,Orixinaba,Orixinabamos,Orixinabades,Orixinaban
Depositaba,Depositabas,Depositaba,Depositabamos,Depositabades,Depositaban
Argumentaba,Argumentabas,Argumentaba,Argumentabamos,Argumentabades,Argumentaban
Proclamaba,Proclamabas,Proclamaba,Proclamabamos,Proclamabades,Proclamaban
Proseguía,Proseguías,Proseguía,Proseguiamos,Proseguiades,Proseguían
Reiteraba,Reiterabas,Reiteraba,Reiterabamos,Reiterabades,Reiteraban
Admiraba,Admirabas,Admiraba,Admirabamos,Admirabades,Admiraban
Acumulaba,Acumulabas,Acumulaba,Acumulabamos,Acumulabades,Acumulaban
Encabezaba,Encabezabas,Encabezaba,Encabezabamos,Encabezabades,Encabezaban
Diferenciaba,Diferenciabas,Diferenciaba,Diferenciabamos,Diferenciabades,Diferenciaban
Retomaba,Retomabas,Retomaba,Retomabamos,Retomabades,Retomaban
Aproximaba,Aproximabas,Aproximaba,Aproximabamos,Aproximabades,Aproximaban
Concretaba,Concretabas,Concretaba,Concretabamos,Concretabades,Concretaban
Agregaba,Agregabas,Agregaba,Agregabamos,Agregabades,Agregaban
Axustaba,Axustabas,Axustaba,Axustabamos,Axustabades,Axustaban
Acariñaba,Acariñabas,Acariñaba,Acariñabamos,Acariñabades,Acariñaban
Brillaba,Brillabas,Brillaba,Brillabamos,Brillabades,Brillaban
Autorizaba,Autorizabas,Autorizaba,Autorizabamos,Autorizabades,Autorizaban
Expulsaba,Expulsabas,Expulsaba,Expulsabamos,Expulsabades,Expulsaban
Retornaba,Retornabas,Retornaba,Retornabamos,Retornabades,Retornaban
Imitaba,Imitabas,Imitaba,Imitabamos,Imitabades,Imitaban
Alertaba,Alertabas,Alertaba,Alertabamos,Alertabades,Alertaban
Escondía,Escondías,Escondía,Escondiamos,Escondiades,Escondían
Esgotaba,Esgotabas,Esgotaba,Esgotabamos,Esgotabades,Esgotaban
Reservaba,Reservabas,Reservaba,Reservabamos,Reservabades,Reservaban
Resaltaba,Resaltabas,Resaltaba,Resaltabamos,Resaltabades,Resaltaban
Prolongaba,Prolongabas,Prolongaba,Prolongabamos,Prolongabades,Prolongaban
Captaba,Captabas,Captaba,Captabamos,Captabades,Captaban
Transportaba,Transportabas,Transportaba,Transportabamos,Transportabades,Transportaban
Atinxía,Atinxías,Atinxía,Atinxiamos,Atinxiades,Atinxían
Encaixaba,Encaixabas,Encaixaba,Encaixabamos,Encaixabades,Encaixaban
Propiciaba,Propiciabas,Propiciaba,Propiciabamos,Propiciabades,Propiciaban
Descargaba,Descargabas,Descargaba,Descargabamos,Descargabades,Descargaban
Matinaba,Matinabas,Matinaba,Matinabamos,Matinabades,Matinaban
Programaba,Programabas,Programaba,Programabamos,Programabades,Programaban
Corrixía,Corrixías,Corrixía,Corrixiamos,Corrixiades,Corrixían
Alteraba,Alterabas,Alteraba,Alterabamos,Alterabades,Alteraban
Disputaba,Disputabas,Disputaba,Disputabamos,Disputabades,Disputaban
Impuña,Impuñas,Impuña,Impuñamos,Impuñades,Impuñan
Examinaba,Examinabas,Examinaba,Examinabamos,Examinabades,Examinaban
Convivía,Convivías,Convivía,Conviviamos,Conviviades,Convivían
Fiaba,Fiabas,Fiaba,Fiabamos,Fiabades,Fiaban
Apuraba,Apurabas,Apuraba,Apurabamos,Apurabades,Apuraban
Apañaba,Apañabas,Apañaba,Apañabamos,Apañabades,Apañaban
Aludía,Aludías,Aludía,Aludiamos,Aludiades,Aludían
Abranguía,Abranguías,Abranguía,Abranguiamos,Abranguiades,Abranguían
Espetaba,Espetabas,Espetaba,Espetabamos,Espetabades,Espetaban
Quentaba,Quentabas,Quentaba,Quentabamos,Quentabades,Quentaban
Renovaba,Renovabas,Renovaba,Renovabamos,Renovabades,Renovaban
Acreditaba,Acreditabas,Acreditaba,Acreditabamos,Acreditabades,Acreditaban
Rescataba,Rescatabas,Rescataba,Rescatabamos,Rescatabades,Rescataban
Empurraba,Empurrabas,Empurraba,Empurrabamos,Empurrabades,Empurraban
Cultivaba,Cultivabas,Cultivaba,Cultivabamos,Cultivabades,Cultivaban
Configuraba,Configurabas,Configuraba,Configurabamos,Configurabades,Configuraban
Repasaba,Repasabas,Repasaba,Repasabamos,Repasabades,Repasaban
Rexía,Rexías,Rexía,Rexiamos,Rexiades,Rexían
Borraba,Borrabas,Borraba,Borrabamos,Borrabades,Borraban
Compensaba,Compensabas,Compensaba,Compensabamos,Compensabades,Compensaban
Motivaba,Motivabas,Motivaba,Motivabamos,Motivabades,Motivaban
Fería,Ferías,Fería,Feriamos,Feriades,Ferían
Estragaba,Estragabas,Estragaba,Estragabamos,Estragabades,Estragaban
Trocaba,Trocabas,Trocaba,Trocabamos,Trocabades,Trocaban
Odiaba,Odiabas,Odiaba,Odiabamos,Odiabades,Odiaban
Narraba,Narrabas,Narraba,Narrabamos,Narrabades,Narraban
Afondaba,Afondabas,Afondaba,Afondabamos,Afondabades,Afondaban
Esvaraba,Esvarabas,Esvaraba,Esvarabamos,Esvarabades,Esvaraban
Teimaba,Teimabas,Teimaba,Teimabamos,Teimabades,Teimaban
Satisfacía,Satisfacías,Satisfacía,Satisfaciamos,Satisfaciades,Satisfacían
Arredaba,Arredabas,Arredaba,Arredabamos,Arredabades,Arredaban
Desvelaba,Desvelabas,Desvelaba,Desvelabamos,Desvelabades,Desvelaban
Extraía,Extraías,Extraía,Extraiamos,Extraiades,Extraían
Trazaba,Trazabas,Trazaba,Trazabamos,Trazabades,Trazaban
Ceibaba,Ceibabas,Ceibaba,Ceibabamos,Ceibabades,Ceibaban
Acertaba,Acertabas,Acertaba,Acertabamos,Acertabades,Acertaban
Paralizaba,Paralizabas,Paralizaba,Paralizabamos,Paralizabades,Paralizaban
Atrapaba,Atrapabas,Atrapaba,Atrapabamos,Atrapabades,Atrapaban
