Eu,Ti,El/Ela,Nós,Vós,Eles/Elas
Mollaba,Mollabas,Mollaba,Mollabamos,Mollabades,Mollaban
Fervía,Fervías,Fervía,Ferviamos,Ferviades,Fervían
Lucía,Lucías,Lucía,Luciamos,Luciades,Lucían
Sobraba,Sobrabas,Sobraba,Sobrabamos,Sobrabades,Sobraban
Desempeñaba,Desempeñabas,Desempeñaba,Desempeñabamos,Desempeñabades,Desempeñaban
Deducía,Deducías,Deducía,Deduciamos,Deduciades,Deducían
Portaba,Portabas,Portaba,Portabamos,Portabades,Portaban
Tragaba,Tragabas,Tragaba,Tragabamos,Tragabades,Tragaban
Amolaba,Amolabas,Amolaba,Amolabamos,Amolabades,Amolaban
Dobraba,Dobrabas,Dobraba,Dobrabamos,Dobrabades,Dobraban
Cesaba,Cesabas,Cesaba,Cesabamos,Cesabades,Cesaban
Embarcaba,Embarcabas,Embarcaba,Embarcabamos,Embarcabades,Embarcaban
Contrastaba,Contrastabas,Contrastaba,Contrastabamos,Contrastabades,Contrastaban
Excluía,Excluías,Excluía,Excluïamos,Excluïades,Excluían
Guindaba,Guindabas,Guindaba,Guindabamos,Guindabades,Guindaban
Cansaba,Cansabas,Cansaba,Cansabamos,Cansabades,Cansaban
Aceleraba,Acelerabas,Aceleraba,Acelerabamos,Acelerabades,Aceleraban
Opoñía,Opoñías,Opoñía,Opoñiamos,Opoñiades,Opoñían
Retía,Retías,Retía,Retiamos,Retiades,Retían
Cociñaba,Cociñabas,Cociñaba,Cociñabamos,Cociñabades,Cociñaban
Matizaba,Matizabas,Matizaba,Matizabamos,Matizabades,Matizaban
Exhibía,Exhibías,Exhibía,Exhibiamos,Exhibiades,Exhibían
Pelexaba,Pelexabas,Pelexaba,Pelexabamos,Pelexabades,Pelexaban
Vencellaba,Vencellabas,Vencellaba,Vencellabamos,Vencellabades,Vencellaban
Encerraba,Encerrabas,Encerraba,Encerrabamos,Encerrabades,Encerraban
Empeñaba,Empeñabas,Empeñaba,Empeñabamos,Empeñabades,Empeñaban
Coordinaba,Coordinabas,Coordinaba,Coordinabamos,Coordinabades,Coordinaban
Picaba,Picabas,Picaba,Picabamos,Picabades,Picaban
Castigaba,Castigabas,Castigaba,Castigabamos,Castigabades,Castigaban
Cerraba,Cerrabas,Cerraba,Cerrabamos,Cerrabades,Cerraban
Golpeaba,Golpeabas,Golpeaba,Golpeabamos,Golpeabades,Golpeaban
Entrevistaba,Entrevistabas,Entrevistaba,Entrevistabamos,Entrevistabades,Entrevistaban
Paría,Parías,Paría,Pariamos,Pariades,Parían
Herdaba,Herdabas,Herdaba,Herdabamos,Herdabades,Herdaban
Explotaba,Explotabas,Explotaba,Explotabamos,Explotabades,Explotaban
Cocía,Cocías,Cocía,Cociamos,Cociades,Cocían
Provía,Provías,Provía,Proviamos,Proviades,Provían
Agrupaba,Agrupabas,Agrupaba,Agrupabamos,Agrupabades,Agrupaban
Encantaba,Encantabas,Encantaba,Encantabamos,Encantabades,Encantaban
Clasificaba,Clasificabas,Clasificaba,Clasificabamos,Clasificabades,Clasificaban
Redactaba,Redactabas,Redactaba,Redactabamos,Redactabades,Redactaban
Designaba,Designabas,Designaba,Designabamos,Designabades,Designaban
Xantaba,Xantabas,Xantaba,Xantabamos,Xantabades,Xantaban
Instaba,Instabas,Instaba,Instabamos,Instabades,Instaban
Sentenciaba,Sentenciabas,Sentenciaba,Sentenciabamos,Sentenciabades,Sentenciaban
Demoraba,Demorabas,Demoraba,Demorabamos,Demorabades,Demoraban
Rodaba,Rodabas,Rodaba,Rodabamos,Rodabades,Rodaban
Secaba,Secabas,Secaba,Secabamos,Secabades,Secaban
Posibilitaba,Posibilitabas,Posibilitaba,Posibilitabamos,Posibilitabades,Posibilitaban
Ateigaba,Ateigabas,Ateigaba,Ateigabamos,Ateigabades,Ateigaban
Plantaba,Plantabas,Plantaba,Plantabamos,Plantabades,Plantaban
Presumía,Presumías,Presumía,Presumiamos,Presumiades,Presumían
Alegraba,Alegrabas,Alegraba,Alegrabamos,Alegrabades,Alegraban
Evidenciaba,Evidenciabas,Evidenciaba,Evidenciabamos,Evidenciabades,Evidenciaban
Ocasionaba,Ocasionabas,Ocasionaba,Ocasionabamos,Ocasionabades,Ocasionaban
Bastaba,Bastabas,Bastaba,Bastabamos,Bastabades,Bastaban
Radicaba,Radicabas,Radicaba,Radicabamos,Radicabades,Radicaban
Evolucionaba,Evolucionabas,Evolucionaba,Evolucionabamos,Evolucionabades,Evolucionaban
Estoupaba,Estoupabas,Estoupaba,Estoupabamos,Estoupabades,Estoupaban
Tranquilizaba,Tranquilizabas,Tranquilizaba,Tranquilizabamos,Tranquilizabades,Tranquilizaban
Acougaba,Acougabas,Acougaba,Acougabamos,Acougabades,Acougaban
Amañaba,Amañabas,Amañaba,Amañabamos,Amañabades,Amañaban
Capturaba,Capturabas,Capturaba,Capturabamos,Capturabades,Capturaban
Sementaba,Sementabas,Sementaba,Sementabamos,Sementabades,Sementaban
Desviaba,Desviabas,Desviaba,Desviabamos,Desviabades,Desviaban
Conquistaba,Conquistabas,Conquistaba,Conquistabamos,Conquistabades,Conquistaban
Equivocaba,Equivocabas,Equivocaba,Equivocabamos,Equivocabades,Equivocaban
Aparcaba,Aparcabas,Aparcaba,Aparcabamos,Aparcabades,Aparcaban
Apetecía,Apetecías,Apetecía,Apeteciamos,Apeteciades,Apetecían
Consentía,Consentías,Consentía,Consentiamos,Consentiades,Consentían
Ratificaba,Ratificabas,Ratificaba,Ratificabamos,Ratificabades,Ratificaban
Esforzaba,Esforzabas,Esforzaba,Esforzabamos,Esforzabades,Esforzaban
Murmuraba,Murmurabas,Murmuraba,Murmurabamos,Murmurabades,Murmuraban
Recitaba,Recitabas,Recitaba,Recitabamos,Recitabades,Recitaban
Agromaba,Agromabas,Agromaba,Agromabamos,Agromabades,Agromaban
Disfrutaba,Disfrutabas,Disfrutaba,Disfrutabamos,Disfrutabades,Disfrutaban
Principiaba,Principiabas,Principiaba,Principiabamos,Principiabades,Principiaban
Enmarcaba,Enmarcabas,Enmarcaba,Enmarcabamos,Enmarcabades,Enmarcaban
Absorbía,Absorbías,Absorbía,Absorbiamos,Absorbiades,Absorbían
Alzaba,Alzabas,Alzaba,Alzabamos,Alzabades,Alzaban
Educaba,Educabas,Educaba,Educabamos,Educabades,Educaban
Arriscaba,Arriscabas,Arriscaba,Arriscabamos,Arriscabades,Arriscaban
Pregaba,Pregabas,Pregaba,Pregabamos,Pregabades,Pregaban
Fechaba,Fechabas,Fechaba,Fechabamos,Fechabades,Fechaban
Implantaba,Implantabas,Implantaba,Implantabamos,Implantabades,Implantaban
Sacudía,Sacudías,Sacudía,Sacudiamos,Sacudiades,Sacudían
Arrimaba,Arrimabas,Arrimaba,Arrimabamos,Arrimabades,Arrimaban
Esmagaba,Esmagabas,Esmagaba,Esmagabamos,Esmagabades,Esmagaban
Acomodaba,Acomodabas,Acomodaba,Acomodabamos,Acomodabades,Acomodaban
Dificultaba,Dificultabas,Dificultaba,Dificultabamos,Dificultabades,Dificultaban
Emigraba,Emigrabas,Emigraba,Emigrabamos,Emigrabades,Emigraban
Traspasaba,Traspasabas,Traspasaba,Traspasabamos,Traspasabades,Traspasaban
Amparaba,Amparabas,Amparaba,Amparabamos,Amparabades,Amparaban
Vertía,Vertías,Vertía,Vertiamos,Vertiades,Vertían
Despregaba,Despregabas,Despregaba,Despregabamos,Despregabades,Despregaban
Contaminaba,Contaminabas,Contaminaba,Contaminabamos,Contaminabades,Contaminaban
Inclinaba,Inclinabas,Inclinaba,Inclinabamos,Inclinabades,Inclinaban
Suscitaba,Suscitabas,Suscitaba,Suscitabamos,Suscitabades,Suscitaban
Inscribía,Inscribías,Inscribía,Inscribiamos,Inscribiades,Inscribían
Complementaba,Complementabas,Complementaba,Complementabamos,Complementabades,Complementaban
Propuña,Propuñas,Propuña,Propuñamos,Propuñades,Propuñan
Interrogaba,Interrogabas,Interrogaba,Interrogabamos,Interrogabades,Interrogaban
Suspiraba,Suspirabas,Suspiraba,Suspirabamos,Suspirabades,Suspiraban
Inzaba,Inzabas,Inzaba,Inzabamos,Inzabades,Inzaban
Calmaba,Calmabas,Calmaba,Calmabamos,Calmabades,Calmaban
Cavilaba,Cavilabas,Cavilaba,Cavilabamos,Cavilabades,Cavilaban
Premía,Premías,Premía,Premiamos,Premiades,Premían
Estimulaba,Estimulabas,Estimulaba,Estimulabamos,Estimulabades,Estimulaban
Encollía,Encollías,Encollía,Encolliamos,Encolliades,Encollían
Aliviaba,Aliviabas,Aliviaba,Aliviabamos,Aliviabades,Aliviaban
Exploraba,Explorabas,Exploraba,Explorabamos,Explorabades,Exploraban
Topaba,Topabas,Topaba,Topabamos,Topabades,Topaban
Anulaba,Anulabas,Anulaba,Anulabamos,Anulabades,Anulaban
Rozaba,Rozabas,Rozaba,Rozabamos,Rozabades,Rozaban
Fundía,Fundías,Fundía,Fundiamos,Fundiades,Fundían
Gostaba,Gostabas,Gostaba,Gostabamos,Gostabades,Gostaban
Activaba,Activabas,Activaba,Activabamos,Activabades,Activaban
Convertía,Convertías,Convertía,Convertiamos,Convertiades,Convertían
Cagaba,Cagabas,Cagaba,Cagabamos,Cagabades,Cagaban
Fracasaba,Fracasabas,Fracasaba,Fracasabamos,Fracasabades,Fracasaban
Pactaba,Pactabas,Pactaba,Pactabamos,Pactabades,Pactaban
Aplaudía,Aplaudías,Aplaudía,Aplaudiamos,Aplaudiades,Aplaudían
Avogaba,Avogabas,Avogaba,Avogabamos,Avogabades,Avogaban
Laiaba,Laiabas,Laiaba,Laiabamos,Laiabades,Laiaban
Asignaba,Asignabas,Asignaba,Asignabamos,Asignabades,Asignaban
Divertía,Divertías,Divertía,Divertiamos,Divertiades,Divertían
Comercializaba,Comercializabas,Comercializaba,Comercializabamos,Comercializabades,Comercializaban
Rebaixaba,Rebaixabas,Rebaixaba,Rebaixabamos,Rebaixabades,Rebaixaban
Comparecía,Comparecías,Comparecía,Compareciamos,Compareciades,Comparecían
Amoreaba,Amoreabas,Amoreaba,Amoreabamos,Amoreabades,Amoreaban
Fornecía,Fornecías,Fornecía,Forneciamos,Forneciades,Fornecían
Artellaba,Artellabas,Artellaba,Artellabamos,Artellabades,Artellaban
Intercambiaba,Intercambiabas,Intercambiaba,Intercambiabamos,Intercambiabades,Intercambiaban
Entretía,Entretías,Entretía,Entretiamos,Entretiades,Entretían
Precedía,Precedías,Precedía,Precediamos,Precediades,Precedían
Triunfaba,Triunfabas,Triunfaba,Triunfabamos,Triunfabades,Triunfaban
Esmorecía,Esmorecías,Esmorecía,Esmoreciamos,Esmoreciades,Esmorecían
Mordía,Mordías,Mordía,Mordiamos,Mordiades,Mordían
Enriquecía,Enriquecías,Enriquecía,Enriqueciamos,Enriqueciades,Enriquecían
Argallaba,Argallabas,Argallaba,Argallabamos,Argallabades,Argallaban
Acometía,Acometías,Acometía,Acometiamos,Acometiades,Acometían
Albergaba,Albergabas,Albergaba,Albergabamos,Albergabades,Albergaban
Desconfiaba,Desconfiabas,Desconfiaba,Desconfiabamos,Desconfiabades,Desconfiaban
Tecía,Tecías,Tecía,Teciamos,Teciades,Tecían
Chocaba,Chocabas,Chocaba,Chocabamos,Chocabades,Chocaban
Esteaba,Esteabas,Esteaba,Esteabamos,Esteabades,Esteaban
Vexaba,Vexabas,Vexaba,Vexabamos,Vexabades,Vexaban
Almacenaba,Almacenabas,Almacenaba,Almacenabamos,Almacenabades,Almacenaban
Desbotaba,Desbotabas,Desbotaba,Desbotabamos,Desbotabades,Desbotaban
Manipulaba,Manipulabas,Manipulaba,Manipulabamos,Manipulabades,Manipulaban
Cuspía,Cuspías,Cuspía,Cuspiamos,Cuspiades,Cuspían
Reconstruía,Reconstruías,Reconstruía,Reconstruïamos,Reconstruïades,Reconstruían
Prevía,Prevías,Prevía,Previamos,Previades,Prevían
Remontaba,Remontabas,Remontaba,Remontabamos,Remontabades,Remontaban
Replicaba,Replicabas,Replicaba,Replicabamos,Replicabades,Replicaban
Alentaba,Alentabas,Alentaba,Alentabamos,Alentabades,Alentaban
Imprimía,Imprimías,Imprimía,Imprimiamos,Imprimiades,Imprimían
Bautizaba,Bautizabas,Bautizaba,Bautizabamos,Bautizabades,Bautizaban
Disfrazaba,Disfrazabas,Disfrazaba,Disfrazabamos,Disfrazabades,Disfrazaban
Especializaba,Especializabas,Especializaba,Especializabamos,Especializabades,Especializaban
Plantexaba,Plantexabas,Plantexaba,Plantexabamos,Plantexabades,Plantexaban
Conversaba,Conversabas,Conversaba,Conversabamos,Conversabades,Conversaban
Avalaba,Avalabas,Avalaba,Avalabamos,Avalabades,Avalaban
Despexaba,Despexabas,Despexaba,Despexabamos,Despexabades,Despexaban
Recortaba,Recortabas,Recortaba,Recortabamos,Recortabades,Recortaban
Baleiraba,Baleirabas,Baleiraba,Baleirabamos,Baleirabades,Baleiraban
Fregaba,Fregabas,Fregaba,Fregabamos,Fregabades,Fregaban
Evocaba,Evocabas,Evocaba,Evocabamos,Evocabades,Evocaban
Retrataba,Retratabas,Retrataba,Retratabamos,Retratabades,Retrataban
Lambía,Lambías,Lambía,Lambiamos,Lambiades,Lambían
Arrodeaba,Arrodeabas,Arrodeaba,Arrodeabamos,Arrodeabades,Arrodeaban
Suprimía,Suprimías,Suprimía,Suprimiamos,Suprimiades,Suprimían
Expuña,Expuñas,Expuña,Expuñamos,Expuñades,Expuñan
Impresionaba,Impresionabas,Impresionaba,Impresionabamos,Impresionabades,Impresionaban
Nadaba,Nadabas,Nadaba,Nadabamos,Nadabades,Nadaban
Ilustraba,Ilustrabas,Ilustraba,Ilustrabamos,Ilustrabades,Ilustraban
Recalcaba,Recalcabas,Recalcaba,Recalcabamos,Recalcabades,Recalcaban
Liscaba,Liscabas,Liscaba,Liscabamos,Liscabades,Liscaban
Axitaba,Axitabas,Axitaba,Axitabamos,Axitabades,Axitaban
Planificaba,Planificabas,Planificaba,Planificabamos,Planificabades,Planificaban
Poboaba,Poboabas,Poboaba,Poboabamos,Poboabades,Poboaban
Rebentaba,Rebentabas,Rebentaba,Rebentabamos,Rebentabades,Rebentaban
Coaba,Coabas,Coaba,Coabamos,Coabades,Coaban
Prescindía,Prescindías,Prescindía,Prescindiamos,Prescindiades,Prescindían
Abaneaba,Abaneabas,Abaneaba,Abaneabamos,Abaneabades,Abaneaban
Cazaba,Cazabas,Cazaba,Cazabamos,Cazabades,Cazaban
Desfrutaba,Desfrutabas,Desfrutaba,Desfrutabamos,Desfrutabades,Desfrutaban
Brincaba,Brincabas,Brincaba,Brincabamos,Brincabades,Brincaban
Firmaba,Firmabas,Firmaba,Firmabamos,Firmabades,Firmaban
Enredaba,Enredabas,Enredaba,Enredabamos,Enredabades,Enredaban
Imputaba,Imputabas,Imputaba,Imputabamos,Imputabades,Imputaban
Velaba,Velabas,Velaba,Velabamos,Velabades,Velaban
Estiraba,Estirabas,Estiraba,Estirabamos,Estirabades,Estiraban
Almorzaba,Almorzabas,Almorzaba,Almorzabamos,Almorzabades,Almorzaban
Fundamentaba,Fundamentabas,Fundamentaba,Fundamentabamos,Fundamentabades,Fundamentaban
Arrancaba,Arrancabas,Arrancaba,Arrancabamos,Arrancabades,Arrancaban
Disolvía,Disolvías,Disolvía,Disolviamos,Disolviades,Disolvían
Mobilizaba,Mobilizabas,Mobilizaba,Mobilizabamos,Mobilizabades,Mobilizaban
Suaba,Suabas,Suaba,Suabamos,Suabades,Suaban
Devoraba,Devorabas,Devoraba,Devorabamos,Devorabades,Devoraban
Alugaba,Alugabas,Alugaba,Alugabamos,Alugabades,Alugaban
Sopraba,Soprabas,Sopraba,Soprabamos,Soprabades,Sopraban
Complicaba,Complicabas,Complicaba,Complicabamos,Complicabades,Complicaban
Furaba,Furabas,Furaba,Furabamos,Furabades,Furaban
Turraba,Turrabas,Turraba,Turrabamos,Turrabades,Turraban
Espía,Espías,Espía,Espiamos,Espiades,Espían
Refuxiaba,Refuxiabas,Refuxiaba,Refuxiabamos,Refuxiabades,Refuxiaban
Bañaba,Bañabas,Bañaba,Bañabamos,Bañabades,Bañaban
Adestraba,Adestrabas,Adestraba,Adestrabamos,Adestrabades,Adestraban
Inducía,Inducías,Inducía,Induciamos,Induciades,Inducían
Alegaba,Alegabas,Alegaba,Alegabamos,Alegabades,Alegaban
Rosmaba,Rosmabas,Rosmaba,Rosmabamos,Rosmabades,Rosmaban
Prexudicaba,Prexudicabas,Prexudicaba,Prexudicabamos,Prexudicabades,Prexudicaban
Administraba,Administrabas,Administraba,Administrabamos,Administrabades,Administraban
Estabelecía,Estabelecías,Estabelecía,Estabeleciamos,Estabeleciades,Estabelecían
Emerxía,Emerxías,Emerxía,Emerxiamos,Emerxiades,Emerxían
Tropezaba,Tropezabas,Tropezaba,Tropezabamos,Tropezabades,Tropezaban
Desembocaba,Desembocabas,Desembocaba,Desembocabamos,Desembocabades,Desembocaban
Concorría,Concorrías,Concorría,Concorriamos,Concorriades,Concorrían
Alumeaba,Alumeabas,Alumeaba,Alumeabamos,Alumeabades,Alumeaban
Asaltaba,Asaltabas,Asaltaba,Asaltabamos,Asaltabades,Asaltaban
Empuxaba,Empuxabas,Empuxaba,Empuxabamos,Empuxabades,Empuxaban
Illaba,Illabas,Illaba,Illabamos,Illabades,Illaban
Mancaba,Mancabas,Mancaba,Mancabamos,Mancabades,Mancaban
Recreaba,Recreabas,Recreaba,Recreabamos,Recreabades,Recreaban
Apelaba,Apelabas,Apelaba,Apelabamos,Apelabades,Apelaban
Alongaba,Alongabas,Alongaba,Alongabamos,Alongabades,Alongaban
Bulía,Bulías,Bulía,Buliamos,Buliades,Bulían
Ofertaba,Ofertabas,Ofertaba,Ofertabamos,Ofertabades,Ofertaban
Reinaba,Reinabas,Reinaba,Reinabamos,Reinabades,Reinaban
Arrepentía,Arrepentías,Arrepentía,Arrepentiamos,Arrepentiades,Arrepentían
Desprezaba,Desprezabas,Desprezaba,Desprezabamos,Desprezabades,Desprezaban
Brindaba,Brindabas,Brindaba,Brindabamos,Brindabades,Brindaban
Precipitaba,Precipitabas,Precipitaba,Precipitabamos,Precipitabades,Precipitaban
Asimilaba,Asimilabas,Asimilaba,Asimilabamos,Asimilabades,Asimilaban
Sumía,Sumías,Sumía,Sumiamos,Sumiades,Sumían
Preservaba,Preservabas,Preservaba,Preservabamos,Preservabades,Preservaban
Mexaba,Mexabas,Mexaba,Mexabamos,Mexabades,Mexaban
Respostaba,Respostabas,Respostaba,Respostabamos,Respostabades,Respostaban
Presentía,Presentías,Presentía,Presentiamos,Presentiades,Presentían
Burlaba,Burlabas,Burlaba,Burlabamos,Burlabades,Burlaban
Cosía,Cosías,Cosía,Cosiamos,Cosiades,Cosían
Insería,Inserías,Insería,Inseriamos,Inseriades,Inserían
Sustentaba,Sustentabas,Sustentaba,Sustentabamos,Sustentabades,Sustentaban
Acercaba,Acercabas,Acercaba,Acercabamos,Acercabades,Acercaban
