Eu,Ti,El/Ela,Nós,Vós,Eles/Elas
Durarei,Durarás,Durará,Duraremos,Duraredes,Durarán
Probarei,Probarás,Probará,Probaremos,Probaredes,Probarán
Escaparei,Escaparás,Escapará,Escaparemos,Escaparedes,Escaparán
Despedirei,Despedirás,Despedirá,Despediremos,Despediredes,Despedirán
Atreverei,Atreverás,Atreverá,Atreveremos,Atreveredes,Atreverán
Confiarei,Confiarás,Confiará,Confiaremos,Confiaredes,Confiarán
Amarei,Amarás,Amará,Amaremos,Amaredes,Amarán
Apostarei,Apostarás,Apostará,Apostaremos,Apostaredes,Apostarán
Tenderei,Tenderás,Tenderá,Tenderemos,Tenderedes,Tenderán
Devolverei,Devolverás,Devolverá,Devolveremos,Devolveredes,Devolverán
Pousarei,Pousarás,Pousará,Pousaremos,Pousaredes,Pousarán
Xuntarei,Xuntarás,Xuntará,Xuntaremos,Xuntaredes,Xuntarán
Deseñarei,Deseñarás,Deseñará,Deseñaremos,Deseñaredes,Deseñarán
Cargarei,Cargarás,Cargará,Cargaremos,Cargaredes,Cargarán
Completarei,Completarás,Completará,Completaremos,Completaredes,Completarán
Incrementarei,Incrementarás,Incrementará,Incrementaremos,Incrementaredes,Incrementarán
Transformarei,Transformarás,Transformará,Transformaremos,Transformaredes,Transformarán
Confesarei,Confesarás,Confesará,Confesaremos,Confesaredes,Confesarán
Gobernarei,Gobernarás,Gobernará,Gobernaremos,Gobernaredes,Gobernarán
Salientarei,Salientarás,Salientará,Salientaremos,Salientaredes,Salientarán
Avisarei,Avisarás,Avisará,Avisaremos,Avisaredes,Avisarán
Colaborarei,Colaborarás,Colaborará,Colaboraremos,Colaboraredes,Colaborarán
Favorecerei,Favorecerás,Favorecerá,Favoreceremos,Favoreceredes,Favorecerán
Prometerei,Prometerás,Prometerá,Prometeremos,Prometeredes,Prometerán
Pegarei,Pegarás,Pegará,Pegaremos,Pegaredes,Pegarán
Revelarei,Revelarás,Revelará,Revelaremos,Revelaredes,Revelarán
Ordenarei,Ordenarás,Ordenará,Ordenaremos,Ordenaredes,Ordenarán
Consumirei,Consumirás,Consumirá,Consumiremos,Consumiredes,Consumirán
Convirei,Convirás,Convirá,Conviremos,Conviredes,Convirán
Pintarei,Pintarás,Pintará,Pintaremos,Pintaredes,Pintarán
Ensinarei,Ensinarás,Ensinará,Ensinaremos,Ensinaredes,Ensinarán
Describirei,Describirás,Describirá,Describiremos,Describiredes,Describirán
Agradecerei,Agradecerás,Agradecerá,Agradeceremos,Agradeceredes,Agradecerán
Adaptarei,Adaptarás,Adaptará,Adaptaremos,Adaptaredes,Adaptarán
Pasearei,Pasearás,Paseará,Pasearemos,Pasearedes,Pasearán
Cualificarei,Cualificarás,Cualificará,Cualificaremos,Cualificaredes,Cualificarán
Comprarei,Comprarás,Comprará,Compraremos,Compraredes,Comprarán
Detectarei,Detectarás,Detectará,Detectaremos,Detectaredes,Detectarán
Repararei,Repararás,Reparará,Repararemos,Repararedes,Repararán
Saltarei,Saltarás,Saltará,Saltaremos,Saltaredes,Saltarán
Presidirei,Presidirás,Presidirá,Presidiremos,Presidiredes,Presidirán
Impulsarei,Impulsarás,Impulsará,Impulsaremos,Impulsaredes,Impulsarán
Temerei,Temerás,Temerá,Temeremos,Temeredes,Temerán
Substituirei,Substituirás,Substituirá,Substituiremos,Substituiredes,Substituirán
Suporei,Suporás,Suporá,Suporemos,Suporedes,Suporán
Adiantarei,Adiantarás,Adiantará,Adiantaremos,Adiantaredes,Adiantarán
Condenarei,Condenarás,Condenará,Condenaremos,Condenaredes,Condenarán
Animarei,Animarás,Animará,Animaremos,Animaredes,Animarán
Medirei,Medirás,Medirá,Mediremos,Mediredes,Medirán
Investigarei,Investigarás,Investigará,Investigaremos,Investigaredes,Investigarán
Pronunciarei,Pronunciarás,Pronunciará,Pronunciaremos,Pronunciaredes,Pronunciarán
Cometerei,Cometerás,Cometerá,Cometeremos,Cometeredes,Cometerán
Eliminarei,Eliminarás,Eliminará,Eliminaremos,Eliminaredes,Eliminarán
Limparei,Limparás,Limpará,Limparemos,Limparedes,Limparán
Aclararei,Aclararás,Aclarará,Aclararemos,Aclararedes,Aclararán
Concentrarei,Concentrarás,Concentrará,Concentraremos,Concentraredes,Concentrarán
Conformarei,Conformarás,Conformará,Conformaremos,Conformaredes,Conformarán
Mesturarei,Mesturarás,Mesturará,Mesturaremos,Mesturaredes,Mesturarán
Optarei,Optarás,Optará,Optaremos,Optaredes,Optarán
Abordarei,Abordarás,Abordará,Abordaremos,Abordaredes,Abordarán
Desfarei,Desfarás,Desfará,Desfaremos,Desfaredes,Desfarán
Bailarei,Bailarás,Bailará,Bailaremos,Bailaredes,Bailarán
Dominarei,Dominarás,Dominará,Dominaremos,Dominaredes,Dominarán
Arrastrarei,Arrastrarás,Arrastrará,Arrastraremos,Arrastraredes,Arrastrarán
Experimentarei,Experimentarás,Experimentará,Experimentaremos,Experimentaredes,Experimentarán
Acharei,Acharás,Achará,Acharemos,Acharedes,Acharán
Votarei,Votarás,Votará,Votaremos,Votaredes,Votarán
Caracterizarei,Caracterizarás,Caracterizará,Caracterizaremos,Caracterizaredes,Caracterizarán
Ocultarei,Ocultarás,Ocultará,Ocultaremos,Ocultaredes,Ocultarán
Formularei,Formularás,Formulará,Formularemos,Formularedes,Formularán
Padecerei,Padecerás,Padecerá,Padeceremos,Padeceredes,Padecerán
Perdoarei,Perdoarás,Perdoará,Perdoaremos,Perdoaredes,Perdoarán
Repartirei,Repartirás,Repartirá,Repartiremos,Repartiredes,Repartirán
Proporcionarei,Proporcionarás,Proporcionará,Proporcionaremos,Proporcionaredes,Proporcionarán
Agocharei,Agocharás,Agochará,Agocharemos,Agocharedes,Agocharán
Requirirei,Requirirás,Requirirá,Requiriremos,Requiriredes,Requirirán
Voarei,Voarás,Voará,Voaremos,Voaredes,Voarán
Resistirei,Resistirás,Resistirá,Resistiremos,Resistiredes,Resistirán
Nomearei,Nomearás,Nomeará,Nomearemos,Nomearedes,Nomearán
Vencerei,Vencerás,Vencerá,Venceremos,Venceredes,Vencerán
Comprometerei,Comprometerás,Comprometerá,Comprometeremos,Comprometeredes,Comprometerán
Ameazarei,Ameazarás,Ameazará,Ameazaremos,Ameazaredes,Ameazarán
Soltarei,Soltarás,Soltará,Soltaremos,Soltaredes,Soltarán
Gastarei,Gastarás,Gastará,Gastaremos,Gastaredes,Gastarán
Saudarei,Saudarás,Saudará,Saudaremos,Saudaredes,Saudarán
Practicarei,Practicarás,Practicará,Practicaremos,Practicaredes,Practicarán
Envolverei,Envolverás,Envolverá,Envolveremos,Envolveredes,Envolverán
Recomendarei,Recomendarás,Recomendará,Recomendaremos,Recomendaredes,Recomendarán
Calcularei,Calcularás,Calculará,Calcularemos,Calcularedes,Calcularán
Perseguirei,Perseguirás,Perseguirá,Perseguiremos,Perseguiredes,Perseguirán
Arrincarei,Arrincarás,Arrincará,Arrincaremos,Arrincaredes,Arrincarán
Respirarei,Respirarás,Respirará,Respiraremos,Respiraredes,Respirarán
Localizarei,Localizarás,Localizará,Localizaremos,Localizaredes,Localizarán
Dotarei,Dotarás,Dotará,Dotaremos,Dotaredes,Dotarán
Ampliarei,Ampliarás,Ampliará,Ampliaremos,Ampliaredes,Ampliarán
Gravarei,Gravarás,Gravará,Gravaremos,Gravaredes,Gravarán
Ignorarei,Ignorarás,Ignorará,Ignoraremos,Ignoraredes,Ignorarán
Convidarei,Convidarás,Convidará,Convidaremos,Convidaredes,Convidarán
Traducirei,Traducirás,Traducirá,Traduciremos,Traduciredes,Traducirán
Reforzarei,Reforzarás,Reforzará,Reforzaremos,Reforzaredes,Reforzarán
Carecerei,Carecerás,Carecerá,Careceremos,Careceredes,Carecerán
Descansarei,Descansarás,Descansará,Descansaremos,Descansaredes,Descansarán
Alimentarei,Alimentarás,Alimentará,Alimentaremos,Alimentaredes,Alimentarán
Modificarei,Modificarás,Modificará,Modificaremos,Modificaredes,Modificarán
Apreciarei,Apreciarás,Apreciará,Apreciaremos,Apreciaredes,Apreciarán
Consultarei,Consultarás,Consultará,Consultaremos,Consultaredes,Consultarán
Dispararei,Dispararás,Disparará,Dispararemos,Dispararedes,Dispararán
Editarei,Editarás,Editará,Editaremos,Editaredes,Editarán
Fumarei,Fumarás,Fumará,Fumaremos,Fumaredes,Fumarán
Atacarei,Atacarás,Atacará,Atacaremos,Atacaredes,Atacarán
Afarei,Afarás,Afará,Afaremos,Afaredes,Afarán
Conectarei,Conectarás,Conectará,Conectaremos,Conectaredes,Conectarán
Choverá
Prohibirei,Prohibirás,Prohibirá,Prohibiremos,Prohibiredes,Prohibirán
Abondarei,Abondarás,Abondará,Abondaremos,Abondaredes,Abondarán
Interromperei,Interromperás,Interromperá,Interromperemos,Interromperedes,Interromperán
Compararei,Compararás,Comparará,Compararemos,Compararedes,Compararán
Liberarei,Liberarás,Liberará,Liberaremos,Liberaredes,Liberarán
Terminarei,Terminarás,Terminará,Terminaremos,Terminaredes,Terminarán
Queimarei,Queimarás,Queimará,Queimaremos,Queimaredes,Queimarán
Recorrerei,Recorrerás,Recorrerá,Recorreremos,Recorreredes,Recorrerán
Doerei,Doerás,Doerá,Doeremos,Doeredes,Doerán
Discutirei,Discutirás,Discutirá,Discutiremos,Discutiredes,Discutirán
Cederei,Cederás,Cederá,Cederemos,Cederedes,Cederán
Colgarei,Colgarás,Colgará,Colgaremos,Colgaredes,Colgarán
Bicarei,Bicarás,Bicará,Bicaremos,Bicaredes,Bicarán
Apagarei,Apagarás,Apagará,Apagaremos,Apagaredes,Apagarán
Atribuirei,Atribuirás,Atribuirá,Atribuiremos,Atribuiredes,Atribuirán
Xirarei,Xirarás,Xirará,Xiraremos,Xiraredes,Xirarán
Debuxarei,Debuxarás,Debuxará,Debuxaremos,Debuxaredes,Debuxarán
Afrontarei,Afrontarás,Afrontará,Afrontaremos,Afrontaredes,Afrontarán
Soportarei,Soportarás,Soportará,Soportaremos,Soportaredes,Soportarán
Desprazarei,Desprazarás,Desprazará,Desprazaremos,Desprazaredes,Desprazarán
Crecerei,Crecerás,Crecerá,Creceremos,Creceredes,Crecerán
Acenderei,Acenderás,Acenderá,Acenderemos,Acenderedes,Acenderán
Espallarei,Espallarás,Espallará,Espallaremos,Espallaredes,Espallarán
Inventarei,Inventarás,Inventará,Inventaremos,Inventaredes,Inventarán
Agarrarei,Agarrarás,Agarrará,Agarraremos,Agarraredes,Agarrarán
Outorgarei,Outorgarás,Outorgará,Outorgaremos,Outorgaredes,Outorgarán
Asomarei,Asomarás,Asomará,Asomaremos,Asomaredes,Asomarán
Vincularei,Vincularás,Vinculará,Vincularemos,Vincularedes,Vincularán
Sospeitarei,Sospeitarás,Sospeitará,Sospeitaremos,Sospeitaredes,Sospeitarán
Xulgarei,Xulgarás,Xulgará,Xulgaremos,Xulgaredes,Xulgarán
Dividirei,Dividirás,Dividirá,Dividiremos,Dividiredes,Dividirán
Denominarei,Denominarás,Denominará,Denominaremos,Denominaredes,Denominarán
Investirei,Investirás,Investirá,Investiremos,Investiredes,Investirán
Adicarei,Adicarás,Adicará,Adicaremos,Adicaredes,Adicarán
Influirei,Influirás,Influirá,Influiremos,Influiredes,Influirán
Habitarei,Habitarás,Habitará,Habitaremos,Habitaredes,Habitarán
Renunciarei,Renunciarás,Renunciará,Renunciaremos,Renunciaredes,Renunciarán
Demandarei,Demandarás,Demandará,Demandaremos,Demandaredes,Demandarán
Taparei,Taparás,Tapará,Taparemos,Taparedes,Taparán
Sobrevivirei,Sobrevivirás,Sobrevivirá,Sobreviviremos,Sobreviviredes,Sobrevivirán
Apertarei,Apertarás,Apertará,Apertaremos,Apertaredes,Apertarán
Aturarei,Aturarás,Aturará,Aturaremos,Aturaredes,Aturarán
Petarei,Petarás,Petará,Petaremos,Petaredes,Petarán
Confundirei,Confundirás,Confundirá,Confundiremos,Confundiredes,Confundirán
Proxectarei,Proxectarás,Proxectará,Proxectaremos,Proxectaredes,Proxectarán
Estimarei,Estimarás,Estimará,Estimaremos,Estimaredes,Estimarán
Agacharei,Agacharás,Agachará,Agacharemos,Agacharedes,Agacharán
Atraerei,Atraerás,Atraerá,Atraeremos,Atraeredes,Atraerán
Remitirei,Remitirás,Remitirá,Remitiremos,Remitiredes,Remitirán
Estrearei,Estrearás,Estreará,Estrearemos,Estrearedes,Estrearán
Disporei,Disporás,Disporá,Disporemos,Disporedes,Disporán
Ascenderei,Ascenderás,Ascenderá,Ascenderemos,Ascenderedes,Ascenderán
Asociarei,Asociarás,Asociará,Asociaremos,Asociaredes,Asociarán
Elevarei,Elevarás,Elevará,Elevaremos,Elevaredes,Elevarán
Inaugurarei,Inaugurarás,Inaugurará,Inauguraremos,Inauguraredes,Inaugurarán
Enganarei,Enganarás,Enganará,Enganaremos,Enganaredes,Enganarán
Molestarei,Molestarás,Molestará,Molestaremos,Molestaredes,Molestarán
Regularei,Regularás,Regulará,Regularemos,Regularedes,Regularán
Pesarei,Pesarás,Pesará,Pesaremos,Pesaredes,Pesarán
Incidirei,Incidirás,Incidirá,Incidiremos,Incidiredes,Incidirán
Opinarei,Opinarás,Opinará,Opinaremos,Opinaredes,Opinarán
Manexarei,Manexarás,Manexará,Manexaremos,Manexaredes,Manexarán
Fomentarei,Fomentarás,Fomentará,Fomentaremos,Fomentaredes,Fomentarán
Invitarei,Invitarás,Invitará,Invitaremos,Invitaredes,Invitarán
Fundarei,Fundarás,Fundará,Fundaremos,Fundaredes,Fundarán
Diminuirei,Diminuirás,Diminuirá,Diminuiremos,Diminuiredes,Diminuirán
Operarei,Operarás,Operará,Operaremos,Operaredes,Operarán
Lamentarei,Lamentarás,Lamentará,Lamentaremos,Lamentaredes,Lamentarán
Asasinarei,Asasinarás,Asasinará,Asasinaremos,Asasinaredes,Asasinarán
Arranxarei,Arranxarás,Arranxará,Arranxaremos,Arranxaredes,Arranxarán
Criarei,Criarás,Criará,Criaremos,Criaredes,Criarán
Descoñecerei,Descoñecerás,Descoñecerá,Descoñeceremos,Descoñeceredes,Descoñecerán
Namorarei,Namorarás,Namorará,Namoraremos,Namoraredes,Namorarán
Destruirei,Destruirás,Destruirá,Destruiremos,Destruiredes,Destruirán
Cheirarei,Cheirarás,Cheirará,Cheiraremos,Cheiraredes,Cheirarán
Guiarei,Guiarás,Guiará,Guiaremos,Guiaredes,Guiarán
Lavarei,Lavarás,Lavará,Lavaremos,Lavaredes,Lavarán
Xestionarei,Xestionarás,Xestionará,Xestionaremos,Xestionaredes,Xestionarán
Efectuarei,Efectuarás,Efectuará,Efectuaremos,Efectuaredes,Efectuarán
Orientarei,Orientarás,Orientará,Orientaremos,Orientaredes,Orientarán
Apartarei,Apartarás,Apartará,Apartaremos,Apartaredes,Apartarán
Ouvirei,Ouvirás,Ouvirá,Ouviremos,Ouviredes,Ouvirán
Reaccionarei,Reaccionarás,Reaccionará,Reaccionaremos,Reaccionaredes,Reaccionarán
Vixiarei,Vixiarás,Vixiará,Vixiaremos,Vixiaredes,Vixiarán
Afundirei,Afundirás,Afundirá,Afundiremos,Afundiredes,Afundirán
Atarei,Atarás,Atará,Ataremos,Ataredes,Atarán
Constatarei,Constatarás,Constatará,Constataremos,Constataredes,Constatarán
Financiarei,Financiarás,Financiará,Financiaremos,Financiaredes,Financiarán
Tornarei,Tornarás,Tornará,Tornaremos,Tornaredes,Tornarán
Abrazarei,Abrazarás,Abrazará,Abrazaremos,Abrazaredes,Abrazarán
Constarei,Constarás,Constará,Constaremos,Constaredes,Constarán
Negociarei,Negociarás,Negociará,Negociaremos,Negociaredes,Negociarán
Enterrarei,Enterrarás,Enterrará,Enterraremos,Enterraredes,Enterrarán
Estrañarei,Estrañarás,Estrañará,Estrañaremos,Estrañaredes,Estrañarán
Pendurarei,Pendurarás,Pendurará,Penduraremos,Penduraredes,Pendurarán
Protagonizarei,Protagonizarás,Protagonizará,Protagonizaremos,Protagonizaredes,Protagonizarán
Aguantarei,Aguantarás,Aguantará,Aguantaremos,Aguantaredes,Aguantarán
Armarei,Armarás,Armará,Armaremos,Armaredes,Armarán
Ingresarei,Ingresarás,Ingresará,Ingresaremos,Ingresaredes,Ingresarán
Ligarei,Ligarás,Ligará,Ligaremos,Ligaredes,Ligarán
Librarei,Librarás,Librará,Libraremos,Libraredes,Librarán
Revisarei,Revisarás,Revisará,Revisaremos,Revisaredes,Revisarán
Asentirei,Asentirás,Asentirá,Asentiremos,Asentiredes,Asentirán
Reproducirei,Reproducirás,Reproducirá,Reproduciremos,Reproduciredes,Reproducirán
Seleccionarei,Seleccionarás,Seleccionará,Seleccionaremos,Seleccionaredes,Seleccionarán
Suxerirei,Suxerirás,Suxerirá,Suxeriremos,Suxeriredes,Suxerirán
Distribuirei,Distribuirás,Distribuirá,Distribuiremos,Distribuiredes,Distribuirán
Curarei,Curarás,Curará,Curaremos,Curaredes,Curarán
Remexerei,Remexerás,Remexerá,Remexeremos,Remexeredes,Remexerán
Contratarei,Contratarás,Contratará,Contrataremos,Contrataredes,Contratarán
Variarei,Variarás,Variará,Variaremos,Variaredes,Variarán
Executarei,Executarás,Executará,Executaremos,Executaredes,Executarán
Mentirei,Mentirás,Mentirá,Mentiremos,Mentiredes,Mentirán
Reflexionarei,Reflexionarás,Reflexionará,Reflexionaremos,Reflexionaredes,Reflexionarán
Combaterei,Combaterás,Combaterá,Combateremos,Combateredes,Combaterán
Consolidarei,Consolidarás,Consolidará,Consolidaremos,Consolidaredes,Consolidarán
Resumirei,Resumirás,Resumirá,Resumiremos,Resumiredes,Resumirán
Residirei,Residirás,Residirá,Residiremos,Residiredes,Residirán
Cearei,Cearás,Ceará,Cearemos,Cearedes,Cearán
Fallarei,Fallarás,Fallará,Fallaremos,Fallaredes,Fallarán
Afogarei,Afogarás,Afogará,Afogaremos,Afogaredes,Afogarán
Beneficiarei,Beneficiarás,Beneficiará,Beneficiaremos,Beneficiaredes,Beneficiarán
Rezarei,Rezarás,Rezará,Rezaremos,Rezaredes,Rezarán
Fabricarei,Fabricarás,Fabricará,Fabricaremos,Fabricaredes,Fabricarán
Pisarei,Pisarás,Pisará,Pisaremos,Pisaredes,Pisarán
Falecerei,Falecerás,Falecerá,Faleceremos,Faleceredes,Falecerán
Racharei,Racharás,Rachará,Racharemos,Racharedes,Racharán
Arderei,Arderás,Arderá,Arderemos,Arderedes,Arderán
Asustarei,Asustarás,Asustará,Asustaremos,Asustaredes,Asustarán
Circularei,Circularás,Circulará,Circularemos,Circularedes,Circularán
Adiviñarei,Adiviñarás,Adiviñará,Adiviñaremos,Adiviñaredes,Adiviñarán
Titularei,Titularás,Titulará,Titularemos,Titularedes,Titularán
Frearei,Frearás,Freará,Frearemos,Frearedes,Frearán
Competirei,Competirás,Competirá,Competiremos,Competiredes,Competirán
Asentarei,Asentarás,Asentará,Asentaremos,Asentaredes,Asentarán
Solucionarei,Solucionarás,Solucionará,Solucionaremos,Solucionaredes,Solucionarán
Xurarei,Xurarás,Xurará,Xuraremos,Xuraredes,Xurarán
Protestarei,Protestarás,Protestará,Protestaremos,Protestaredes,Protestarán
Mencionarei,Mencionarás,Mencionará,Mencionaremos,Mencionaredes,Mencionarán
Inspirarei,Inspirarás,Inspirará,Inspiraremos,Inspiraredes,Inspirarán
Penetrarei,Penetrarás,Penetrará,Penetraremos,Penetraredes,Penetrarán
Mergullarei,Mergullarás,Mergullará,Mergullaremos,Mergullaredes,Mergullarán
Fitarei,Fitarás,Fitará,Fitaremos,Fitaredes,Fitarán
Transcorrerei,Transcorrerás,Transcorrerá,Transcorreremos,Transcorreredes,Transcorrerán
Suspenderei,Suspenderás,Suspenderá,Suspenderemos,Suspenderedes,Suspenderán
Relatarei,Relatarás,Relatará,Relataremos,Relataredes,Relatarán
Aspirarei,Aspirarás,Aspirará,Aspiraremos,Aspiraredes,Aspirarán
Desprenderei,Desprenderás,Desprenderá,Desprenderemos,Desprenderedes,Desprenderán
Regalarei,Regalarás,Regalará,Regalaremos,Regalaredes,Regalarán
Albiscarei,Albiscarás,Albiscará,Albiscaremos,Albiscaredes,Albiscarán
Navegarei,Navegarás,Navegará,Navegaremos,Navegaredes,Navegarán
Queixarei,Queixarás,Queixará,Queixaremos,Queixaredes,Queixarán
Pescarei,Pescarás,Pescará,Pescaremos,Pescaredes,Pescarán
Difundirei,Difundirás,Difundirá,Difundiremos,Difundiredes,Difundirán
Potenciarei,Potenciarás,Potenciará,Potenciaremos,Potenciaredes,Potenciarán
Reivindicarei,Reivindicarás,Reivindicará,Reivindicaremos,Reivindicaredes,Reivindicarán
Cuestionarei,Cuestionarás,Cuestionará,Cuestionaremos,Cuestionaredes,Cuestionarán
Liderarei,Liderarás,Liderará,Lideraremos,Lideraredes,Liderarán
Emprenderei,Emprenderás,Emprenderá,Emprenderemos,Emprenderedes,Emprenderán
Descenderei,Descenderás,Descenderá,Descenderemos,Descenderedes,Descenderán
Aconsellarei,Aconsellarás,Aconsellará,Aconsellaremos,Aconsellaredes,Aconsellarán
Renderei,Renderás,Renderá,Renderemos,Renderedes,Renderán
Derrubarei,Derrubarás,Derrubará,Derrubaremos,Derrubaredes,Derrubarán
Combinarei,Combinarás,Combinará,Combinaremos,Combinaredes,Combinarán
Impartirei,Impartirás,Impartirá,Impartiremos,Impartiredes,Impartirán
Aportarei,Aportarás,Aportará,Aportaremos,Aportaredes,Aportarán
Comportarei,Comportarás,Comportará,Comportaremos,Comportaredes,Comportarán
Debaterei,Debaterás,Debaterá,Debateremos,Debateredes,Debaterán
Comenzarei,Comenzarás,Comenzará,Comenzaremos,Comenzaredes,Comenzarán
Avaliarei,Avaliarás,Avaliará,Avaliaremos,Avaliaredes,Avaliarán
Aforrarei,Aforrarás,Aforrará,Aforraremos,Aforraredes,Aforrarán
Condicionarei,Condicionarás,Condicionará,Condicionaremos,Condicionaredes,Condicionarán
Foderei,Foderás,Foderá,Foderemos,Foderedes,Foderán
Disimularei,Disimularás,Disimulará,Disimularemos,Disimularedes,Disimularán
Iluminarei,Iluminarás,Iluminará,Iluminaremos,Iluminaredes,Iluminarán
Descartarei,Descartarás,Descartará,Descartaremos,Descartaredes,Descartarán
Desculparei,Desculparás,Desculpará,Desculparemos,Desculparedes,Desculparán
Finalizarei,Finalizarás,Finalizará,Finalizaremos,Finalizaredes,Finalizarán
Acostumarei,Acostumarás,Acostumará,Acostumaremos,Acostumaredes,Acostumarán
Premiarei,Premiarás,Premiará,Premiaremos,Premiaredes,Premiarán
Cadrarei,Cadrarás,Cadrará,Cadraremos,Cadraredes,Cadrarán
Tremerei,Tremerás,Tremerá,Tremeremos,Tremeredes,Tremerán
Restarei,Restarás,Restará,Restaremos,Restaredes,Restarán
Suxeitarei,Suxeitarás,Suxeitará,Suxeitaremos,Suxeitaredes,Suxeitarán
Concibirei,Concibirás,Concibirá,Concibiremos,Concibiredes,Concibirán
Cravarei,Cravarás,Cravará,Cravaremos,Cravaredes,Cravarán
Forzarei,Forzarás,Forzará,Forzaremos,Forzaredes,Forzarán
Exclamarei,Exclamarás,Exclamará,Exclamaremos,Exclamaredes,Exclamarán
Pillarei,Pillarás,Pillará,Pillaremos,Pillaredes,Pillarán
Anotarei,Anotarás,Anotará,Anotaremos,Anotaredes,Anotarán
Encamiñarei,Encamiñarás,Encamiñará,Encamiñaremos,Encamiñaredes,Encamiñarán
Intuirei,Intuirás,Intuirá,Intuiremos,Intuiredes,Intuirán
Invadirei,Invadirás,Invadirá,Invadiremos,Invadiredes,Invadirán
Multiplicarei,Multiplicarás,Multiplicará,Multiplicaremos,Multiplicaredes,Multiplicarán
Obedecerei,Obedecerás,Obedecerá,Obedeceremos,Obedeceredes,Obedecerán
Orixinarei,Orixinarás,Orixinará,Orixinaremos,Orixinaredes,Orixinarán
Depositarei,Depositarás,Depositará,Depositaremos,Depositaredes,Depositarán
Argumentarei,Argumentarás,Argumentará,Argumentaremos,Argumentaredes,Argumentarán
Proclamarei,Proclamarás,Proclamará,Proclamaremos,Proclamaredes,Proclamarán
Proseguirei,Proseguirás,Proseguirá,Proseguiremos,Proseguiredes,Proseguirán
Reiterarei,Reiterarás,Reiterará,Reiteraremos,Reiteraredes,Reiterarán
Admirarei,Admirarás,Admirará,Admiraremos,Admiraredes,Admirarán
Acumularei,Acumularás,Acumulará,Acumularemos,Acumularedes,Acumularán
Encabezarei,Encabezarás,Encabezará,Encabezaremos,Encabezaredes,Encabezarán
Diferenciarei,Diferenciarás,Diferenciará,Diferenciaremos,Diferenciaredes,Diferenciarán
Retomarei,Retomarás,Retomará,Retomaremos,Retomaredes,Retomarán
Aproximarei,Aproximarás,Aproximará,Aproximaremos,Aproximaredes,Aproximarán
Concretarei,Concretarás,Concretará,Concretaremos,Concretaredes,Concretarán
Agregarei,Agregarás,Agregará,Agregaremos,Agregaredes,Agregarán
Axustarei,Axustarás,Axustará,Axustaremos,Axustaredes,Axustarán
Acariñarei,Acariñarás,Acariñará,Acariñaremos,Acariñaredes,Acariñarán
Brillarei,Brillarás,Brillará,Brillaremos,Brillaredes,Brillarán
Autorizarei,Autorizarás,Autorizará,Autorizaremos,Autorizaredes,Autorizarán
Expulsarei,Expulsarás,Expulsará,Expulsaremos,Expulsaredes,Expulsarán
Retornarei,Retornarás,Retornará,Retornaremos,Retornaredes,Retornarán
Imitarei,Imitarás,Imitará,Imitaremos,Imitaredes,Imitarán
Alertarei,Alertarás,Alertará,Alertaremos,Alertaredes,Alertarán
Esconderei,Esconderás,Esconderá,Esconderemos,Esconderedes,Esconderán
Esgotarei,Esgotarás,Esgotará,Esgotaremos,Esgotaredes,Esgotarán
Reservarei,Reservarás,Reservará,Reservaremos,Reservaredes,Reservarán
Resaltarei,Resaltarás,Resaltará,Resaltaremos,Resaltaredes,Resaltarán
Prolongarei,Prolongarás,Prolongará,Prolongaremos,Prolongaredes,Prolongarán
Captarei,Captarás,Captará,Captaremos,Captaredes,Captarán
Transportarei,Transportarás,Transportará,Transportaremos,Transportaredes,Transportarán
Atinxirei,Atinxirás,Atinxirá,Atinxiremos,Atinxiredes,Atinxirán
Encaixarei,Encaixarás,Encaixará,Encaixaremos,Encaixaredes,Encaixarán
Propiciarei,Propiciarás,Propiciará,Propiciaremos,Propiciaredes,Propiciarán
Descargarei,Descargarás,Descargará,Descargaremos,Descargaredes,Descargarán
Matinarei,Matinarás,Matinará,Matinaremos,Matinaredes,Matinarán
Programarei,Programarás,Programará,Programaremos,Programaredes,Programarán
Corrixirei,Corrixirás,Corrixirá,Corrixiremos,Corrixiredes,Corrixirán
Alterarei,Alterarás,Alterará,Alteraremos,Alteraredes,Alterarán
Disputarei,Disputarás,Disputará,Disputaremos,Disputaredes,Disputarán
Imporei,Imporás,Imporá,Imporemos,Imporedes,Imporán
Examinarei,Examinarás,Examinará,Examinaremos,Examinaredes,Examinarán
Convivirei,Convivirás,Convivirá,Conviviremos,Conviviredes,Convivirán
Fiarei,Fiarás,Fiará,Fiaremos,Fiaredes,Fiarán
Apurarei,Apurarás,Apurará,Apuraremos,Apuraredes,Apurarán
Apañarei,Apañarás,Apañará,Apañaremos,Apañaredes,Apañarán
Aludirei,Aludirás,Aludirá,Aludiremos,Aludiredes,Aludirán
Abranguerei,Abranguerás,Abranguerá,Abrangueremos,Abrangueredes,Abranguerán
Espetarei,Espetarás,Espetará,Espetaremos,Espetaredes,Espetarán
Quentarei,Quentarás,Quentará,Quentaremos,Quentaredes,Quentarán
Renovarei,Renovarás,Renovará,Renovaremos,Renovaredes,Renovarán
Acreditarei,Acreditarás,Acreditará,Acreditaremos,Acreditaredes,Acreditarán
Rescatarei,Rescatarás,Rescatará,Rescataremos,Rescataredes,Rescatarán
Empurrarei,Empurrarás,Empurrará,Empurraremos,Empurraredes,Empurrarán
