Eu,Ti,El/Ela,Nós,Vós,Eles/Elas
Convín,Conviches,Conviu,Convimos,Convistes,Conviron
Pintei,Pintaches,Pintou,Pintamos,Pintastes,Pintaron
Ensinei,Ensinaches,Ensinou,Ensinamos,Ensinastes,Ensinaron
Describín,Describiches,Describiu,Describimos,Describistes,Describiron
Agradecín,Agradeciches,Agradeceu,Agradecemos,Agradecestes,Agradeceron
Adaptei,Adaptaches,Adaptou,Adaptamos,Adaptastes,Adaptaron
Paseei,Paseaches,Paseou,Paseamos,Paseastes,Pasearon
Cualifiquei,Cualificaches,Cualificou,Cualificamos,Cualificastes,Cualificaron
Comprei,Compraches,Comprou,Compramos,Comprastes,Compraron
Detectei,Detectaches,Detectou,Detectamos,Detectastes,Detectaron
Reparei,Reparaches,Reparou,Reparamos,Reparastes,Repararon
Saltei,Saltaches,Saltou,Saltamos,Saltastes,Saltaron
Presidín,Presidiches,Presidiu,Presidimos,Presidistes,Presidiron
Impulsei,Impulsaches,Impulsou,Impulsamos,Impulsastes,Impulsaron
Temín,Temiches,Temeu,Tememos,Temestes,Temeron
Substituín,Substituíches,Substituíu,Substituímos,Substituístes,Substituíron
Supuxen,Supuxeches,Supuxo,Supuxemos,Supuxestes,Supuxeron
Adiantei,Adiantaches,Adiantou,Adiantamos,Adiantastes,Adiantaron
Condenei,Condenaches,Condenou,Condenamos,Condenastes,Condenaron
Animei,Animaches,Animou,Animamos,Animastes,Animaron
Medín,Mediches,Mediu,Medimos,Medistes,Mediron
Investiguei,Investigaches,Investigou,Investigamos,Investigastes,Investigaron
Pronunciei,Pronunciaches,Pronunciou,Pronunciamos,Pronunciastes,Pronunciaron
Cometín,Cometiches,Cometeu,Cometemos,Cometestes,Cometeron
Eliminei,Eliminaches,Eliminou,Eliminamos,Eliminastes,Eliminaron
Limpei,Limpaches,Limpou,Limpamos,Limpastes,Limparon
Aclarei,Aclaraches,Aclarou,Aclaramos,Aclarastes,Aclararon
Concentrei,Concentraches,Concentrou,Concentramos,Concentrastes,Concentraron
Conformei,Conformaches,Conformou,Conformamos,Conformastes,Conformaron
Mesturei,Mesturaches,Mesturou,Mesturamos,Mesturastes,Mesturaron
Optei,Optaches,Optou,Optamos,Optastes,Optaron
Abordei,Abordaches,Abordou,Abordamos,Abordastes,Abordaron
Desfixen,Desfixeches,Desfixo,Desfixemos,Desfixestes,Desfixeron
Bailei,Bailaches,Bailou,Bailamos,Bailastes,Bailaron
Dominei,Dominaches,Dominou,Dominamos,Dominastes,Dominaron
Arrastrei,Arrastraches,Arrastrou,Arrastramos,Arrastrastes,Arrastraron
Experimentei,Experimentaches,Experimentou,Experimentamos,Experimentastes,Experimentaron
Achei,Achaches,Achou,Achamos,Achastes,Acharon
Votei,Votaches,Votou,Votamos,Votastes,Votaron
Caractericei,Caracterizaches,Caracterizou,Caracterizamos,Caracterizastes,Caracterizaron
Ocultei,Ocultaches,Ocultou,Ocultamos,Ocultastes,Ocultaron
Formulei,Formulaches,Formulou,Formulamos,Formulastes,Formularon
Padecín,Padeciches,Padeceu,Padecemos,Padecestes,Padeceron
Perdoei,Perdoaches,Perdoou,Perdoamos,Perdoastes,Perdoaron
Repartín,Repartiches,Repartiu,Repartimos,Repartistes,Repartiron
Proporcionei,Proporcionaches,Proporcionou,Proporcionamos,Proporcionastes,Proporcionaron
Agochei,Agochaches,Agochou,Agochamos,Agochastes,Agocharon
Requirín,Requiriches,Requiriu,Requirimos,Requiristes,Requiriron
Voei,Voaches,Voou,Voamos,Voastes,Voaron
Resistín,Resistiches,Resistiu,Resistimos,Resististes,Resistiron
Nomeei,Nomeaches,Nomeou,Nomeamos,Nomeastes,Nomearon
Vencín,Venciches,Venceu,Vencemos,Vencestes,Venceron
Comprometín,Comprometiches,Comprometeu,Comprometemos,Comprometestes,Comprometeron
Ameacei,Ameazaches,Ameazou,Ameazamos,Ameazastes,Ameazaron
Soltei,Soltaches,Soltou,Soltamos,Soltastes,Soltaron
Gastei,Gastaches,Gastou,Gastamos,Gastastes,Gastaron
Saudei,Saudaches,Saudou,Saudamos,Saudastes,Saudaron
Practiquei,Practicaches,Practicou,Practicamos,Practicastes,Practicaron
Envolvín,Envolviches,Envolveu,Envolvemos,Envolvestes,Envolveron
Recomendei,Recomendaches,Recomendou,Recomendamos,Recomendastes,Recomendaron
Calculei,Calculaches,Calculou,Calculamos,Calculastes,Calcularon
Perseguín,Perseguiches,Perseguiu,Perseguimos,Perseguistes,Perseguiron
Arrinquei,Arrincaches,Arrincou,Arrincamos,Arrincastes,Arrincaron
Respirei,Respiraches,Respirou,Respiramos,Respirastes,Respiraron
Localicei,Localizaches,Localizou,Localizamos,Localizastes,Localizaron
Dotei,Dotaches,Dotou,Dotamos,Dotastes,Dotaron
Ampliei,Ampliaches,Ampliou,Ampliamos,Ampliastes,Ampliaron
Gravei,Gravaches,Gravou,Gravamos,Gravastes,Gravaron
Ignorei,Ignoraches,Ignorou,Ignoramos,Ignorastes,Ignoraron
Convidei,Convidaches,Convidou,Convidamos,Convidastes,Convidaron
Traducín,Traduciches,Traduciu,Traducimos,Traducistes,Traduciron
Reforcei,Reforzaches,Reforzou,Reforzamos,Reforzastes,Reforzaron
Carecín,Careciches,Careceu,Carecemos,Carecestes,Careceron
Descansei,Descansaches,Descansou,Descansamos,Descansastes,Descansaron
Alimentei,Alimentaches,Alimentou,Alimentamos,Alimentastes,Alimentaron
Modifiquei,Modificaches,Modificou,Modificamos,Modificastes,Modificaron
Apreciei,Apreciaches,Apreciou,Apreciamos,Apreciastes,Apreciaron
Consultei,Consultaches,Consultou,Consultamos,Consultastes,Consultaron
Disparei,Disparaches,Disparou,Disparamos,Disparastes,Dispararon
Editei,Editaches,Editou,Editamos,Editastes,Editaron
Fumei,Fumaches,Fumou,Fumamos,Fumastes,Fumaron
Ataquei,Atacaches,Atacou,Atacamos,Atacastes,Atacaron
Afixen,Afixeches,Afixo,Afixemos,Afixestes,Afixeron
Conectei,Conectaches,Conectou,Conectamos,Conectastes,Conectaron
Choveu
Prohibín,Prohibiches,Prohibiu,Prohibimos,Prohibistes,Prohibiron
Abondei,Abondaches,Abondou,Abondamos,Abondastes,Abondaron
Interrompín,Interrompiches,Interrompeu,Interrompemos,Interrompestes,Interromperon
Comparei,Comparaches,Comparou,Comparamos,Comparastes,Compararon
Liberei,Liberaches,Liberou,Liberamos,Liberastes,Liberaron
Terminei,Terminaches,Terminou,Terminamos,Terminastes,Terminaron
Queimei,Queimaches,Queimou,Queimamos,Queimastes,Queimaron
Recorrín,Recorriches,Recorreu,Recorremos,Recorrestes,Recorreron
Doín,Doíches,Doeu,Doemos,Doestes,Doeron
Discutín,Discutiches,Discutiu,Discutimos,Discutistes,Discutiron
Cedín,Cediches,Cedeu,Cedemos,Cedestes,Cederon
Colguei,Colgaches,Colgou,Colgamos,Colgastes,Colgaron
Biquei,Bicaches,Bicou,Bicamos,Bicastes,Bicaron
Apaguei,Apagaches,Apagou,Apagamos,Apagastes,Apagaron
Atribuín,Atribuíches,Atribuíu,Atribuímos,Atribuístes,Atribuíron
Xirei,Xiraches,Xirou,Xiramos,Xirastes,Xiraron
Debuxei,Debuxaches,Debuxou,Debuxamos,Debuxastes,Debuxaron
Afrontei,Afrontaches,Afrontou,Afrontamos,Afrontastes,Afrontaron
Soportei,Soportaches,Soportou,Soportamos,Soportastes,Soportaron
Despracei,Desprazaches,Desprazou,Desprazamos,Desprazastes,Desprazaron
Crecín,Creciches,Creceu,Crecemos,Crecestes,Creceron
Acendín,Acendiches,Acendeu,Acendemos,Acendestes,Acenderon
Espallei,Espallaches,Espallou,Espallamos,Espallastes,Espallaron
Inventei,Inventaches,Inventou,Inventamos,Inventastes,Inventaron
Agarrei,Agarraches,Agarrou,Agarramos,Agarrastes,Agarraron
Outorguei,Outorgaches,Outorgou,Outorgamos,Outorgastes,Outorgaron
Asomei,Asomaches,Asomou,Asomamos,Asomastes,Asomaron
Vinculei,Vinculaches,Vinculou,Vinculamos,Vinculastes,Vincularon
Sospeitei,Sospeitaches,Sospeitou,Sospeitamos,Sospeitastes,Sospeitaron
Xulguei,Xulgaches,Xulgou,Xulgamos,Xulgastes,Xulgaron
Dividín,Dividiches,Dividiu,Dividimos,Dividistes,Dividiron
Denominei,Denominaches,Denominou,Denominamos,Denominastes,Denominaron
Investín,Investiches,Investiu,Investimos,Investistes,Investiron
Adiquei,Adicaches,Adicou,Adicamos,Adicastes,Adicaron
Influín,Influíches,Influíu,Influímos,Influístes,Influíron
Habitei,Habitaches,Habitou,Habitamos,Habitastes,Habitaron
Renunciei,Renunciaches,Renunciou,Renunciamos,Renunciastes,Renunciaron
Demandei,Demandaches,Demandou,Demandamos,Demandastes,Demandaron
Tapei,Tapaches,Tapou,Tapamos,Tapastes,Taparon
Sobrevivín,Sobreviviches,Sobreviviu,Sobrevivimos,Sobrevivistes,Sobreviviron
Apertei,Apertaches,Apertou,Apertamos,Apertastes,Apertaron
Aturei,Aturaches,Aturou,Aturamos,Aturastes,Aturaron
Petei,Petaches,Petou,Petamos,Petastes,Petaron
Confundín,Confundiches,Confundiu,Confundimos,Confundistes,Confundiron
Proxectei,Proxectaches,Proxectou,Proxectamos,Proxectastes,Proxectaron
Estimei,Estimaches,Estimou,Estimamos,Estimastes,Estimaron
Agachei,Agachaches,Agachou,Agachamos,Agachastes,Agacharon
Atraín,Atraiches,Atraeu,Atraemos,Atraestes,Atraeron
Remitín,Remitiches,Remitiu,Remitimos,Remitistes,Remitiron
Estreei,Estreaches,Estreou,Estreamos,Estreastes,Estrearon
Dispuxen,Dispuxeches,Dispuxo,Dispuxemos,Dispuxestes,Dispuxeron
Ascendín,Ascendiches,Ascendeu,Ascendemos,Ascendestes,Ascenderon
Asociei,Asociaches,Asociou,Asociamos,Asociastes,Asociaron
Elevei,Elevaches,Elevou,Elevamos,Elevastes,Elevaron
Inaugurei,Inauguraches,Inaugurou,Inauguramos,Inaugurastes,Inauguraron
Enganei,Enganaches,Enganou,Enganamos,Enganastes,Enganaron
Molestei,Molestaches,Molestou,Molestamos,Molestastes,Molestaron
Regulei,Regulaches,Regulou,Regulamos,Regulastes,Regularon
Pesei,Pesaches,Pesou,Pesamos,Pesastes,Pesaron
Incidín,Incidiches,Incidiu,Incidimos,Incidistes,Incidiron
Opinei,Opinaches,Opinou,Opinamos,Opinastes,Opinaron
Manexei,Manexaches,Manexou,Manexamos,Manexastes,Manexaron
Fomentei,Fomentaches,Fomentou,Fomentamos,Fomentastes,Fomentaron
Invitei,Invitaches,Invitou,Invitamos,Invitastes,Invitaron
Fundei,Fundaches,Fundou,Fundamos,Fundastes,Fundaron
Diminuín,Diminuíches,Diminuíu,Diminuímos,Diminuístes,Diminuíron
Operei,Operaches,Operou,Operamos,Operastes,Operaron
Lamentei,Lamentaches,Lamentou,Lamentamos,Lamentastes,Lamentaron
Asasinei,Asasinaches,Asasinou,Asasinamos,Asasinastes,Asasinaron
Arranxei,Arranxaches,Arranxou,Arranxamos,Arranxastes,Arranxaron
Criei,Criaches,Criou,Criamos,Criastes,Criaron
Descoñecín,Descoñeciches,Descoñeceu,Descoñecemos,Descoñecestes,Descoñeceron
Namorei,Namoraches,Namorou,Namoramos,Namorastes,Namoraron
Destruín,Destruíches,Destruíu,Destruímos,Destruístes,Destruíron
Cheirei,Cheiraches,Cheirou,Cheiramos,Cheirastes,Cheiraron
Guiei,Guiaches,Guiou,Guiamos,Guiastes,Guiaron
Lavei,Lavaches,Lavou,Lavamos,Lavastes,Lavaron
Xestionei,Xestionaches,Xestionou,Xestionamos,Xestionastes,Xestionaron
Efectuei,Efectuaches,Efectuou,Efectuamos,Efectuastes,Efectuaron
Orientei,Orientaches,Orientou,Orientamos,Orientastes,Orientaron
Apartei,Apartaches,Apartou,Apartamos,Apartastes,Apartaron
Ouvín,Ouviches,Ouviu,Ouvimos,Ouvistes,Ouviron
Reaccionei,Reaccionaches,Reaccionou,Reaccionamos,Reaccionastes,Reaccionaron
Vixiei,Vixiaches,Vixiou,Vixiamos,Vixiastes,Vixiaron
Afundín,Afundiches,Afundiu,Afundimos,Afundistes,Afundiron
Atei,Ataches,Atou,Atamos,Atastes,Ataron
Constatei,Constataches,Constatou,Constatamos,Constatastes,Constataron
Financiei,Financiaches,Financiou,Financiamos,Financiastes,Financiaron
Tornei,Tornaches,Tornou,Tornamos,Tornastes,Tornaron
Abracei,Abrazaches,Abrazou,Abrazamos,Abrazastes,Abrazaron
Constei,Constaches,Constou,Constamos,Constastes,Constaron
Negociei,Negociaches,Negociou,Negociamos,Negociastes,Negociaron
Enterrei,Enterraches,Enterrou,Enterramos,Enterrastes,Enterraron
Estrañei,Estrañaches,Estrañou,Estrañamos,Estrañastes,Estrañaron
Pendurei,Penduraches,Pendurou,Penduramos,Pendurastes,Penduraron
Protagonicei,Protagonizaches,Protagonizou,Protagonizamos,Protagonizastes,Protagonizaron
Aguantei,Aguantaches,Aguantou,Aguantamos,Aguantastes,Aguantaron
Armei,Armaches,Armou,Armamos,Armastes,Armaron
Ingresei,Ingresaches,Ingresou,Ingresamos,Ingresastes,Ingresaron
Liguei,Ligaches,Ligou,Ligamos,Ligastes,Ligaron
Librei,Libraches,Librou,Libramos,Librastes,Libraron
Revisei,Revisaches,Revisou,Revisamos,Revisastes,Revisaron
Asentín,Asentiches,Asentiu,Asentimos,Asentistes,Asentiron
Reproducín,Reproduciches,Reproduciu,Reproducimos,Reproducistes,Reproduciron
Seleccionei,Seleccionaches,Seleccionou,Seleccionamos,Seleccionastes,Seleccionaron
Suxerín,Suxeriches,Suxeriu,Suxerimos,Suxeristes,Suxeriron
Distribuín,Distribuíches,Distribuíu,Distribuímos,Distribuístes,Distribuíron
Curei,Curaches,Curou,Curamos,Curastes,Curaron
Remexín,Remexiches,Remexeu,Remexemos,Remexestes,Remexeron
Contratei,Contrataches,Contratou,Contratamos,Contratastes,Contrataron
Variei,Variaches,Variou,Variamos,Variastes,Variaron
Executei,Executaches,Executou,Executamos,Executastes,Executaron
Mentín,Mentiches,Mentiu,Mentimos,Mentistes,Mentiron
Reflexionei,Reflexionaches,Reflexionou,Reflexionamos,Reflexionastes,Reflexionaron
Combatín,Combatiches,Combateu,Combatemos,Combatestes,Combateron
Consolidei,Consolidaches,Consolidou,Consolidamos,Consolidastes,Consolidaron
Resumín,Resumiches,Resumiu,Resumimos,Resumistes,Resumiron
Residín,Residiches,Residiu,Residimos,Residistes,Residiron
Ceei,Ceaches,Ceou,Ceamos,Ceastes,Cearon
Fallei,Fallaches,Fallou,Fallamos,Fallastes,Fallaron
Afoguei,Afogaches,Afogou,Afogamos,Afogastes,Afogaron
Beneficiei,Beneficiaches,Beneficiou,Beneficiamos,Beneficiastes,Beneficiaron
Recei,Rezaches,Rezou,Rezamos,Rezastes,Rezaron
Fabriquei,Fabricaches,Fabricou,Fabricamos,Fabricastes,Fabricaron
Pisei,Pisaches,Pisou,Pisamos,Pisastes,Pisaron
Falecín,Faleciches,Faleceu,Falecemos,Falecestes,Faleceron
Rachei,Rachaches,Rachou,Rachamos,Rachastes,Racharon
Ardín,Ardiches,Ardeu,Ardemos,Ardestes,Arderon
Asustei,Asustaches,Asustou,Asustamos,Asustastes,Asustaron
Circulei,Circulaches,Circulou,Circulamos,Circulastes,Circularon
Adiviñei,Adiviñaches,Adiviñou,Adiviñamos,Adiviñastes,Adiviñaron
Titulei,Titulaches,Titulou,Titulamos,Titulastes,Titularon
Freei,Freaches,Freou,Freamos,Freastes,Frearon
Competín,Competiches,Competiu,Competimos,Competistes,Competiron
Asentei,Asentaches,Asentou,Asentamos,Asentastes,Asentaron
Solucionei,Solucionaches,Solucionou,Solucionamos,Solucionastes,Solucionaron
Xurei,Xuraches,Xurou,Xuramos,Xurastes,Xuraron
Protestei,Protestaches,Protestou,Protestamos,Protestastes,Protestaron
Mencionei,Mencionaches,Mencionou,Mencionamos,Mencionastes,Mencionaron
Inspirei,Inspiraches,Inspirou,Inspiramos,Inspirastes,Inspiraron
Penetrei,Penetraches,Penetrou,Penetramos,Penetrastes,Penetraron
Mergullei,Mergullaches,Mergullou,Mergullamos,Mergullastes,Mergullaron
Fitei,Fitaches,Fitou,Fitamos,Fitastes,Fitaron
Transcorrín,Transcorriches,Transcorreu,Transcorremos,Transcorrestes,Transcorreron
Suspendín,Suspendiches,Suspendeu,Suspendemos,Suspendestes,Suspenderon
Relatei,Relataches,Relatou,Relatamos,Relatastes,Relataron
Aspirei,Aspiraches,Aspirou,Aspiramos,Aspirastes,Aspiraron
Desprendín,Desprendiches,Desprendeu,Desprendemos,Desprendestes,Desprenderon
Regalei,Regalaches,Regalou,Regalamos,Regalastes,Regalaron
Albisquei,Albiscaches,Albiscou,Albiscamos,Albiscastes,Albiscaron
Naveguei,Navegaches,Navegou,Navegamos,Navegastes,Navegaron
Queixei,Queixaches,Queixou,Queixamos,Queixastes,Queixaron
Pesquei,Pescaches,Pescou,Pescamos,Pescastes,Pescaron
Difundín,Difundiches,Difundiu,Difundimos,Difundistes,Difundiron
Potenciei,Potenciaches,Potenciou,Potenciamos,Potenciastes,Potenciaron
Reivindiquei,Reivindicaches,Reivindicou,Reivindicamos,Reivindicastes,Reivindicaron
Cuestionei,Cuestionaches,Cuestionou,Cuestionamos,Cuestionastes,Cuestionaron
Liderei,Lideraches,Liderou,Lideramos,Liderastes,Lideraron
Emprendín,Emprendiches,Emprendeu,Emprendemos,Emprendestes,Emprenderon
Descendín,Descendiches,Descendeu,Descendemos,Descendestes,Descenderon
Aconsellei,Aconsellaches,Aconsellou,Aconsellamos,Aconsellastes,Aconsellaron
Rendín,Rendiches,Rendeu,Rendemos,Rendestes,Renderon
Derrubei,Derrubaches,Derrubou,Derrubamos,Derrubastes,Derrubaron
Combinei,Combinaches,Combinou,Combinamos,Combinastes,Combinaron
Impartín,Impartiches,Impartiu,Impartimos,Impartistes,Impartiron
Aportei,Aportaches,Aportou,Aportamos,Aportastes,Aportaron
Comportei,Comportaches,Comportou,Comportamos,Comportastes,Comportaron
Debatín,Debatiches,Debateu,Debatemos,Debatestes,Debateron
Comencei,Comenzaches,Comenzou,Comenzamos,Comenzastes,Comenzaron
Avaliei,Avaliaches,Avaliou,Avaliamos,Avaliastes,Avaliaron
Aforrei,Aforraches,Aforrou,Aforramos,Aforrastes,Aforraron
Condicionei,Condicionaches,Condicionou,Condicionamos,Condicionastes,Condicionaron
Fodín,Fodiches,Fodeu,Fodemos,Fodestes,Foderon
Disimulei,Disimulaches,Disimulou,Disimulamos,Disimulastes,Disimularon
Iluminei,Iluminaches,Iluminou,Iluminamos,Iluminastes,Iluminaron
Descartei,Descartaches,Descartou,Descartamos,Descartastes,Descartaron
Desculpei,Desculpaches,Desculpou,Desculpamos,Desculpastes,Desculparon
Finalicei,Finalizaches,Finalizou,Finalizamos,Finalizastes,Finalizaron
Acostumei,Acostumaches,Acostumou,Acostumamos,Acostumastes,Acostumaron
Premiei,Premiaches,Premiou,Premiamos,Premiastes,Premiaron
Cadrei,Cadraches,Cadrou,Cadramos,Cadrastes,Cadraron
Tremín,Tremiches,Tremeu,Trememos,Tremestes,Tremeron
Restei,Restaches,Restou,Restamos,Restastes,Restaron
Suxeitei,Suxeitaches,Suxeitou,Suxeitamos,Suxeitastes,Suxeitaron
Concibín,Concibiches,Concibiu,Concibimos,Concibistes,Concibiron
Cravei,Cravaches,Cravou,Cravamos,Cravastes,Cravaron
Forcei,Forzaches,Forzou,Forzamos,Forzastes,Forzaron
Exclamei,Exclamaches,Exclamou,Exclamamos,Exclamastes,Exclamaron
Pillei,Pillaches,Pillou,Pillamos,Pillastes,Pillaron
Anotei,Anotaches,Anotou,Anotamos,Anotastes,Anotaron
Encamiñei,Encamiñaches,Encamiñou,Encamiñamos,Encamiñastes,Encamiñaron
Intuín,Intuíches,Intuíu,Intuímos,Intuístes,Intuíron
Invadín,Invadiches,Invadiu,Invadimos,Invadistes,Invadiron
Multipliquei,Multiplicaches,Multiplicou,Multiplicamos,Multiplicastes,Multiplicaron
Obedecín,Obedeciches,Obedeceu,Obedecemos,Obedecestes,Obedeceron
Orixinei,Orixinaches,Orixinou,Orixinamos,Orixinastes,Orixinaron
Depositei,Depositaches,Depositou,Depositamos,Depositastes,Depositaron
Argumentei,Argumentaches,Argumentou,Argumentamos,Argumentastes,Argumentaron
Proclamei,Proclamaches,Proclamou,Proclamamos,Proclamastes,Proclamaron
Proseguín,Proseguiches,Proseguiu,Proseguimos,Proseguistes,Proseguiron
Reiterei,Reiteraches,Reiterou,Reiteramos,Reiterastes,Reiteraron
Admirei,Admiraches,Admirou,Admiramos,Admirastes,Admiraron
Acumulei,Acumulaches,Acumulou,Acumulamos,Acumulastes,Acumularon
Encabecei,Encabezaches,Encabezou,Encabezamos,Encabezastes,Encabezaron
Diferenciei,Diferenciaches,Diferenciou,Diferenciamos,Diferenciastes,Diferenciaron
Retomei,Retomaches,Retomou,Retomamos,Retomastes,Retomaron
Aproximei,Aproximaches,Aproximou,Aproximamos,Aproximastes,Aproximaron
Concretei,Concretaches,Concretou,Concretamos,Concretastes,Concretaron
Agreguei,Agregaches,Agregou,Agregamos,Agregastes,Agregaron
Axustei,Axustaches,Axustou,Axustamos,Axustastes,Axustaron
Acariñei,Acariñaches,Acariñou,Acariñamos,Acariñastes,Acariñaron
Brillei,Brillaches,Brillou,Brillamos,Brillastes,Brillaron
Autoricei,Autorizaches,Autorizou,Autorizamos,Autorizastes,Autorizaron
Expulsei,Expulsaches,Expulsou,Expulsamos,Expulsastes,Expulsaron
Retornei,Retornaches,Retornou,Retornamos,Retornastes,Retornaron
Imitei,Imitaches,Imitou,Imitamos,Imitastes,Imitaron
Alertei,Alertaches,Alertou,Alertamos,Alertastes,Alertaron
Escondín,Escondiches,Escondeu,Escondemos,Escondestes,Esconderon
Esgotei,Esgotaches,Esgotou,Esgotamos,Esgotastes,Esgotaron
Reservei,Reservaches,Reservou,Reservamos,Reservastes,Reservaron
Resaltei,Resaltaches,Resaltou,Resaltamos,Resaltastes,Resaltaron
Prolonguei,Prolongaches,Prolongou,Prolongamos,Prolongastes,Prolongaron
Captei,Captaches,Captou,Captamos,Captastes,Captaron
Transportei,Transportaches,Transportou,Transportamos,Transportastes,Transportaron
Atinxín,Atinxiches,Atinxiu,Atinximos,Atinxistes,Atinxiron
Encaixei,Encaixaches,Encaixou,Encaixamos,Encaixastes,Encaixaron
Propiciei,Propiciaches,Propiciou,Propiciamos,Propiciastes,Propiciaron
Descarguei,Descargaches,Descargou,Descargamos,Descargastes,Descargaron
Matinei,Matinaches,Matinou,Matinamos,Matinastes,Matinaron
Programei,Programaches,Programou,Programamos,Programastes,Programaron
Corrixín,Corrixiches,Corrixiu,Corriximos,Corrixistes,Corrixiron
Alterei,Alteraches,Alterou,Alteramos,Alterastes,Alteraron
Disputei,Disputaches,Disputou,Disputamos,Disputastes,Disputaron
Impuxen,Impuxeches,Impuxo,Impuxemos,Impuxestes,Impuxeron
Examinei,Examinaches,Examinou,Examinamos,Examinastes,Examinaron
Convivín,Conviviches,Conviviu,Convivimos,Convivistes,Conviviron
Fiei,Fiaches,Fiou,Fiamos,Fiastes,Fiaron
Apurei,Apuraches,Apurou,Apuramos,Apurastes,Apuraron
Apañei,Apañaches,Apañou,Apañamos,Apañastes,Apañaron
Aludín,Aludiches,Aludiu,Aludimos,Aludistes,Aludiron
Abranguín,Abranguiches,Abrangueu,Abranguemos,Abranguestes,Abrangueron
Espetei,Espetaches,Espetou,Espetamos,Espetastes,Espetaron
Quentei,Quentaches,Quentou,Quentamos,Quentastes,Quentaron
Renovei,Renovaches,Renovou,Renovamos,Renovastes,Renovaron
Acreditei,Acreditaches,Acreditou,Acreditamos,Acreditastes,Acreditaron
Rescatei,Rescataches,Rescatou,Rescatamos,Rescatastes,Rescataron
Empurrei,Empurraches,Empurrou,Empurramos,Empurrastes,Empurraron
Cultivei,Cultivaches,Cultivou,Cultivamos,Cultivastes,Cultivaron
Configurei,Configuraches,Configurou,Configuramos,Configurastes,Configuraron
Repasei,Repasaches,Repasou,Repasamos,Repasastes,Repasaron
Rexín,Rexiches,Rexeu,Rexemos,Rexestes,Rexeron
Borrei,Borraches,Borrou,Borramos,Borrastes,Borraron
Compensei,Compensaches,Compensou,Compensamos,Compensastes,Compensaron
Motivei,Motivaches,Motivou,Motivamos,Motivastes,Motivaron
Ferín,Feriches,Feriu,Ferimos,Feristes,Feriron
Estraguei,Estragaches,Estragou,Estragamos,Estragastes,Estragaron
Troquei,Trocaches,Trocou,Trocamos,Trocastes,Trocaron
Odiei,Odiaches,Odiou,Odiamos,Odiastes,Odiaron
Narrei,Narraches,Narrou,Narramos,Narrastes,Narraron
Afondei,Afondaches,Afondou,Afondamos,Afondastes,Afondaron
Esvarei,Esvaraches,Esvarou,Esvaramos,Esvarastes,Esvararon
Teimei,Teimaches,Teimou,Teimamos,Teimastes,Teimaron
Satisfixen,Satisfixeches,Satisfixo,Satisfixemos,Satisfixestes,Satisfixeron
Arredei,Arredaches,Arredou,Arredamos,Arredastes,Arredaron
Desvelei,Desvelaches,Desvelou,Desvelamos,Desvelastes,Desvelaron
Extraín,Extraiches,Extraeu,Extraemos,Extraestes,Extraeron
Tracei,Trazaches,Trazou,Trazamos,Trazastes,Trazaron
Ceibei,Ceibaches,Ceibou,Ceibamos,Ceibastes,Ceibaron
Acertei,Acertaches,Acertou,Acertamos,Acertastes,Acertaron
Paralicei,Paralizaches,Paralizou,Paralizamos,Paralizastes,Paralizaron
Atrapei,Atrapaches,Atrapou,Atrapamos,Atrapastes,Atraparon
Mollei,Mollaches,Mollou,Mollamos,Mollastes,Mollaron
Fervín,Ferviches,Ferveu,Fervemos,Fervestes,Ferveron
Lucín,Luciches,Luciu,Lucimos,Lucistes,Luciron
Sobrei,Sobraches,Sobrou,Sobramos,Sobrastes,Sobraron
Desempeñei,Desempeñaches,Desempeñou,Desempeñamos,Desempeñastes,Desempeñaron
Deducín,Deduciches,Deduciu,Deducimos,Deducistes,Deduciron
Portei,Portaches,Portou,Portamos,Portastes,Portaron
Traguei,Tragaches,Tragou,Tragamos,Tragastes,Tragaron
Amolei,Amolaches,Amolou,Amolamos,Amolastes,Amolaron
Dobrei,Dobraches,Dobrou,Dobramos,Dobrastes,Dobraron
Cesei,Cesaches,Cesou,Cesamos,Cesastes,Cesaron
Embarquei,Embarcaches,Embarcou,Embarcamos,Embarcastes,Embarcaron
Contrastei,Contrastaches,Contrastou,Contrastamos,Contrastastes,Contrastaron
Excluín,Excluíches,Excluíu,Excluímos,Excluístes,Excluíron
Guindei,Guindaches,Guindou,Guindamos,Guindastes,Guindaron
Cansei,Cansaches,Cansou,Cansamos,Cansastes,Cansaron
Acelerei,Aceleraches,Acelerou,Aceleramos,Acelerastes,Aceleraron
Opuxen,Opuxeches,Opuxo,Opuxemos,Opuxestes,Opuxeron
Retín,Retiches,Reteu,Retemos,Retestes,Reteron
Cociñei,Cociñaches,Cociñou,Cociñamos,Cociñastes,Cociñaron
Maticei,Matizaches,Matizou,Matizamos,Matizastes,Matizaron
Exhibín,Exhibiches,Exhibiu,Exhibimos,Exhibistes,Exhibiron
Pelexei,Pelexaches,Pelexou,Pelexamos,Pelexastes,Pelexaron
Vencellei,Vencellaches,Vencellou,Vencellamos,Vencellastes,Vencellaron
Encerrei,Encerraches,Encerrou,Encerramos,Encerrastes,Encerraron
Empeñei,Empeñaches,Empeñou,Empeñamos,Empeñastes,Empeñaron
Coordinei,Coordinaches,Coordinou,Coordinamos,Coordinastes,Coordinaron
Piquei,Picaches,Picou,Picamos,Picastes,Picaron
Castiguei,Castigaches,Castigou,Castigamos,Castigastes,Castigaron
Cerrei,Cerraches,Cerrou,Cerramos,Cerrastes,Cerraron
