Eu,Ti,El/Ela,Nós,Vós,Eles/Elas
Probaría,Probarías,Probaría,Probariamos,Probariades,Probarían
Escaparía,Escaparías,Escaparía,Escapariamos,Escapariades,Escaparían
Despediría,Despedirías,Despediría,Despediriamos,Despediriades,Despedirían
Atrevería,Atreverías,Atrevería,Atreveriamos,Atreveriades,Atreverían
Confiaría,Confiarías,Confiaría,Confiariamos,Confiariades,Confiarían
Amaría,Amarías,Amaría,Amariamos,Amariades,Amarían
Apostaría,Apostarías,Apostaría,Apostariamos,Apostariades,Apostarían
Tendería,Tenderías,Tendería,Tenderiamos,Tenderiades,Tenderían
Devolvería,Devolverías,Devolvería,Devolveriamos,Devolveriades,Devolverían
Pousaría,Pousarías,Pousaría,Pousariamos,Pousariades,Pousarían
Xuntaría,Xuntarías,Xuntaría,Xuntariamos,Xuntariades,Xuntarían
Deseñaría,Deseñarías,Deseñaría,Deseñariamos,Deseñariades,Deseñarían
Cargaría,Cargarías,Cargaría,Cargariamos,Cargariades,Cargarían
Completaría,Completarías,Completaría,Completariamos,Completariades,Completarían
Incrementaría,Incrementarías,Incrementaría,Incrementariamos,Incrementariades,Incrementarían
Transformaría,Transformarías,Transformaría,Transformariamos,Transformariades,Transformarían
Confesaría,Confesarías,Confesaría,Confesariamos,Confesariades,Confesarían
Gobernaría,Gobernarías,Gobernaría,Gobernariamos,Gobernariades,Gobernarían
Salientaría,Salientarías,Salientaría,Salientariamos,Salientariades,Salientarían
Avisaría,Avisarías,Avisaría,Avisariamos,Avisariades,Avisarían
Colaboraría,Colaborarías,Colaboraría,Colaborariamos,Colaborariades,Colaborarían
Favorecería,Favorecerías,Favorecería,Favoreceriamos,Favoreceriades,Favorecerían
Prometería,Prometerías,Prometería,Prometeriamos,Prometeriades,Prometerían
Pegaría,Pegarías,Pegaría,Pegariamos,Pegariades,Pegarían
Revelaría,Revelarías,Revelaría,Revelariamos,Revelariades,Revelarían
Ordenaría,Ordenarías,Ordenaría,Ordenariamos,Ordenariades,Ordenarían
Consumiría,Consumirías,Consumiría,Consumiriamos,Consumiriades,Consumirían
Conviría,Convirías,Conviría,Conviriamos,Conviriades,Convirían
Pintaría,Pintarías,Pintaría,Pintariamos,Pintariades,Pintarían
Ensinaría,Ensinarías,Ensinaría,Ensinariamos,Ensinariades,Ensinarían
Describiría,Describirías,Describiría,Describiriamos,Describiriades,Describirían
Agradecería,Agradecerías,Agradecería,Agradeceriamos,Agradeceriades,Agradecerían
Adaptaría,Adaptarías,Adaptaría,Adaptariamos,Adaptariades,Adaptarían
Pasearía,Pasearías,Pasearía,Paseariamos,Paseariades,Pasearían
Cualificaría,Cualificarías,Cualificaría,Cualificariamos,Cualificariades,Cualificarían
Compraría,Comprarías,Compraría,Comprariamos,Comprariades,Comprarían
Detectaría,Detectarías,Detectaría,Detectariamos,Detectariades,Detectarían
Repararía,Repararías,Repararía,Reparariamos,Reparariades,Repararían
Saltaría,Saltarías,Saltaría,Saltariamos,Saltariades,Saltarían
Presidiría,Presidirías,Presidiría,Presidiriamos,Presidiriades,Presidirían
Impulsaría,Impulsarías,Impulsaría,Impulsariamos,Impulsariades,Impulsarían
Temería,Temerías,Temería,Temeriamos,Temeriades,Temerían
Substituiría,Substituirías,Substituiría,Substituiriamos,Substituiriades,Substituirían
Suporía,Suporías,Suporía,Suporiamos,Suporiades,Suporían
Adiantaría,Adiantarías,Adiantaría,Adiantariamos,Adiantariades,Adiantarían
Condenaría,Condenarías,Condenaría,Condenariamos,Condenariades,Condenarían
Animaría,Animarías,Animaría,Animariamos,Animariades,Animarían
Mediría,Medirías,Mediría,Mediriamos,Mediriades,Medirían
Investigaría,Investigarías,Investigaría,Investigariamos,Investigariades,Investigarían
Pronunciaría,Pronunciarías,Pronunciaría,Pronunciariamos,Pronunciariades,Pronunciarían
Cometería,Cometerías,Cometería,Cometeriamos,Cometeriades,Cometerían
Eliminaría,Eliminarías,Eliminaría,Eliminariamos,Eliminariades,Eliminarían
Limparía,Limparías,Limparía,Limpariamos,Limpariades,Limparían
Aclararía,Aclararías,Aclararía,Aclarariamos,Aclarariades,Aclararían
Concentraría,Concentrarías,Concentraría,Concentrariamos,Concentrariades,Concentrarían
Conformaría,Conformarías,Conformaría,Conformariamos,Conformariades,Conformarían
Mesturaría,Mesturarías,Mesturaría,Mesturariamos,Mesturariades,Mesturarían
Optaría,Optarías,Optaría,Optariamos,Optariades,Optarían
Abordaría,Abordarías,Abordaría,Abordariamos,Abordariades,Abordarían
Desfaría,Desfarías,Desfaría,Desfariamos,Desfariades,Desfarían
Bailaría,Bailarías,Bailaría,Bailariamos,Bailariades,Bailarían
Dominaría,Dominarías,Dominaría,Dominariamos,Dominariades,Dominarían
Arrastraría,Arrastrarías,Arrastraría,Arrastrariamos,Arrastrariades,Arrastrarían
Experimentaría,Experimentarías,Experimentaría,Experimentariamos,Experimentariades,Experimentarían
Acharía,Acharías,Acharía,Achariamos,Achariades,Acharían
Votaría,Votarías,Votaría,Votariamos,Votariades,Votarían
Caracterizaría,Caracterizarías,Caracterizaría,Caracterizariamos,Caracterizariades,Caracterizarían
Ocultaría,Ocultarías,Ocultaría,Ocultariamos,Ocultariades,Ocultarían
Formularía,Formularías,Formularía,Formulariamos,Formulariades,Formularían
Padecería,Padecerías,Padecería,Padeceriamos,Padeceriades,Padecerían
Perdoaría,Perdoarías,Perdoaría,Perdoariamos,Perdoariades,Perdoarían
Repartiría,Repartirías,Repartiría,Repartiriamos,Repartiriades,Repartirían
Proporcionaría,Proporcionarías,Proporcionaría,Proporcionariamos,Proporcionariades,Proporcionarían
Agocharía,Agocharías,Agocharía,Agochariamos,Agochariades,Agocharían
Requiriría,Requirirías,Requiriría,Requiririamos,Requiririades,Requirirían
Voaría,Voarías,Voaría,Voariamos,Voariades,Voarían
Resistiría,Resistirías,Resistiría,Resistiriamos,Resistiriades,Resistirían
Nomearía,Nomearías,Nomearía,Nomeariamos,Nomeariades,Nomearían
Vencería,Vencerías,Vencería,Venceriamos,Venceriades,Vencerían
Comprometería,Comprometerías,Comprometería,Comprometeriamos,Comprometeriades,Comprometerían
Ameazaría,Ameazarías,Ameazaría,Ameazariamos,Ameazariades,Ameazarían
Soltaría,Soltarías,Soltaría,Soltariamos,Soltariades,Soltarían
Gastaría,Gastarías,Gastaría,Gastariamos,Gastariades,Gastarían
Saudaría,Saudarías,Saudaría,Saudariamos,Saudariades,Saudarían
Practicaría,Practicarías,Practicaría,Practicariamos,Practicariades,Practicarían
Envolvería,Envolverías,Envolvería,Envolveriamos,Envolveriades,Envolverían
Recomendaría,Recomendarías,Recomendaría,Recomendariamos,Recomendariades,Recomendarían
Calcularía,Calcularías,Calcularía,Calculariamos,Calculariades,Calcularían
Perseguiría,Perseguirías,Perseguiría,Perseguiriamos,Perseguiriades,Perseguirían
Arrincaría,Arrincarías,Arrincaría,Arrincariamos,Arrincariades,Arrincarían
Respiraría,Respirarías,Respiraría,Respirariamos,Respirariades,Respirarían
Localizaría,Localizarías,Localizaría,Localizariamos,Localizariades,Localizarían
Dotaría,Dotarías,Dotaría,Dotariamos,Dotariades,Dotarían
Ampliaría,Ampliarías,Ampliaría,Ampliariamos,Ampliariades,Ampliarían
Gravaría,Gravarías,Gravaría,Gravariamos,Gravariades,Gravarían
Ignoraría,Ignorarías,Ignoraría,Ignorariamos,Ignorariades,Ignorarían
Convidaría,Convidarías,Convidaría,Convidariamos,Convidariades,Convidarían
Traduciría,Traducirías,Traduciría,Traduciriamos,Traduciriades,Traducirían
Reforzaría,Reforzarías,Reforzaría,Reforzariamos,Reforzariades,Reforzarían
Carecería,Carecerías,Carecería,Careceriamos,Careceriades,Carecerían
Descansaría,Descansarías,Descansaría,Descansariamos,Descansariades,Descansarían
Alimentaría,Alimentarías,Alimentaría,Alimentariamos,Alimentariades,Alimentarían
Modificaría,Modificarías,Modificaría,Modificariamos,Modificariades,Modificarían
Apreciaría,Apreciarías,Apreciaría,Apreciariamos,Apreciariades,Apreciarían
Consultaría,Consultarías,Consultaría,Consultariamos,Consultariades,Consultarían
Dispararía,Dispararías,Dispararía,Disparariamos,Disparariades,Dispararían
Editaría,Editarías,Editaría,Editariamos,Editariades,Editarían
Fumaría,Fumarías,Fumaría,Fumariamos,Fumariades,Fumarían
Atacaría,Atacarías,Atacaría,Atacariamos,Atacariades,Atacarían
Afaría,Afarías,Afaría,Afariamos,Afariades,Afarían
Conectaría,Conectarías,Conectaría,Conectariamos,Conectariades,Conectarían
Chovería
Prohibiría,Prohibirías,Prohibiría,Prohibiriamos,Prohibiriades,Prohibirían
Abondaría,Abondarías,Abondaría,Abondariamos,Abondariades,Abondarían
Interrompería,Interromperías,Interrompería,Interromperiamos,Interromperiades,Interromperían
Compararía,Compararías,Compararía,Comparariamos,Comparariades,Compararían
Liberaría,Liberarías,Liberaría,Liberariamos,Liberariades,Liberarían
Terminaría,Terminarías,Terminaría,Terminariamos,Terminariades,Terminarían
Queimaría,Queimarías,Queimaría,Queimariamos,Queimariades,Queimarían
Recorrería,Recorrerías,Recorrería,Recorreriamos,Recorreriades,Recorrerían
Doería,Doerías,Doería,Doeriamos,Doeriades,Doerían
Discutiría,Discutirías,Discutiría,Discutiriamos,Discutiriades,Discutirían
Cedería,Cederías,Cedería,Cederiamos,Cederiades,Cederían
Colgaría,Colgarías,Colgaría,Colgariamos,Colgariades,Colgarían
Bicaría,Bicarías,Bicaría,Bicariamos,Bicariades,Bicarían
Apagaría,Apagarías,Apagaría,Apagariamos,Apagariades,Apagarían
Atribuiría,Atribuirías,Atribuiría,Atribuiriamos,Atribuiriades,Atribuirían
Xiraría,Xirarías,Xiraría,Xirariamos,Xirariades,Xirarían
Debuxaría,Debuxarías,Debuxaría,Debuxariamos,Debuxariades,Debuxarían
Afrontaría,Afrontarías,Afrontaría,Afrontariamos,Afrontariades,Afrontarían
Soportaría,Soportarías,Soportaría,Soportariamos,Soportariades,Soportarían
Desprazaría,Desprazarías,Desprazaría,Desprazariamos,Desprazariades,Desprazarían
Crecería,Crecerías,Crecería,Creceriamos,Creceriades,Crecerían
Acendería,Acenderías,Acendería,Acenderiamos,Acenderiades,Acenderían
Espallaría,Espallarías,Espallaría,Espallariamos,Espallariades,Espallarían
Inventaría,Inventarías,Inventaría,Inventariamos,Inventariades,Inventarían
Agarraría,Agarrarías,Agarraría,Agarrariamos,Agarrariades,Agarrarían
Outorgaría,Outorgarías,Outorgaría,Outorgariamos,Outorgariades,Outorgarían
Asomaría,Asomarías,Asomaría,Asomariamos,Asomariades,Asomarían
Vincularía,Vincularías,Vincularía,Vinculariamos,Vinculariades,Vincularían
Sospeitaría,Sospeitarías,Sospeitaría,Sospeitariamos,Sospeitariades,Sospeitarían
Xulgaría,Xulgarías,Xulgaría,Xulgariamos,Xulgariades,Xulgarían
Dividiría,Dividirías,Dividiría,Dividiriamos,Dividiriades,Dividirían
Denominaría,Denominarías,Denominaría,Denominariamos,Denominariades,Denominarían
Investiría,Investirías,Investiría,Investiriamos,Investiriades,Investirían
Adicaría,Adicarías,Adicaría,Adicariamos,Adicariades,Adicarían
Influiría,Influirías,Influiría,Influiriamos,Influiriades,Influirían
Habitaría,Habitarías,Habitaría,Habitariamos,Habitariades,Habitarían
Renunciaría,Renunciarías,Renunciaría,Renunciariamos,Renunciariades,Renunciarían
Demandaría,Demandarías,Demandaría,Demandariamos,Demandariades,Demandarían
Taparía,Taparías,Taparía,Tapariamos,Tapariades,Taparían
Sobreviviría,Sobrevivirías,Sobreviviría,Sobreviviriamos,Sobreviviriades,Sobrevivirían
Apertaría,Apertarías,Apertaría,Apertariamos,Apertariades,Apertarían
Aturaría,Aturarías,Aturaría,Aturariamos,Aturariades,Aturarían
Petaría,Petarías,Petaría,Petariamos,Petariades,Petarían
Confundiría,Confundirías,Confundiría,Confundiriamos,Confundiriades,Confundirían
Proxectaría,Proxectarías,Proxectaría,Proxectariamos,Proxectariades,Proxectarían
Estimaría,Estimarías,Estimaría,Estimariamos,Estimariades,Estimarían
Agacharía,Agacharías,Agacharía,Agachariamos,Agachariades,Agacharían
Atraería,Atraerías,Atraería,Atraeriamos,Atraeriades,Atraerían
Remitiría,Remitirías,Remitiría,Remitiriamos,Remitiriades,Remitirían
Estrearía,Estrearías,Estrearía,Estreariamos,Estreariades,Estrearían
Disporía,Disporías,Disporía,Disporiamos,Disporiades,Disporían
Ascendería,Ascenderías,Ascendería,Ascenderiamos,Ascenderiades,Ascenderían
Asociaría,Asociarías,Asociaría,Asociariamos,Asociariades,Asociarían
Elevaría,Elevarías,Elevaría,Elevariamos,Elevariades,Elevarían
Inauguraría,Inaugurarías,Inauguraría,Inaugurariamos,Inaugurariades,Inaugurarían
Enganaría,Enganarías,Enganaría,Enganariamos,Enganariades,Enganarían
Molestaría,Molestarías,Molestaría,Molestariamos,Molestariades,Molestarían
Regularía,Regularías,Regularía,Regulariamos,Regulariades,Regularían
Pesaría,Pesarías,Pesaría,Pesariamos,Pesariades,Pesarían
Incidiría,Incidirías,Incidiría,Incidiriamos,Incidiriades,Incidirían
Opinaría,Opinarías,Opinaría,Opinariamos,Opinariades,Opinarían
Manexaría,Manexarías,Manexaría,Manexariamos,Manexariades,Manexarían
Fomentaría,Fomentarías,Fomentaría,Fomentariamos,Fomentariades,Fomentarían
Invitaría,Invitarías,Invitaría,Invitariamos,Invitariades,Invitarían
Fundaría,Fundarías,Fundaría,Fundariamos,Fundariades,Fundarían
Diminuiría,Diminuirías,Diminuiría,Diminuiriamos,Diminuiriades,Diminuirían
Operaría,Operarías,Operaría,Operariamos,Operariades,Operarían
Lamentaría,Lamentarías,Lamentaría,Lamentariamos,Lamentariades,Lamentarían
Asasinaría,Asasinarías,Asasinaría,Asasinariamos,Asasinariades,Asasinarían
Arranxaría,Arranxarías,Arranxaría,Arranxariamos,Arranxariades,Arranxarían
Criaría,Criarías,Criaría,Criariamos,Criariades,Criarían
Descoñecería,Descoñecerías,Descoñecería,Descoñeceriamos,Descoñeceriades,Descoñecerían
Namoraría,Namorarías,Namoraría,Namorariamos,Namorariades,Namorarían
Destruiría,Destruirías,Destruiría,Destruiriamos,Destruiriades,Destruirían
Cheiraría,Cheirarías,Cheiraría,Cheirariamos,Cheirariades,Cheirarían
Guiaría,Guiarías,Guiaría,Guiariamos,Guiariades,Guiarían
Lavaría,Lavarías,Lavaría,Lavariamos,Lavariades,Lavarían
Xestionaría,Xestionarías,Xestionaría,Xestionariamos,Xestionariades,Xestionarían
Efectuaría,Efectuarías,Efectuaría,Efectuariamos,Efectuariades,Efectuarían
Orientaría,Orientarías,Orientaría,Orientariamos,Orientariades,Orientarían
Apartaría,Apartarías,Apartaría,Apartariamos,Apartariades,Apartarían
Ouviría,Ouvirías,Ouviría,Ouviriamos,Ouviriades,Ouvirían
Reaccionaría,Reaccionarías,Reaccionaría,Reaccionariamos,Reaccionariades,Reaccionarían
Vixiaría,Vixiarías,Vixiaría,Vixiariamos,Vixiariades,Vixiarían
Afundiría,Afundirías,Afundiría,Afundiriamos,Afundiriades,Afundirían
Ataría,Atarías,Ataría,Atariamos,Atariades,Atarían
Constataría,Constatarías,Constataría,Constatariamos,Constatariades,Constatarían
Financiaría,Financiarías,Financiaría,Financiariamos,Financiariades,Financiarían
Tornaría,Tornarías,Tornaría,Tornariamos,Tornariades,Tornarían
Abrazaría,Abrazarías,Abrazaría,Abrazariamos,Abrazariades,Abrazarían
Constaría,Constarías,Constaría,Constariamos,Constariades,Constarían
Negociaría,Negociarías,Negociaría,Negociariamos,Negociariades,Negociarían
Enterraría,Enterrarías,Enterraría,Enterrariamos,Enterrariades,Enterrarían
Estrañaría,Estrañarías,Estrañaría,Estrañariamos,Estrañariades,Estrañarían
Penduraría,Pendurarías,Penduraría,Pendurariamos,Pendurariades,Pendurarían
Protagonizaría,Protagonizarías,Protagonizaría,Protagonizariamos,Protagonizariades,Protagonizarían
Aguantaría,Aguantarías,Aguantaría,Aguantariamos,Aguantariades,Aguantarían
Armaría,Armarías,Armaría,Armariamos,Armariades,Armarían
Ingresaría,Ingresarías,Ingresaría,Ingresariamos,Ingresariades,Ingresarían
Ligaría,Ligarías,Ligaría,Ligariamos,Ligariades,Ligarían
Libraría,Librarías,Libraría,Librariamos,Librariades,Librarían
Revisaría,Revisarías,Revisaría,Revisariamos,Revisariades,Revisarían
Asentiría,Asentirías,Asentiría,Asentiriamos,Asentiriades,Asentirían
Reproduciría,Reproducirías,Reproduciría,Reproduciriamos,Reproduciriades,Reproducirían
Seleccionaría,Seleccionarías,Seleccionaría,Seleccionariamos,Seleccionariades,Seleccionarían
Suxeriría,Suxerirías,Suxeriría,Suxeririamos,Suxeririades,Suxerirían
Distribuiría,Distribuirías,Distribuiría,Distribuiriamos,Distribuiriades,Distribuirían
Curaría,Curarías,Curaría,Curariamos,Curariades,Curarían
Remexería,Remexerías,Remexería,Remexeriamos,Remexeriades,Remexerían
Contrataría,Contratarías,Contrataría,Contratariamos,Contratariades,Contratarían
Variaría,Variarías,Variaría,Variariamos,Variariades,Variarían
Executaría,Executarías,Executaría,Executariamos,Executariades,Executarían
Mentiría,Mentirías,Mentiría,Mentiriamos,Mentiriades,Mentirían
Reflexionaría,Reflexionarías,Reflexionaría,Reflexionariamos,Reflexionariades,Reflexionarían
Combatería,Combaterías,Combatería,Combateriamos,Combateriades,Combaterían
Consolidaría,Consolidarías,Consolidaría,Consolidariamos,Consolidariades,Consolidarían
Resumiría,Resumirías,Resumiría,Resumiriamos,Resumiriades,Resumirían
Residiría,Residirías,Residiría,Residiriamos,Residiriades,Residirían
Cearía,Cearías,Cearía,Ceariamos,Ceariades,Cearían
Fallaría,Fallarías,Fallaría,Fallariamos,Fallariades,Fallarían
Afogaría,Afogarías,Afogaría,Afogariamos,Afogariades,Afogarían
Beneficiaría,Beneficiarías,Beneficiaría,Beneficiariamos,Beneficiariades,Beneficiarían
Rezaría,Rezarías,Rezaría,Rezariamos,Rezariades,Rezarían
Fabricaría,Fabricarías,Fabricaría,Fabricariamos,Fabricariades,Fabricarían
Pisaría,Pisarías,Pisaría,Pisariamos,Pisariades,Pisarían
Falecería,Falecerías,Falecería,Faleceriamos,Faleceriades,Falecerían
Racharía,Racharías,Racharía,Rachariamos,Rachariades,Racharían
Ardería,Arderías,Ardería,Arderiamos,Arderiades,Arderían
Asustaría,Asustarías,Asustaría,Asustariamos,Asustariades,Asustarían
Circularía,Circularías,Circularía,Circulariamos,Circulariades,Circularían
Adiviñaría,Adiviñarías,Adiviñaría,Adiviñariamos,Adiviñariades,Adiviñarían
Titularía,Titularías,Titularía,Titulariamos,Titulariades,Titularían
Frearía,Frearías,Frearía,Freariamos,Freariades,Frearían
Competiría,Competirías,Competiría,Competiriamos,Competiriades,Competirían
Asentaría,Asentarías,Asentaría,Asentariamos,Asentariades,Asentarían
Solucionaría,Solucionarías,Solucionaría,Solucionariamos,Solucionariades,Solucionarían
Xuraría,Xurarías,Xuraría,Xurariamos,Xurariades,Xurarían
Protestaría,Protestarías,Protestaría,Protestariamos,Protestariades,Protestarían
Mencionaría,Mencionarías,Mencionaría,Mencionariamos,Mencionariades,Mencionarían
Inspiraría,Inspirarías,Inspiraría,Inspirariamos,Inspirariades,Inspirarían
Penetraría,Penetrarías,Penetraría,Penetrariamos,Penetrariades,Penetrarían
Mergullaría,Mergullarías,Mergullaría,Mergullariamos,Mergullariades,Mergullarían
Fitaría,Fitarías,Fitaría,Fitariamos,Fitariades,Fitarían
Transcorrería,Transcorrerías,Transcorrería,Transcorreriamos,Transcorreriades,Transcorrerían
Suspendería,Suspenderías,Suspendería,Suspenderiamos,Suspenderiades,Suspenderían
Relataría,Relatarías,Relataría,Relatariamos,Relatariades,Relatarían
Aspiraría,Aspirarías,Aspiraría,Aspirariamos,Aspirariades,Aspirarían
Desprendería,Desprenderías,Desprendería,Desprenderiamos,Desprenderiades,Desprenderían
Regalaría,Regalarías,Regalaría,Regalariamos,Regalariades,Regalarían
Albiscaría,Albiscarías,Albiscaría,Albiscariamos,Albiscariades,Albiscarían
Navegaría,Navegarías,Navegaría,Navegariamos,Navegariades,Navegarían
Queixaría,Queixarías,Queixaría,Queixariamos,Queixariades,Queixarían
Pescaría,Pescarías,Pescaría,Pescariamos,Pescariades,Pescarían
Difundiría,Difundirías,Difundiría,Difundiriamos,Difundiriades,Difundirían
Potenciaría,Potenciarías,Potenciaría,Potenciariamos,Potenciariades,Potenciarían
Reivindicaría,Reivindicarías,Reivindicaría,Reivindicariamos,Reivindicariades,Reivindicarían
Cuestionaría,Cuestionarías,Cuestionaría,Cuestionariamos,Cuestionariades,Cuestionarían
Lideraría,Liderarías,Lideraría,Liderariamos,Liderariades,Liderarían
Emprendería,Emprenderías,Emprendería,Emprenderiamos,Emprenderiades,Emprenderían
Descendería,Descenderías,Descendería,Descenderiamos,Descenderiades,Descenderían
Aconsellaría,Aconsellarías,Aconsellaría,Aconsellariamos,Aconsellariades,Aconsellarían
Rendería,Renderías,Rendería,Renderiamos,Renderiades,Renderían
Derrubaría,Derrubarías,Derrubaría,Derrubariamos,Derrubariades,Derrubarían
Combinaría,Combinarías,Combinaría,Combinariamos,Combinariades,Combinarían
Impartiría,Impartirías,Impartiría,Impartiriamos,Impartiriades,Impartirían
Aportaría,Aportarías,Aportaría,Aportariamos,Aportariades,Aportarían
Comportaría,Comportarías,Comportaría,Comportariamos,Comportariades,Comportarían
Debatería,Debaterías,Debatería,Debateriamos,Debateriades,Debaterían
Comenzaría,Comenzarías,Comenzaría,Comenzariamos,Comenzariades,Comenzarían
Avaliaría,Avaliarías,Avaliaría,Avaliariamos,Avaliariades,Avaliarían
Aforraría,Aforrarías,Aforraría,Aforrariamos,Aforrariades,Aforrarían
Condicionaría,Condicionarías,Condicionaría,Condicionariamos,Condicionariades,Condicionarían
Fodería,Foderías,Fodería,Foderiamos,Foderiades,Foderían
Disimularía,Disimularías,Disimularía,Disimulariamos,Disimulariades,Disimularían
Iluminaría,Iluminarías,Iluminaría,Iluminariamos,Iluminariades,Iluminarían
Descartaría,Descartarías,Descartaría,Descartariamos,Descartariades,Descartarían
Desculparía,Desculparías,Desculparía,Desculpariamos,Desculpariades,Desculparían
Finalizaría,Finalizarías,Finalizaría,Finalizariamos,Finalizariades,Finalizarían
Acostumaría,Acostumarías,Acostumaría,Acostumariamos,Acostumariades,Acostumarían
Premiaría,Premiarías,Premiaría,Premiariamos,Premiariades,Premiarían
Cadraría,Cadrarías,Cadraría,Cadrariamos,Cadrariades,Cadrarían
Tremería,Tremerías,Tremería,Tremeriamos,Tremeriades,Tremerían
Restaría,Restarías,Restaría,Restariamos,Restariades,Restarían
Suxeitaría,Suxeitarías,Suxeitaría,Suxeitariamos,Suxeitariades,Suxeitarían
Concibiría,Concibirías,Concibiría,Concibiriamos,Concibiriades,Concibirían
Cravaría,Cravarías,Cravaría,Cravariamos,Cravariades,Cravarían
Forzaría,Forzarías,Forzaría,Forzariamos,Forzariades,Forzarían
Exclamaría,Exclamarías,Exclamaría,Exclamariamos,Exclamariades,Exclamarían
Pillaría,Pillarías,Pillaría,Pillariamos,Pillariades,Pillarían
Anotaría,Anotarías,Anotaría,Anotariamos,Anotariades,Anotarían
Encamiñaría,Encamiñarías,Encamiñaría,Encamiñariamos,Encamiñariades,Encamiñarían
Intuiría,Intuirías,Intuiría,Intuiriamos,Intuiriades,Intuirían
Invadiría,Invadirías,Invadiría,Invadiriamos,Invadiriades,Invadirían
Multiplicaría,Multiplicarías,Multiplicaría,Multiplicariamos,Multiplicariades,Multiplicarían
Obedecería,Obedecerías,Obedecería,Obedeceriamos,Obedeceriades,Obedecerían
Orixinaría,Orixinarías,Orixinaría,Orixinariamos,Orixinariades,Orixinarían
Depositaría,Depositarías,Depositaría,Depositariamos,Depositariades,Depositarían
Argumentaría,Argumentarías,Argumentaría,Argumentariamos,Argumentariades,Argumentarían
Proclamaría,Proclamarías,Proclamaría,Proclamariamos,Proclamariades,Proclamarían
Proseguiría,Proseguirías,Proseguiría,Proseguiriamos,Proseguiriades,Proseguirían
Reiteraría,Reiterarías,Reiteraría,Reiterariamos,Reiterariades,Reiterarían
Admiraría,Admirarías,Admiraría,Admirariamos,Admirariades,Admirarían
Acumularía,Acumularías,Acumularía,Acumulariamos,Acumulariades,Acumularían
Encabezaría,Encabezarías,Encabezaría,Encabezariamos,Encabezariades,Encabezarían
Diferenciaría,Diferenciarías,Diferenciaría,Diferenciariamos,Diferenciariades,Diferenciarían
Retomaría,Retomarías,Retomaría,Retomariamos,Retomariades,Retomarían
Aproximaría,Aproximarías,Aproximaría,Aproximariamos,Aproximariades,Aproximarían
Concretaría,Concretarías,Concretaría,Concretariamos,Concretariades,Concretarían
Agregaría,Agregarías,Agregaría,Agregariamos,Agregariades,Agregarían
Axustaría,Axustarías,Axustaría,Axustariamos,Axustariades,Axustarían
Acariñaría,Acariñarías,Acariñaría,Acariñariamos,Acariñariades,Acariñarían
Brillaría,Brillarías,Brillaría,Brillariamos,Brillariades,Brillarían
Autorizaría,Autorizarías,Autorizaría,Autorizariamos,Autorizariades,Autorizarían
Expulsaría,Expulsarías,Expulsaría,Expulsariamos,Expulsariades,Expulsarían
Retornaría,Retornarías,Retornaría,Retornariamos,Retornariades,Retornarían
Imitaría,Imitarías,Imitaría,Imitariamos,Imitariades,Imitarían
Alertaría,Alertarías,Alertaría,Alertariamos,Alertariades,Alertarían
Escondería,Esconderías,Escondería,Esconderiamos,Esconderiades,Esconderían
Esgotaría,Esgotarías,Esgotaría,Esgotariamos,Esgotariades,Esgotarían
Reservaría,Reservarías,Reservaría,Reservariamos,Reservariades,Reservarían
Resaltaría,Resaltarías,Resaltaría,Resaltariamos,Resaltariades,Resaltarían
Prolongaría,Prolongarías,Prolongaría,Prolongariamos,Prolongariades,Prolongarían
Captaría,Captarías,Captaría,Captariamos,Captariades,Captarían
Transportaría,Transportarías,Transportaría,Transportariamos,Transportariades,Transportarían
Atinxiría,Atinxirías,Atinxiría,Atinxiriamos,Atinxiriades,Atinxirían
Encaixaría,Encaixarías,Encaixaría,Encaixariamos,Encaixariades,Encaixarían
Propiciaría,Propiciarías,Propiciaría,Propiciariamos,Propiciariades,Propiciarían
Descargaría,Descargarías,Descargaría,Descargariamos,Descargariades,Descargarían
Matinaría,Matinarías,Matinaría,Matinariamos,Matinariades,Matinarían
Programaría,Programarías,Programaría,Programariamos,Programariades,Programarían
Corrixiría,Corrixirías,Corrixiría,Corrixiriamos,Corrixiriades,Corrixirían
Alteraría,Alterarías,Alteraría,Alterariamos,Alterariades,Alterarían
Disputaría,Disputarías,Disputaría,Disputariamos,Disputariades,Disputarían
Imporía,Imporías,Imporía,Imporiamos,Imporiades,Imporían
Examinaría,Examinarías,Examinaría,Examinariamos,Examinariades,Examinarían
Conviviría,Convivirías,Conviviría,Conviviriamos,Conviviriades,Convivirían
Fiaría,Fiarías,Fiaría,Fiariamos,Fiariades,Fiarían
Apuraría,Apurarías,Apuraría,Apurariamos,Apurariades,Apurarían
Apañaría,Apañarías,Apañaría,Apañariamos,Apañariades,Apañarían
Aludiría,Aludirías,Aludiría,Aludiriamos,Aludiriades,Aludirían
Abranguería,Abranguerías,Abranguería,Abrangueriamos,Abrangueriades,Abranguerían
Espetaría,Espetarías,Espetaría,Espetariamos,Espetariades,Espetarían
Quentaría,Quentarías,Quentaría,Quentariamos,Quentariades,Quentarían
Renovaría,Renovarías,Renovaría,Renovariamos,Renovariades,Renovarían
Acreditaría,Acreditarías,Acreditaría,Acreditariamos,Acreditariades,Acreditarían
Rescataría,Rescatarías,Rescataría,Rescatariamos,Rescatariades,Rescatarían
Empurraría,Empurrarías,Empurraría,Empurrariamos,Empurrariades,Empurrarían
