Eu,Ti,El/Ela,Nós,Vós,Eles/Elas
Prometera,Prometeras,Prometera,Prometeramos,Prometerades,Prometeran
Pegara,Pegaras,Pegara,Pegaramos,Pegarades,Pegaran
Revelara,Revelaras,Revelara,Revelaramos,Revelarades,Revelaran
Ordenara,Ordenaras,Ordenara,Ordenaramos,Ordenarades,Ordenaran
Consumira,Consumiras,Consumira,Consumiramos,Consumirades,Consumiran
Convira,Conviras,Convira,Conviramos,Convirades,Conviran
Pintara,Pintaras,Pintara,Pintaramos,Pintarades,Pintaran
Ensinara,Ensinaras,Ensinara,Ensinaramos,Ensinarades,Ensinaran
Describira,Describiras,Describira,Describiramos,Describirades,Describiran
Agradecera,Agradeceras,Agradecera,Agradeceramos,Agradecerades,Agradeceran
Adaptara,Adaptaras,Adaptara,Adaptaramos,Adaptarades,Adaptaran
Paseara,Pasearas,Paseara,Pasearamos,Pasearades,Pasearan
Cualificara,Cualificaras,Cualificara,Cualificaramos,Cualificarades,Cualificaran
Comprara,Compraras,Comprara,Compraramos,Comprarades,Compraran
Detectara,Detectaras,Detectara,Detectaramos,Detectarades,Detectaran
Reparara,Repararas,Reparara,Repararamos,Repararades,Repararan
Saltara,Saltaras,Saltara,Saltaramos,Saltarades,Saltaran
Presidira,Presidiras,Presidira,Presidiramos,Presidirades,Presidiran
Impulsara,Impulsaras,Impulsara,Impulsaramos,Impulsarades,Impulsaran
Temera,Temeras,Temera,Temeramos,Temerades,Temeran
Substituíra,Substituíras,Substituíra,Substituiramos,Substituirades,Substituíran
Supuxera,Supuxeras,Supuxera,Supuxeramos,Supuxerades,Supuxeran
Adiantara,Adiantaras,Adiantara,Adiantaramos,Adiantarades,Adiantaran
Condenara,Condenaras,Condenara,Condenaramos,Condenarades,Condenaran
Animara,Animaras,Animara,Animaramos,Animarades,Animaran
Medira,Mediras,Medira,Mediramos,Medirades,Mediran
Investigara,Investigaras,Investigara,Investigaramos,Investigarades,Investigaran
Pronunciara,Pronunciaras,Pronunciara,Pronunciaramos,Pronunciarades,Pronunciaran
Cometera,Cometeras,Cometera,Cometeramos,Cometerades,Cometeran
Eliminara,Eliminaras,Eliminara,Eliminaramos,Eliminarades,Eliminaran
Limpara,Limparas,Limpara,Limparamos,Limparades,Limparan
Aclarara,Aclararas,Aclarara,Aclararamos,Aclararades,Aclararan
Concentrara,Concentraras,Concentrara,Concentraramos,Concentrarades,Concentraran
Conformara,Conformaras,Conformara,Conformaramos,Conformarades,Conformaran
Mesturara,Mesturaras,Mesturara,Mesturaramos,Mesturarades,Mesturaran
Optara,Optaras,Optara,Optaramos,Optarades,Optaran
Abordara,Abordaras,Abordara,Abordaramos,Abordarades,Abordaran
Desfixera,Desfixeras,Desfixera,Desfixeramos,Desfixerades,Desfixeran
Bailara,Bailaras,Bailara,Bailaramos,Bailarades,Bailaran
Dominara,Dominaras,Dominara,Dominaramos,Dominarades,Dominaran
Arrastrara,Arrastraras,Arrastrara,Arrastraramos,Arrastrarades,Arrastraran
Experimentara,Experimentaras,Experimentara,Experimentaramos,Experimentarades,Experimentaran
Achara,Acharas,Achara,Acharamos,Acharades,Acharan
Votara,Votaras,Votara,Votaramos,Votarades,Votaran
Caracterizara,Caracterizaras,Caracterizara,Caracterizaramos,Caracterizarades,Caracterizaran
Ocultara,Ocultaras,Ocultara,Ocultaramos,Ocultarades,Ocultaran
Formulara,Formularas,Formulara,Formularamos,Formularades,Formularan
Padecera,Padeceras,Padecera,Padeceramos,Padecerades,Padeceran
Perdoara,Perdoaras,Perdoara,Perdoaramos,Perdoarades,Perdoaran
Repartira,Repartiras,Repartira,Repartiramos,Repartirades,Repartiran
Proporcionara,Proporcionaras,Proporcionara,Proporcionaramos,Proporcionarades,Proporcionaran
Agochara,Agocharas,Agochara,Agocharamos,Agocharades,Agocharan
Requirira,Requiriras,Requirira,Requiriramos,Requirirades,Requiriran
Voara,Voaras,Voara,Voaramos,Voarades,Voaran
Resistira,Resistiras,Resistira,Resistiramos,Resistirades,Resistiran
Nomeara,Nomearas,Nomeara,Nomearamos,Nomearades,Nomearan
Vencera,Venceras,Vencera,Venceramos,Vencerades,Venceran
Comprometera,Comprometeras,Comprometera,Comprometeramos,Comprometerades,Comprometeran
Ameazara,Ameazaras,Ameazara,Ameazaramos,Ameazarades,Ameazaran
Soltara,Soltaras,Soltara,Soltaramos,Soltarades,Soltaran
Gastara,Gastaras,Gastara,Gastaramos,Gastarades,Gastaran
Saudara,Saudaras,Saudara,Saudaramos,Saudarades,Saudaran
Practicara,Practicaras,Practicara,Practicaramos,Practicarades,Practicaran
Envolvera,Envolveras,Envolvera,Envolveramos,Envolverades,Envolveran
Recomendara,Recomendaras,Recomendara,Recomendaramos,Recomendarades,Recomendaran
Calculara,Calcularas,Calculara,Calcularamos,Calcularades,Calcularan
Perseguira,Perseguiras,Perseguira,Perseguiramos,Perseguirades,Perseguiran
Arrincara,Arrincaras,Arrincara,Arrincaramos,Arrincarades,Arrincaran
Respirara,Respiraras,Respirara,Respiraramos,Respirarades,Respiraran
Localizara,Localizaras,Localizara,Localizaramos,Localizarades,Localizaran
Dotara,Dotaras,Dotara,Dotaramos,Dotarades,Dotaran
Ampliara,Ampliaras,Ampliara,Ampliaramos,Ampliarades,Ampliaran
Gravara,Gravaras,Gravara,Gravaramos,Gravarades,Gravaran
Ignorara,Ignoraras,Ignorara,Ignoraramos,Ignorarades,Ignoraran
Convidara,Convidaras,Convidara,Convidaramos,Convidarades,Convidaran
Traducira,Traduciras,Traducira,Traduciramos,Traducirades,Traduciran
Reforzara,Reforzaras,Reforzara,Reforzaramos,Reforzarades,Reforzaran
Carecera,Careceras,Carecera,Careceramos,Carecerades,Careceran
Descansara,Descansaras,Descansara,Descansaramos,Descansarades,Descansaran
Alimentara,Alimentaras,Alimentara,Alimentaramos,Alimentarades,Alimentaran
Modificara,Modificaras,Modificara,Modificaramos,Modificarades,Modificaran
Apreciara,Apreciaras,Apreciara,Apreciaramos,Apreciarades,Apreciaran
Consultara,Consultaras,Consultara,Consultaramos,Consultarades,Consultaran
Disparara,Dispararas,Disparara,Dispararamos,Dispararades,Dispararan
Editara,Editaras,Editara,Editaramos,Editarades,Editaran
Fumara,Fumaras,Fumara,Fumaramos,Fumarades,Fumaran
Atacara,Atacaras,Atacara,Atacaramos,Atacarades,Atacaran
Afixera,Afixeras,Afixera,Afixeramos,Afixerades,Afixeran
Conectara,Conectaras,Conectara,Conectaramos,Conectarades,Conectaran
Chovera
Prohibira,Prohibiras,Prohibira,Prohibiramos,Prohibirades,Prohibiran
Abondara,Abondaras,Abondara,Abondaramos,Abondarades,Abondaran
Interrompera,Interromperas,Interrompera,Interromperamos,Interromperades,Interromperan
Comparara,Compararas,Comparara,Compararamos,Compararades,Compararan
Liberara,Liberaras,Liberara,Liberaramos,Liberarades,Liberaran
Terminara,Terminaras,Terminara,Terminaramos,Terminarades,Terminaran
Queimara,Queimaras,Queimara,Queimaramos,Queimarades,Queimaran
Recorrera,Recorreras,Recorrera,Recorreramos,Recorrerades,Recorreran
Doera,Doeras,Doera,Doeramos,Doerades,Doeran
Discutira,Discutiras,Discutira,Discutiramos,Discutirades,Discutiran
Cedera,Cederas,Cedera,Cederamos,Cederades,Cederan
Colgara,Colgaras,Colgara,Colgaramos,Colgarades,Colgaran
Bicara,Bicaras,Bicara,Bicaramos,Bicarades,Bicaran
Apagara,Apagaras,Apagara,Apagaramos,Apagarades,Apagaran
Atribuíra,Atribuíras,Atribuíra,Atribuiramos,Atribuirades,Atribuíran
Xirara,Xiraras,Xirara,Xiraramos,Xirarades,Xiraran
Debuxara,Debuxaras,Debuxara,Debuxaramos,Debuxarades,Debuxaran
Afrontara,Afrontaras,Afrontara,Afrontaramos,Afrontarades,Afrontaran
Soportara,Soportaras,Soportara,Soportaramos,Soportarades,Soportaran
Desprazara,Desprazaras,Desprazara,Desprazaramos,Desprazarades,Desprazaran
Crecera,Creceras,Crecera,Creceramos,Crecerades,Creceran
Acendera,Acenderas,Acendera,Acenderamos,Acenderades,Acenderan
Espallara,Espallaras,Espallara,Espallaramos,Espallarades,Espallaran
Inventara,Inventaras,Inventara,Inventaramos,Inventarades,Inventaran
Agarrara,Agarraras,Agarrara,Agarraramos,Agarrarades,Agarraran
Outorgara,Outorgaras,Outorgara,Outorgaramos,Outorgarades,Outorgaran
Asomara,Asomaras,Asomara,Asomaramos,Asomarades,Asomaran
Vinculara,Vincularas,Vinculara,Vincularamos,Vincularades,Vincularan
Sospeitara,Sospeitaras,Sospeitara,Sospeitaramos,Sospeitarades,Sospeitaran
Xulgara,Xulgaras,Xulgara,Xulgaramos,Xulgarades,Xulgaran
Dividira,Dividiras,Dividira,Dividiramos,Dividirades,Dividiran
Denominara,Denominaras,Denominara,Denominaramos,Denominarades,Denominaran
Investira,Investiras,Investira,Investiramos,Investirades,Investiran
Adicara,Adicaras,Adicara,Adicaramos,Adicarades,Adicaran
Influíra,Influíras,Influíra,Influiramos,Influirades,Influíran
Habitara,Habitaras,Habitara,Habitaramos,Habitarades,Habitaran
Renunciara,Renunciaras,Renunciara,Renunciaramos,Renunciarades,Renunciaran
Demandara,Demandaras,Demandara,Demandaramos,Demandarades,Demandaran
Tapara,Taparas,Tapara,Taparamos,Taparades,Taparan
Sobrevivira,Sobreviviras,Sobrevivira,Sobreviviramos,Sobrevivirades,Sobreviviran
Apertara,Apertaras,Apertara,Apertaramos,Apertarades,Apertaran
Aturara,Aturaras,Aturara,Aturaramos,Aturarades,Aturaran
Petara,Petaras,Petara,Petaramos,Petarades,Petaran
Confundira,Confundiras,Confundira,Confundiramos,Confundirades,Confundiran
Proxectara,Proxectaras,Proxectara,Proxectaramos,Proxectarades,Proxectaran
Estimara,Estimaras,Estimara,Estimaramos,Estimarades,Estimaran
Agachara,Agacharas,Agachara,Agacharamos,Agacharades,Agacharan
Atraera,Atraeras,Atraera,Atraeramos,Atraerades,Atraeran
Remitira,Remitiras,Remitira,Remitiramos,Remitirades,Remitiran
Estreara,Estrearas,Estreara,Estrearamos,Estrearades,Estrearan
Dispuxera,Dispuxeras,Dispuxera,Dispuxeramos,Dispuxerades,Dispuxeran
Ascendera,Ascenderas,Ascendera,Ascenderamos,Ascenderades,Ascenderan
Asociara,Asociaras,Asociara,Asociaramos,Asociarades,Asociaran
Elevara,Elevaras,Elevara,Elevaramos,Elevarades,Elevaran
Inaugurara,Inauguraras,Inaugurara,Inauguraramos,Inaugurarades,Inauguraran
Enganara,Enganaras,Enganara,Enganaramos,Enganarades,Enganaran
Molestara,Molestaras,Molestara,Molestaramos,Molestarades,Molestaran
Regulara,Regularas,Regulara,Regularamos,Regularades,Regularan
Pesara,Pesaras,Pesara,Pesaramos,Pesarades,Pesaran
Incidira,Incidiras,Incidira,Incidiramos,Incidirades,Incidiran
Opinara,Opinaras,Opinara,Opinaramos,Opinarades,Opinaran
Manexara,Manexaras,Manexara,Manexaramos,Manexarades,Manexaran
Fomentara,Fomentaras,Fomentara,Fomentaramos,Fomentarades,Fomentaran
Invitara,Invitaras,Invitara,Invitaramos,Invitarades,Invitaran
Fundara,Fundaras,Fundara,Fundaramos,Fundarades,Fundaran
Diminuíra,Diminuíras,Diminuíra,Diminuiramos,Diminuirades,Diminuíran
Operara,Operaras,Operara,Operaramos,Operarades,Operaran
Lamentara,Lamentaras,Lamentara,Lamentaramos,Lamentarades,Lamentaran
Asasinara,Asasinaras,Asasinara,Asasinaramos,Asasinarades,Asasinaran
Arranxara,Arranxaras,Arranxara,Arranxaramos,Arranxarades,Arranxaran
Criara,Criaras,Criara,Criaramos,Criarades,Criaran
Descoñecera,Descoñeceras,Descoñecera,Descoñeceramos,Descoñecerades,Descoñeceran
Namorara,Namoraras,Namorara,Namoraramos,Namorarades,Namoraran
Destruíra,Destruíras,Destruíra,Destruiramos,Destruirades,Destruíran
Cheirara,Cheiraras,Cheirara,Cheiraramos,Cheirarades,Cheiraran
Guiara,Guiaras,Guiara,Guiaramos,Guiarades,Guiaran
Lavara,Lavaras,Lavara,Lavaramos,Lavarades,Lavaran
Xestionara,Xestionaras,Xestionara,Xestionaramos,Xestionarades,Xestionaran
Efectuara,Efectuaras,Efectuara,Efectuaramos,Efectuarades,Efectuaran
Orientara,Orientaras,Orientara,Orientaramos,Orientarades,Orientaran
Apartara,Apartaras,Apartara,Apartaramos,Apartarades,Apartaran
Ouvira,Ouviras,Ouvira,Ouviramos,Ouvirades,Ouviran
Reaccionara,Reaccionaras,Reaccionara,Reaccionaramos,Reaccionarades,Reaccionaran
Vixiara,Vixiaras,Vixiara,Vixiaramos,Vixiarades,Vixiaran
Afundira,Afundiras,Afundira,Afundiramos,Afundirades,Afundiran
Atara,Ataras,Atara,Ataramos,Atarades,Ataran
Constatara,Constataras,Constatara,Constataramos,Constatarades,Constataran
Financiara,Financiaras,Financiara,Financiaramos,Financiarades,Financiaran
Tornara,Tornaras,Tornara,Tornaramos,Tornarades,Tornaran
Abrazara,Abrazaras,Abrazara,Abrazaramos,Abrazarades,Abrazaran
Constara,Constaras,Constara,Constaramos,Constarades,Constaran
Negociara,Negociaras,Negociara,Negociaramos,Negociarades,Negociaran
Enterrara,Enterraras,Enterrara,Enterraramos,Enterrarades,Enterraran
Estrañara,Estrañaras,Estrañara,Estrañaramos,Estrañarades,Estrañaran
Pendurara,Penduraras,Pendurara,Penduraramos,Pendurarades,Penduraran
Protagonizara,Protagonizaras,Protagonizara,Protagonizaramos,Protagonizarades,Protagonizaran
Aguantara,Aguantaras,Aguantara,Aguantaramos,Aguantarades,Aguantaran
Armara,Armaras,Armara,Armaramos,Armarades,Armaran
Ingresara,Ingresaras,Ingresara,Ingresaramos,Ingresarades,Ingresaran
Ligara,Ligaras,Ligara,Ligaramos,Ligarades,Ligaran
Librara,Libraras,Librara,Libraramos,Librarades,Libraran
Revisara,Revisaras,Revisara,Revisaramos,Revisarades,Revisaran
Asentira,Asentiras,Asentira,Asentiramos,Asentirades,Asentiran
Reproducira,Reproduciras,Reproducira,Reproduciramos,Reproducirades,Reproduciran
Seleccionara,Seleccionaras,Seleccionara,Seleccionaramos,Seleccionarades,Seleccionaran
Suxerira,Suxeriras,Suxerira,Suxeriramos,Suxerirades,Suxeriran
Distribuíra,Distribuíras,Distribuíra,Distribuiramos,Distribuirades,Distribuíran
Curara,Curaras,Curara,Curaramos,Curarades,Curaran
Remexera,Remexeras,Remexera,Remexeramos,Remexerades,Remexeran
Contratara,Contrataras,Contratara,Contrataramos,Contratarades,Contrataran
Variara,Variaras,Variara,Variaramos,Variarades,Variaran
Executara,Executaras,Executara,Executaramos,Executarades,Executaran
Mentira,Mentiras,Mentira,Mentiramos,Mentirades,Mentiran
Reflexionara,Reflexionaras,Reflexionara,Reflexionaramos,Reflexionarades,Reflexionaran
Combatera,Combateras,Combatera,Combateramos,Combaterades,Combateran
Consolidara,Consolidaras,Consolidara,Consolidaramos,Consolidarades,Consolidaran
Resumira,Resumiras,Resumira,Resumiramos,Resumirades,Resumiran
Residira,Residiras,Residira,Residiramos,Residirades,Residiran
Ceara,Cearas,Ceara,Cearamos,Cearades,Cearan
Fallara,Fallaras,Fallara,Fallaramos,Fallarades,Fallaran
Afogara,Afogaras,Afogara,Afogaramos,Afogarades,Afogaran
Beneficiara,Beneficiaras,Beneficiara,Beneficiaramos,Beneficiarades,Beneficiaran
Rezara,Rezaras,Rezara,Rezaramos,Rezarades,Rezaran
Fabricara,Fabricaras,Fabricara,Fabricaramos,Fabricarades,Fabricaran
Pisara,Pisaras,Pisara,Pisaramos,Pisarades,Pisaran
Falecera,Faleceras,Falecera,Faleceramos,Falecerades,Faleceran
Rachara,Racharas,Rachara,Racharamos,Racharades,Racharan
Ardera,Arderas,Ardera,Arderamos,Arderades,Arderan
Asustara,Asustaras,Asustara,Asustaramos,Asustarades,Asustaran
Circulara,Circularas,Circulara,Circularamos,Circularades,Circularan
Adiviñara,Adiviñaras,Adiviñara,Adiviñaramos,Adiviñarades,Adiviñaran
Titulara,Titularas,Titulara,Titularamos,Titularades,Titularan
Freara,Frearas,Freara,Frearamos,Frearades,Frearan
Competira,Competiras,Competira,Competiramos,Competirades,Competiran
Asentara,Asentaras,Asentara,Asentaramos,Asentarades,Asentaran
Solucionara,Solucionaras,Solucionara,Solucionaramos,Solucionarades,Solucionaran
Xurara,Xuraras,Xurara,Xuraramos,Xurarades,Xuraran
Protestara,Protestaras,Protestara,Protestaramos,Protestarades,Protestaran
Mencionara,Mencionaras,Mencionara,Mencionaramos,Mencionarades,Mencionaran
Inspirara,Inspiraras,Inspirara,Inspiraramos,Inspirarades,Inspiraran
Penetrara,Penetraras,Penetrara,Penetraramos,Penetrarades,Penetraran
Mergullara,Mergullaras,Mergullara,Mergullaramos,Mergullarades,Mergullaran
Fitara,Fitaras,Fitara,Fitaramos,Fitarades,Fitaran
Transcorrera,Transcorreras,Transcorrera,Transcorreramos,Transcorrerades,Transcorreran
Suspendera,Suspenderas,Suspendera,Suspenderamos,Suspenderades,Suspenderan
Relatara,Relataras,Relatara,Relataramos,Relatarades,Relataran
Aspirara,Aspiraras,Aspirara,Aspiraramos,Aspirarades,Aspiraran
Desprendera,Desprenderas,Desprendera,Desprenderamos,Desprenderades,Desprenderan
Regalara,Regalaras,Regalara,Regalaramos,Regalarades,Regalaran
Albiscara,Albiscaras,Albiscara,Albiscaramos,Albiscarades,Albiscaran
Navegara,Navegaras,Navegara,Navegaramos,Navegarades,Navegaran
Queixara,Queixaras,Queixara,Queixaramos,Queixarades,Queixaran
Pescara,Pescaras,Pescara,Pescaramos,Pescarades,Pescaran
Difundira,Difundiras,Difundira,Difundiramos,Difundirades,Difundiran
Potenciara,Potenciaras,Potenciara,Potenciaramos,Potenciarades,Potenciaran
Reivindicara,Reivindicaras,Reivindicara,Reivindicaramos,Reivindicarades,Reivindicaran
Cuestionara,Cuestionaras,Cuestionara,Cuestionaramos,Cuestionarades,Cuestionaran
Liderara,Lideraras,Liderara,Lideraramos,Liderarades,Lideraran
Emprendera,Emprenderas,Emprendera,Emprenderamos,Emprenderades,Emprenderan
Descendera,Descenderas,Descendera,Descenderamos,Descenderades,Descenderan
Aconsellara,Aconsellaras,Aconsellara,Aconsellaramos,Aconsellarades,Aconsellaran
Rendera,Renderas,Rendera,Renderamos,Renderades,Renderan
Derrubara,Derrubaras,Derrubara,Derrubaramos,Derrubarades,Derrubaran
Combinara,Combinaras,Combinara,Combinaramos,Combinarades,Combinaran
Impartira,Impartiras,Impartira,Impartiramos,Impartirades,Impartiran
Aportara,Aportaras,Aportara,Aportaramos,Aportarades,Aportaran
Comportara,Comportaras,Comportara,Comportaramos,Comportarades,Comportaran
Debatera,Debateras,Debatera,Debateramos,Debaterades,Debateran
Comenzara,Comenzaras,Comenzara,Comenzaramos,Comenzarades,Comenzaran
Avaliara,Avaliaras,Avaliara,Avaliaramos,Avaliarades,Avaliaran
Aforrara,Aforraras,Aforrara,Aforraramos,Aforrarades,Aforraran
Condicionara,Condicionaras,Condicionara,Condicionaramos,Condicionarades,Condicionaran
Fodera,Foderas,Fodera,Foderamos,Foderades,Foderan
Disimulara,Disimularas,Disimulara,Disimularamos,Disimularades,Disimularan
Iluminara,Iluminaras,Iluminara,Iluminaramos,Iluminarades,Iluminaran
Descartara,Descartaras,Descartara,Descartaramos,Descartarades,Descartaran
Desculpara,Desculparas,Desculpara,Desculparamos,Desculparades,Desculparan
Finalizara,Finalizaras,Finalizara,Finalizaramos,Finalizarades,Finalizaran
Acostumara,Acostumaras,Acostumara,Acostumaramos,Acostumarades,Acostumaran
Premiara,Premiaras,Premiara,Premiaramos,Premiarades,Premiaran
Cadrara,Cadraras,Cadrara,Cadraramos,Cadrarades,Cadraran
Tremera,Tremeras,Tremera,Tremeramos,Tremerades,Tremeran
Restara,Restaras,Restara,Restaramos,Restarades,Restaran
Suxeitara,Suxeitaras,Suxeitara,Suxeitaramos,Suxeitarades,Suxeitaran
Concibira,Concibiras,Concibira,Concibiramos,Concibirades,Concibiran
Cravara,Cravaras,Cravara,Cravaramos,Cravarades,Cravaran
Forzara,Forzaras,Forzara,Forzaramos,Forzarades,Forzaran
Exclamara,Exclamaras,Exclamara,Exclamaramos,Exclamarades,Exclamaran
Pillara,Pillaras,Pillara,Pillaramos,Pillarades,Pillaran
Anotara,Anotaras,Anotara,Anotaramos,Anotarades,Anotaran
Encamiñara,Encamiñaras,Encamiñara,Encamiñaramos,Encamiñarades,Encamiñaran
Intuíra,Intuíras,Intuíra,Intuiramos,Intuirades,Intuíran
Invadira,Invadiras,Invadira,Invadiramos,Invadirades,Invadiran
Multiplicara,Multiplicaras,Multiplicara,Multiplicaramos,Multiplicarades,Multiplicaran
Obedecera,Obedeceras,Obedecera,Obedeceramos,Obedecerades,Obedeceran
Orixinara,Orixinaras,Orixinara,Orixinaramos,Orixinarades,Orixinaran
Depositara,Depositaras,Depositara,Depositaramos,Depositarades,Depositaran
Argumentara,Argumentaras,Argumentara,Argumentaramos,Argumentarades,Argumentaran
Proclamara,Proclamaras,Proclamara,Proclamaramos,Proclamarades,Proclamaran
Proseguira,Proseguiras,Proseguira,Proseguiramos,Proseguirades,Proseguiran
Reiterara,Reiteraras,Reiterara,Reiteraramos,Reiterarades,Reiteraran
Admirara,Admiraras,Admirara,Admiraramos,Admirarades,Admiraran
Acumulara,Acumularas,Acumulara,Acumularamos,Acumularades,Acumularan
Encabezara,Encabezaras,Encabezara,Encabezaramos,Encabezarades,Encabezaran
Diferenciara,Diferenciaras,Diferenciara,Diferenciaramos,Diferenciarades,Diferenciaran
Retomara,Retomaras,Retomara,Retomaramos,Retomarades,Retomaran
Aproximara,Aproximaras,Aproximara,Aproximaramos,Aproximarades,Aproximaran
Concretara,Concretaras,Concretara,Concretaramos,Concretarades,Concretaran
Agregara,Agregaras,Agregara,Agregaramos,Agregarades,Agregaran
Axustara,Axustaras,Axustara,Axustaramos,Axustarades,Axustaran
Acariñara,Acariñaras,Acariñara,Acariñaramos,Acariñarades,Acariñaran
Brillara,Brillaras,Brillara,Brillaramos,Brillarades,Brillaran
Autorizara,Autorizaras,Autorizara,Autorizaramos,Autorizarades,Autorizaran
Expulsara,Expulsaras,Expulsara,Expulsaramos,Expulsarades,Expulsaran
Retornara,Retornaras,Retornara,Retornaramos,Retornarades,Retornaran
Imitara,Imitaras,Imitara,Imitaramos,Imitarades,Imitaran
Alertara,Alertaras,Alertara,Alertaramos,Alertarades,Alertaran
Escondera,Esconderas,Escondera,Esconderamos,Esconderades,Esconderan
Esgotara,Esgotaras,Esgotara,Esgotaramos,Esgotarades,Esgotaran
Reservara,Reservaras,Reservara,Reservaramos,Reservarades,Reservaran
Resaltara,Resaltaras,Resaltara,Resaltaramos,Resaltarades,Resaltaran
Prolongara,Prolongaras,Prolongara,Prolongaramos,Prolongarades,Prolongaran
Captara,Captaras,Captara,Captaramos,Captarades,Captaran
Transportara,Transportaras,Transportara,Transportaramos,Transportarades,Transportaran
Atinxira,Atinxiras,Atinxira,Atinxiramos,Atinxirades,Atinxiran
Encaixara,Encaixaras,Encaixara,Encaixaramos,Encaixarades,Encaixaran
Propiciara,Propiciaras,Propiciara,Propiciaramos,Propiciarades,Propiciaran
Descargara,Descargaras,Descargara,Descargaramos,Descargarades,Descargaran
Matinara,Matinaras,Matinara,Matinaramos,Matinarades,Matinaran
Programara,Programaras,Programara,Programaramos,Programarades,Programaran
Corrixira,Corrixiras,Corrixira,Corrixiramos,Corrixirades,Corrixiran
Alterara,Alteraras,Alterara,Alteraramos,Alterarades,Alteraran
Disputara,Disputaras,Disputara,Disputaramos,Disputarades,Disputaran
Impuxera,Impuxeras,Impuxera,Impuxeramos,Impuxerades,Impuxeran
Examinara,Examinaras,Examinara,Examinaramos,Examinarades,Examinaran
Convivira,Conviviras,Convivira,Conviviramos,Convivirades,Conviviran
Fiara,Fiaras,Fiara,Fiaramos,Fiarades,Fiaran
Apurara,Apuraras,Apurara,Apuraramos,Apurarades,Apuraran
Apañara,Apañaras,Apañara,Apañaramos,Apañarades,Apañaran
Aludira,Aludiras,Aludira,Aludiramos,Aludirades,Aludiran
Abranguera,Abrangueras,Abranguera,Abrangueramos,Abranguerades,Abrangueran
Espetara,Espetaras,Espetara,Espetaramos,Espetarades,Espetaran
Quentara,Quentaras,Quentara,Quentaramos,Quentarades,Quentaran
Renovara,Renovaras,Renovara,Renovaramos,Renovarades,Renovaran
Acreditara,Acreditaras,Acreditara,Acreditaramos,Acreditarades,Acreditaran
Rescatara,Rescataras,Rescatara,Rescataramos,Rescatarades,Rescataran
Empurrara,Empurraras,Empurrara,Empurraramos,Empurrarades,Empurraran
Cultivara,Cultivaras,Cultivara,Cultivaramos,Cultivarades,Cultivaran
Configurara,Configuraras,Configurara,Configuraramos,Configurarades,Configuraran
Repasara,Repasaras,Repasara,Repasaramos,Repasarades,Repasaran
Rexera,Rexeras,Rexera,Rexeramos,Rexerades,Rexeran
Borrara,Borraras,Borrara,Borraramos,Borrarades,Borraran
Compensara,Compensaras,Compensara,Compensaramos,Compensarades,Compensaran
Motivara,Motivaras,Motivara,Motivaramos,Motivarades,Motivaran
Ferira,Feriras,Ferira,Feriramos,Ferirades,Feriran
Estragara,Estragaras,Estragara,Estragaramos,Estragarades,Estragaran
Trocara,Trocaras,Trocara,Trocaramos,Trocarades,Trocaran
Odiara,Odiaras,Odiara,Odiaramos,Odiarades,Odiaran
Narrara,Narraras,Narrara,Narraramos,Narrarades,Narraran
Afondara,Afondaras,Afondara,Afondaramos,Afondarades,Afondaran
Esvarara,Esvararas,Esvarara,Esvararamos,Esvararades,Esvararan
Teimara,Teimaras,Teimara,Teimaramos,Teimarades,Teimaran
Satisfixera,Satisfixeras,Satisfixera,Satisfixeramos,Satisfixerades,Satisfixeran
Arredara,Arredaras,Arredara,Arredaramos,Arredarades,Arredaran
Desvelara,Desvelaras,Desvelara,Desvelaramos,Desvelarades,Desvelaran
Extraera,Extraeras,Extraera,Extraeramos,Extraerades,Extraeran
Trazara,Trazaras,Trazara,Trazaramos,Trazarades,Trazaran
Ceibara,Ceibaras,Ceibara,Ceibaramos,Ceibarades,Ceibaran
Acertara,Acertaras,Acertara,Acertaramos,Acertarades,Acertaran
Paralizara,Paralizaras,Paralizara,Paralizaramos,Paralizarades,Paralizaran
Atrapara,Atraparas,Atrapara,Atraparamos,Atraparades,Atraparan
Mollara,Mollaras,Mollara,Mollaramos,Mollarades,Mollaran
Fervera,Ferveras,Fervera,Ferveramos,Ferverades,Ferveran
Lucira,Luciras,Lucira,Luciramos,Lucirades,Luciran
Sobrara,Sobraras,Sobrara,Sobraramos,Sobrarades,Sobraran
Desempeñara,Desempeñaras,Desempeñara,Desempeñaramos,Desempeñarades,Desempeñaran
Deducira,Deduciras,Deducira,Deduciramos,Deducirades,Deduciran
Portara,Portaras,Portara,Portaramos,Portarades,Portaran
Tragara,Tragaras,Tragara,Tragaramos,Tragarades,Tragaran
Amolara,Amolaras,Amolara,Amolaramos,Amolarades,Amolaran
Dobrara,Dobraras,Dobrara,Dobraramos,Dobrarades,Dobraran
Cesara,Cesaras,Cesara,Cesaramos,Cesarades,Cesaran
Embarcara,Embarcaras,Embarcara,Embarcaramos,Embarcarades,Embarcaran
Contrastara,Contrastaras,Contrastara,Contrastaramos,Contrastarades,Contrastaran
Excluíra,Excluíras,Excluíra,Excluiramos,Excluirades,Excluíran
Guindara,Guindaras,Guindara,Guindaramos,Guindarades,Guindaran
Cansara,Cansaras,Cansara,Cansaramos,Cansarades,Cansaran
Acelerara,Aceleraras,Acelerara,Aceleraramos,Acelerarades,Aceleraran
Opuxera,Opuxeras,Opuxera,Opuxeramos,Opuxerades,Opuxeran
Retera,Reteras,Retera,Reteramos,Reterades,Reteran
