Eu,Ti,El/Ela,Nós,Vós,Eles/Elas
Completase,Completases,Completase,Completásemos,Completásedes,Completasen
Incrementase,Incrementases,Incrementase,Incrementásemos,Incrementásedes,Incrementasen
Transformase,Transformases,Transformase,Transformásemos,Transformásedes,Transformasen
Confesase,Confesases,Confesase,Confesásemos,Confesásedes,Confesasen
Gobernase,Gobernases,Gobernase,Gobernásemos,Gobernásedes,Gobernasen
Salientase,Salientases,Salientase,Salientásemos,Salientásedes,Salientasen
Avisase,Avisases,Avisase,Avisásemos,Avisásedes,Avisasen
Colaborase,Colaborases,Colaborase,Colaborásemos,Colaborásedes,Colaborasen
Favorecese,Favoreceses,Favorecese,Favorecésemos,Favorecésedes,Favorecesen
Prometese,Prometeses,Prometese,Prometésemos,Prometésedes,Prometesen
Pegase,Pegases,Pegase,Pegásemos,Pegásedes,Pegasen
Revelase,Revelases,Revelase,Revelásemos,Revelásedes,Revelasen
Ordenase,Ordenases,Ordenase,Ordenásemos,Ordenásedes,Ordenasen
Consumise,Consumises,Consumise,Consumísemos,Consumísedes,Consumisen
Convise,Convises,Convise,Convísemos,Convísedes,Convisen
Pintase,Pintases,Pintase,Pintásemos,Pintásedes,Pintasen
Ensinase,Ensinases,Ensinase,Ensinásemos,Ensinásedes,Ensinasen
Describise,Describises,Describise,Describísemos,Describísedes,Describisen
Agradecese,Agradeceses,Agradecese,Agradecésemos,Agradecésedes,Agradecesen
Adaptase,Adaptases,Adaptase,Adaptásemos,Adaptásedes,Adaptasen
Pasease,Paseases,Pasease,Paseásemos,Paseásedes,Paseasen
Cualificase,Cualificases,Cualificase,Cualificásemos,Cualificásedes,Cualificasen
Comprase,Comprases,Comprase,Comprásemos,Comprásedes,Comprasen
Detectase,Detectases,Detectase,Detectásemos,Detectásedes,Detectasen
Reparase,Reparases,Reparase,Reparásemos,Reparásedes,Reparasen
Saltase,Saltases,Saltase,Saltásemos,Saltásedes,Saltasen
Presidise,Presidises,Presidise,Presidísemos,Presidísedes,Presidisen
Impulsase,Impulsases,Impulsase,Impulsásemos,Impulsásedes,Impulsasen
Temese,Temeses,Temese,Temésemos,Temésedes,Temesen
Substituíse,Substituíses,Substituíse,Substituísemos,Substituísedes,Substituísen
Supuxese,Supuxeses,Supuxese,Supuxésemos,Supuxésedes,Supuxesen
Adiantase,Adiantases,Adiantase,Adiantásemos,Adiantásedes,Adiantasen
Condenase,Condenases,Condenase,Condenásemos,Condenásedes,Condenasen
Animase,Animases,Animase,Animásemos,Animásedes,Animasen
Medise,Medises,Medise,Medísemos,Medísedes,Medisen
Investigase,Investigases,Investigase,Investigásemos,Investigásedes,Investigasen
Pronunciase,Pronunciases,Pronunciase,Pronunciásemos,Pronunciásedes,Pronunciasen
Cometese,Cometeses,Cometese,Cometésemos,Cometésedes,Cometesen
Eliminase,Eliminases,Eliminase,Eliminásemos,Eliminásedes,Eliminasen
Limpase,Limpases,Limpase,Limpásemos,Limpásedes,Limpasen
Aclarase,Aclarases,Aclarase,Aclarásemos,Aclarásedes,Aclarasen
Concentrase,Concentrases,Concentrase,Concentrásemos,Concentrásedes,Concentrasen
Conformase,Conformases,Conformase,Conformásemos,Conformásedes,Conformasen
Mesturase,Mesturases,Mesturase,Mesturásemos,Mesturásedes,Mesturasen
Optase,Optases,Optase,Optásemos,Optásedes,Optasen
Abordase,Abordases,Abordase,Abordásemos,Abordásedes,Abordasen
Desfixese,Desfixeses,Desfixese,Desfixésemos,Desfixésedes,Desfixesen
Bailase,Bailases,Bailase,Bailásemos,Bailásedes,Bailasen
Dominase,Dominases,Dominase,Dominásemos,Dominásedes,Dominasen
Arrastrase,Arrastrases,Arrastrase,Arrastrásemos,Arrastrásedes,Arrastrasen
Experimentase,Experimentases,Experimentase,Experimentásemos,Experimentásedes,Experimentasen
Achase,Achases,Achase,Achásemos,Achásedes,Achasen
Votase,Votases,Votase,Votásemos,Votásedes,Votasen
Caracterizase,Caracterizases,Caracterizase,Caracterizásemos,Caracterizásedes,Caracterizasen
Ocultase,Ocultases,Ocultase,Ocultásemos,Ocultásedes,Ocultasen
Formulase,Formulases,Formulase,Formulásemos,Formulásedes,Formulasen
Padecese,Padeceses,Padecese,Padecésemos,Padecésedes,Padecesen
Perdoase,Perdoases,Perdoase,Perdoásemos,Perdoásedes,Perdoasen
Repartise,Repartises,Repartise,Repartísemos,Repartísedes,Repartisen
Proporcionase,Proporcionases,Proporcionase,Proporcionásemos,Proporcionásedes,Proporcionasen
Agochase,Agochases,Agochase,Agochásemos,Agochásedes,Agochasen
Requirise,Requirises,Requirise,Requirísemos,Requirísedes,Requirisen
Voase,Voases,Voase,Voásemos,Voásedes,Voasen
Resistise,Resistises,Resistise,Resistísemos,Resistísedes,Resistisen
Nomease,Nomeases,Nomease,Nomeásemos,Nomeásedes,Nomeasen
Vencese,Venceses,Vencese,Vencésemos,Vencésedes,Vencesen
Comprometese,Comprometeses,Comprometese,Comprometésemos,Comprometésedes,Comprometesen
Ameazase,Ameazases,Ameazase,Ameazásemos,Ameazásedes,Ameazasen
Soltase,Soltases,Soltase,Soltásemos,Soltásedes,Soltasen
Gastase,Gastases,Gastase,Gastásemos,Gastásedes,Gastasen
Saudase,Saudases,Saudase,Saudásemos,Saudásedes,Saudasen
Practicase,Practicases,Practicase,Practicásemos,Practicásedes,Practicasen
Envolvese,Envolveses,Envolvese,Envolvésemos,Envolvésedes,Envolvesen
Recomendase,Recomendases,Recomendase,Recomendásemos,Recomendásedes,Recomendasen
Calculase,Calculases,Calculase,Calculásemos,Calculásedes,Calculasen
Perseguise,Perseguises,Perseguise,Perseguísemos,Perseguísedes,Perseguisen
Arrincase,Arrincases,Arrincase,Arrincásemos,Arrincásedes,Arrincasen
Respirase,Respirases,Respirase,Respirásemos,Respirásedes,Respirasen
Localizase,Localizases,Localizase,Localizásemos,Localizásedes,Localizasen
Dotase,Dotases,Dotase,Dotásemos,Dotásedes,Dotasen
Ampliase,Ampliases,Ampliase,Ampliásemos,Ampliásedes,Ampliasen
Gravase,Gravases,Gravase,Gravásemos,Gravásedes,Gravasen
Ignorase,Ignorases,Ignorase,Ignorásemos,Ignorásedes,Ignorasen
Convidase,Convidases,Convidase,Convidásemos,Convidásedes,Convidasen
Traducise,Traducises,Traducise,Traducísemos,Traducísedes,Traducisen
Reforzase,Reforzases,Reforzase,Reforzásemos,Reforzásedes,Reforzasen
Carecese,Careceses,Carecese,Carecésemos,Carecésedes,Carecesen
Descansase,Descansases,Descansase,Descansásemos,Descansásedes,Descansasen
Alimentase,Alimentases,Alimentase,Alimentásemos,Alimentásedes,Alimentasen
Modificase,Modificases,Modificase,Modificásemos,Modificásedes,Modificasen
Apreciase,Apreciases,Apreciase,Apreciásemos,Apreciásedes,Apreciasen
Consultase,Consultases,Consultase,Consultásemos,Consultásedes,Consultasen
Disparase,Disparases,Disparase,Disparásemos,Disparásedes,Disparasen
Editase,Editases,Editase,Editásemos,Editásedes,Editasen
Fumase,Fumases,Fumase,Fumásemos,Fumásedes,Fumasen
Atacase,Atacases,Atacase,Atacásemos,Atacásedes,Atacasen
Afixese,Afixeses,Afixese,Afixésemos,Afixésedes,Afixesen
Conectase,Conectases,Conectase,Conectásemos,Conectásedes,Conectasen
Chovese
Prohibise,Prohibises,Prohibise,Prohibísemos,Prohibísedes,Prohibisen
Abondase,Abondases,Abondase,Abondásemos,Abondásedes,Abondasen
Interrompese,Interrompeses,Interrompese,Interrompésemos,Interrompésedes,Interrompesen
Comparase,Comparases,Comparase,Comparásemos,Comparásedes,Comparasen
Liberase,Liberases,Liberase,Liberásemos,Liberásedes,Liberasen
Terminase,Terminases,Terminase,Terminásemos,Terminásedes,Terminasen
Queimase,Queimases,Queimase,Queimásemos,Queimásedes,Queimasen
Recorrese,Recorreses,Recorrese,Recorrésemos,Recorrésedes,Recorresen
Doese,Doeses,Doese,Doésemos,Doésedes,Doesen
Discutise,Discutises,Discutise,Discutísemos,Discutísedes,Discutisen
Cedese,Cedeses,Cedese,Cedésemos,Cedésedes,Cedesen
Colgase,Colgases,Colgase,Colgásemos,Colgásedes,Colgasen
Bicase,Bicases,Bicase,Bicásemos,Bicásedes,Bicasen
Apagase,Apagases,Apagase,Apagásemos,Apagásedes,Apagasen
Atribuíse,Atribuíses,Atribuíse,Atribuísemos,Atribuísedes,Atribuísen
Xirase,Xirases,Xirase,Xirásemos,Xirásedes,Xirasen
Debuxase,Debuxases,Debuxase,Debuxásemos,Debuxásedes,Debuxasen
Afrontase,Afrontases,Afrontase,Afrontásemos,Afrontásedes,Afrontasen
Soportase,Soportases,Soportase,Soportásemos,Soportásedes,Soportasen
Desprazase,Desprazases,Desprazase,Desprazásemos,Desprazásedes,Desprazasen
Crecese,Creceses,Crecese,Crecésemos,Crecésedes,Crecesen
Acendese,Acendeses,Acendese,Acendésemos,Acendésedes,Acendesen
Espallase,Espallases,Espallase,Espallásemos,Espallásedes,Espallasen
Inventase,Inventases,Inventase,Inventásemos,Inventásedes,Inventasen
Agarrase,Agarrases,Agarrase,Agarrásemos,Agarrásedes,Agarrasen
Outorgase,Outorgases,Outorgase,Outorgásemos,Outorgásedes,Outorgasen
Asomase,Asomases,Asomase,Asomásemos,Asomásedes,Asomasen
Vinculase,Vinculases,Vinculase,Vinculásemos,Vinculásedes,Vinculasen
Sospeitase,Sospeitases,Sospeitase,Sospeitásemos,Sospeitásedes,Sospeitasen
Xulgase,Xulgases,Xulgase,Xulgásemos,Xulgásedes,Xulgasen
Dividise,Dividises,Dividise,Dividísemos,Dividísedes,Dividisen
Denominase,Denominases,Denominase,Denominásemos,Denominásedes,Denominasen
Investise,Investises,Investise,Investísemos,Investísedes,Investisen
Adicase,Adicases,Adicase,Adicásemos,Adicásedes,Adicasen
Influíse,Influíses,Influíse,Influísemos,Influísedes,Influísen
Habitase,Habitases,Habitase,Habitásemos,Habitásedes,Habitasen
Renunciase,Renunciases,Renunciase,Renunciásemos,Renunciásedes,Renunciasen
Demandase,Demandases,Demandase,Demandásemos,Demandásedes,Demandasen
Tapase,Tapases,Tapase,Tapásemos,Tapásedes,Tapasen
Sobrevivise,Sobrevivises,Sobrevivise,Sobrevivísemos,Sobrevivísedes,Sobrevivisen
Apertase,Apertases,Apertase,Apertásemos,Apertásedes,Apertasen
Aturase,Aturases,Aturase,Aturásemos,Aturásedes,Aturasen
Petase,Petases,Petase,Petásemos,Petásedes,Petasen
Confundise,Confundises,Confundise,Confundísemos,Confundísedes,Confundisen
Proxectase,Proxectases,Proxectase,Proxectásemos,Proxectásedes,Proxectasen
Estimase,Estimases,Estimase,Estimásemos,Estimásedes,Estimasen
Agachase,Agachases,Agachase,Agachásemos,Agachásedes,Agachasen
Atraese,Atraeses,Atraese,Atraésemos,Atraésedes,Atraesen
Remitise,Remitises,Remitise,Remitísemos,Remitísedes,Remitisen
Estrease,Estreases,Estrease,Estreásemos,Estreásedes,Estreasen
Dispuxese,Dispuxeses,Dispuxese,Dispuxésemos,Dispuxésedes,Dispuxesen
Ascendese,Ascendeses,Ascendese,Ascendésemos,Ascendésedes,Ascendesen
Asociase,Asociases,Asociase,Asociásemos,Asociásedes,Asociasen
Elevase,Elevases,Elevase,Elevásemos,Elevásedes,Elevasen
Inaugurase,Inaugurases,Inaugurase,Inaugurásemos,Inaugurásedes,Inaugurasen
Enganase,Enganases,Enganase,Enganásemos,Enganásedes,Enganasen
Molestase,Molestases,Molestase,Molestásemos,Molestásedes,Molestasen
Regulase,Regulases,Regulase,Regulásemos,Regulásedes,Regulasen
Pesase,Pesases,Pesase,Pesásemos,Pesásedes,Pesasen
Incidise,Incidises,Incidise,Incidísemos,Incidísedes,Incidisen
Opinase,Opinases,Opinase,Opinásemos,Opinásedes,Opinasen
Manexase,Manexases,Manexase,Manexásemos,Manexásedes,Manexasen
Fomentase,Fomentases,Fomentase,Fomentásemos,Fomentásedes,Fomentasen
Invitase,Invitases,Invitase,Invitásemos,Invitásedes,Invitasen
Fundase,Fundases,Fundase,Fundásemos,Fundásedes,Fundasen
Diminuíse,Diminuíses,Diminuíse,Diminuísemos,Diminuísedes,Diminuísen
Operase,Operases,Operase,Operásemos,Operásedes,Operasen
Lamentase,Lamentases,Lamentase,Lamentásemos,Lamentásedes,Lamentasen
Asasinase,Asasinases,Asasinase,Asasinásemos,Asasinásedes,Asasinasen
Arranxase,Arranxases,Arranxase,Arranxásemos,Arranxásedes,Arranxasen
Criase,Criases,Criase,Criásemos,Criásedes,Criasen
Descoñecese,Descoñeceses,Descoñecese,Descoñecésemos,Descoñecésedes,Descoñecesen
Namorase,Namorases,Namorase,Namorásemos,Namorásedes,Namorasen
Destruíse,Destruíses,Destruíse,Destruísemos,Destruísedes,Destruísen
Cheirase,Cheirases,Cheirase,Cheirásemos,Cheirásedes,Cheirasen
Guiase,Guiases,Guiase,Guiásemos,Guiásedes,Guiasen
Lavase,Lavases,Lavase,Lavásemos,Lavásedes,Lavasen
Xestionase,Xestionases,Xestionase,Xestionásemos,Xestionásedes,Xestionasen
Efectuase,Efectuases,Efectuase,Efectuásemos,Efectuásedes,Efectuasen
Orientase,Orientases,Orientase,Orientásemos,Orientásedes,Orientasen
Apartase,Apartases,Apartase,Apartásemos,Apartásedes,Apartasen
Ouvise,Ouvises,Ouvise,Ouvísemos,Ouvísedes,Ouvisen
Reaccionase,Reaccionases,Reaccionase,Reaccionásemos,Reaccionásedes,Reaccionasen
Vixiase,Vixiases,Vixiase,Vixiásemos,Vixiásedes,Vixiasen
Afundise,Afundises,Afundise,Afundísemos,Afundísedes,Afundisen
Atase,Atases,Atase,Atásemos,Atásedes,Atasen
Constatase,Constatases,Constatase,Constatásemos,Constatásedes,Constatasen
Financiase,Financiases,Financiase,Financiásemos,Financiásedes,Financiasen
Tornase,Tornases,Tornase,Tornásemos,Tornásedes,Tornasen
Abrazase,Abrazases,Abrazase,Abrazásemos,Abrazásedes,Abrazasen
Constase,Constases,Constase,Constásemos,Constásedes,Constasen
Negociase,Negociases,Negociase,Negociásemos,Negociásedes,Negociasen
Enterrase,Enterrases,Enterrase,Enterrásemos,Enterrásedes,Enterrasen
Estrañase,Estrañases,Estrañase,Estrañásemos,Estrañásedes,Estrañasen
Pendurase,Pendurases,Pendurase,Pendurásemos,Pendurásedes,Pendurasen
Protagonizase,Protagonizases,Protagonizase,Protagonizásemos,Protagonizásedes,Protagonizasen
Aguantase,Aguantases,Aguantase,Aguantásemos,Aguantásedes,Aguantasen
Armase,Armases,Armase,Armásemos,Armásedes,Armasen
Ingresase,Ingresases,Ingresase,Ingresásemos,Ingresásedes,Ingresasen
Ligase,Ligases,Ligase,Ligásemos,Ligásedes,Ligasen
Librase,Librases,Librase,Librásemos,Librásedes,Librasen
Revisase,Revisases,Revisase,Revisásemos,Revisásedes,Revisasen
Asentise,Asentises,Asentise,Asentísemos,Asentísedes,Asentisen
Reproducise,Reproducises,Reproducise,Reproducísemos,Reproducísedes,Reproducisen
Seleccionase,Seleccionases,Seleccionase,Seleccionásemos,Seleccionásedes,Seleccionasen
Suxerise,Suxerises,Suxerise,Suxerísemos,Suxerísedes,Suxerisen
Distribuíse,Distribuíses,Distribuíse,Distribuísemos,Distribuísedes,Distribuísen
Curase,Curases,Curase,Curásemos,Curásedes,Curasen
Remexese,Remexeses,Remexese,Remexésemos,Remexésedes,Remexesen
Contratase,Contratases,Contratase,Contratásemos,Contratásedes,Contratasen
Variase,Variases,Variase,Variásemos,Variásedes,Variasen
Executase,Executases,Executase,Executásemos,Executásedes,Executasen
Mentise,Mentises,Mentise,Mentísemos,Mentísedes,Mentisen
Reflexionase,Reflexionases,Reflexionase,Reflexionásemos,Reflexionásedes,Reflexionasen
Combatese,Combateses,Combatese,Combatésemos,Combatésedes,Combatesen
Consolidase,Consolidases,Consolidase,Consolidásemos,Consolidásedes,Consolidasen
Resumise,Resumises,Resumise,Resumísemos,Resumísedes,Resumisen
Residise,Residises,Residise,Residísemos,Residísedes,Residisen
Cease,Ceases,Cease,Ceásemos,Ceásedes,Ceasen
Fallase,Fallases,Fallase,Fallásemos,Fallásedes,Fallasen
Afogase,Afogases,Afogase,Afogásemos,Afogásedes,Afogasen
Beneficiase,Beneficiases,Beneficiase,Beneficiásemos,Beneficiásedes,Beneficiasen
Rezase,Rezases,Rezase,Rezásemos,Rezásedes,Rezasen
Fabricase,Fabricases,Fabricase,Fabricásemos,Fabricásedes,Fabricasen
Pisase,Pisases,Pisase,Pisásemos,Pisásedes,Pisasen
Falecese,Faleceses,Falecese,Falecésemos,Falecésedes,Falecesen
Rachase,Rachases,Rachase,Rachásemos,Rachásedes,Rachasen
Ardese,Ardeses,Ardese,Ardésemos,Ardésedes,Ardesen
Asustase,Asustases,Asustase,Asustásemos,Asustásedes,Asustasen
Circulase,Circulases,Circulase,Circulásemos,Circulásedes,Circulasen
Adiviñase,Adiviñases,Adiviñase,Adiviñásemos,Adiviñásedes,Adiviñasen
Titulase,Titulases,Titulase,Titulásemos,Titulásedes,Titulasen
Frease,Freases,Frease,Freásemos,Freásedes,Freasen
Competise,Competises,Competise,Competísemos,Competísedes,Competisen
Asentase,Asentases,Asentase,Asentásemos,Asentásedes,Asentasen
Solucionase,Solucionases,Solucionase,Solucionásemos,Solucionásedes,Solucionasen
Xurase,Xurases,Xurase,Xurásemos,Xurásedes,Xurasen
Protestase,Protestases,Protestase,Protestásemos,Protestásedes,Protestasen
Mencionase,Mencionases,Mencionase,Mencionásemos,Mencionásedes,Mencionasen
Inspirase,Inspirases,Inspirase,Inspirásemos,Inspirásedes,Inspirasen
Penetrase,Penetrases,Penetrase,Penetrásemos,Penetrásedes,Penetrasen
Mergullase,Mergullases,Mergullase,Mergullásemos,Mergullásedes,Mergullasen
Fitase,Fitases,Fitase,Fitásemos,Fitásedes,Fitasen
Transcorrese,Transcorreses,Transcorrese,Transcorrésemos,Transcorrésedes,Transcorresen
Suspendese,Suspendeses,Suspendese,Suspendésemos,Suspendésedes,Suspendesen
Relatase,Relatases,Relatase,Relatásemos,Relatásedes,Relatasen
Aspirase,Aspirases,Aspirase,Aspirásemos,Aspirásedes,Aspirasen
Desprendese,Desprendeses,Desprendese,Desprendésemos,Desprendésedes,Desprendesen
Regalase,Regalases,Regalase,Regalásemos,Regalásedes,Regalasen
Albiscase,Albiscases,Albiscase,Albiscásemos,Albiscásedes,Albiscasen
Navegase,Navegases,Navegase,Navegásemos,Navegásedes,Navegasen
Queixase,Queixases,Queixase,Queixásemos,Queixásedes,Queixasen
Pescase,Pescases,Pescase,Pescásemos,Pescásedes,Pescasen
Difundise,Difundises,Difundise,Difundísemos,Difundísedes,Difundisen
Potenciase,Potenciases,Potenciase,Potenciásemos,Potenciásedes,Potenciasen
Reivindicase,Reivindicases,Reivindicase,Reivindicásemos,Reivindicásedes,Reivindicasen
Cuestionase,Cuestionases,Cuestionase,Cuestionásemos,Cuestionásedes,Cuestionasen
Liderase,Liderases,Liderase,Liderásemos,Liderásedes,Liderasen
Emprendese,Emprendeses,Emprendese,Emprendésemos,Emprendésedes,Emprendesen
Descendese,Descendeses,Descendese,Descendésemos,Descendésedes,Descendesen
Aconsellase,Aconsellases,Aconsellase,Aconsellásemos,Aconsellásedes,Aconsellasen
Rendese,Rendeses,Rendese,Rendésemos,Rendésedes,Rendesen
Derrubase,Derrubases,Derrubase,Derrubásemos,Derrubásedes,Derrubasen
Combinase,Combinases,Combinase,Combinásemos,Combinásedes,Combinasen
Impartise,Impartises,Impartise,Impartísemos,Impartísedes,Impartisen
Aportase,Aportases,Aportase,Aportásemos,Aportásedes,Aportasen
Comportase,Comportases,Comportase,Comportásemos,Comportásedes,Comportasen
Debatese,Debateses,Debatese,Debatésemos,Debatésedes,Debatesen
Comenzase,Comenzases,Comenzase,Comenzásemos,Comenzásedes,Comenzasen
Avaliase,Avaliases,Avaliase,Avaliásemos,Avaliásedes,Avaliasen
Aforrase,Aforrases,Aforrase,Aforrásemos,Aforrásedes,Aforrasen
Condicionase,Condicionases,Condicionase,Condicionásemos,Condicionásedes,Condicionasen
Fodese,Fodeses,Fodese,Fodésemos,Fodésedes,Fodesen
Disimulase,Disimulases,Disimulase,Disimulásemos,Disimulásedes,Disimulasen
Iluminase,Iluminases,Iluminase,Iluminásemos,Iluminásedes,Iluminasen
Descartase,Descartases,Descartase,Descartásemos,Descartásedes,Descartasen
Desculpase,Desculpases,Desculpase,Desculpásemos,Desculpásedes,Desculpasen
Finalizase,Finalizases,Finalizase,Finalizásemos,Finalizásedes,Finalizasen
Acostumase,Acostumases,Acostumase,Acostumásemos,Acostumásedes,Acostumasen
Premiase,Premiases,Premiase,Premiásemos,Premiásedes,Premiasen
Cadrase,Cadrases,Cadrase,Cadrásemos,Cadrásedes,Cadrasen
Tremese,Tremeses,Tremese,Tremésemos,Tremésedes,Tremesen
Restase,Restases,Restase,Restásemos,Restásedes,Restasen
Suxeitase,Suxeitases,Suxeitase,Suxeitásemos,Suxeitásedes,Suxeitasen
Concibise,Concibises,Concibise,Concibísemos,Concibísedes,Concibisen
Cravase,Cravases,Cravase,Cravásemos,Cravásedes,Cravasen
Forzase,Forzases,Forzase,Forzásemos,Forzásedes,Forzasen
Exclamase,Exclamases,Exclamase,Exclamásemos,Exclamásedes,Exclamasen
Pillase,Pillases,Pillase,Pillásemos,Pillásedes,Pillasen
Anotase,Anotases,Anotase,Anotásemos,Anotásedes,Anotasen
Encamiñase,Encamiñases,Encamiñase,Encamiñásemos,Encamiñásedes,Encamiñasen
Intuíse,Intuíses,Intuíse,Intuísemos,Intuísedes,Intuísen
Invadise,Invadises,Invadise,Invadísemos,Invadísedes,Invadisen
Multiplicase,Multiplicases,Multiplicase,Multiplicásemos,Multiplicásedes,Multiplicasen
Obedecese,Obedeceses,Obedecese,Obedecésemos,Obedecésedes,Obedecesen
Orixinase,Orixinases,Orixinase,Orixinásemos,Orixinásedes,Orixinasen
Depositase,Depositases,Depositase,Depositásemos,Depositásedes,Depositasen
Argumentase,Argumentases,Argumentase,Argumentásemos,Argumentásedes,Argumentasen
Proclamase,Proclamases,Proclamase,Proclamásemos,Proclamásedes,Proclamasen
Proseguise,Proseguises,Proseguise,Proseguísemos,Proseguísedes,Proseguisen
Reiterase,Reiterases,Reiterase,Reiterásemos,Reiterásedes,Reiterasen
Admirase,Admirases,Admirase,Admirásemos,Admirásedes,Admirasen
Acumulase,Acumulases,Acumulase,Acumulásemos,Acumulásedes,Acumulasen
Encabezase,Encabezases,Encabezase,Encabezásemos,Encabezásedes,Encabezasen
Diferenciase,Diferenciases,Diferenciase,Diferenciásemos,Diferenciásedes,Diferenciasen
Retomase,Retomases,Retomase,Retomásemos,Retomásedes,Retomasen
Aproximase,Aproximases,Aproximase,Aproximásemos,Aproximásedes,Aproximasen
Concretase,Concretases,Concretase,Concretásemos,Concretásedes,Concretasen
Agregase,Agregases,Agregase,Agregásemos,Agregásedes,Agregasen
Axustase,Axustases,Axustase,Axustásemos,Axustásedes,Axustasen
Acariñase,Acariñases,Acariñase,Acariñásemos,Acariñásedes,Acariñasen
Brillase,Brillases,Brillase,Brillásemos,Brillásedes,Brillasen
Autorizase,Autorizases,Autorizase,Autorizásemos,Autorizásedes,Autorizasen
Expulsase,Expulsases,Expulsase,Expulsásemos,Expulsásedes,Expulsasen
Retornase,Retornases,Retornase,Retornásemos,Retornásedes,Retornasen
Imitase,Imitases,Imitase,Imitásemos,Imitásedes,Imitasen
Alertase,Alertases,Alertase,Alertásemos,Alertásedes,Alertasen
Escondese,Escondeses,Escondese,Escondésemos,Escondésedes,Escondesen
Esgotase,Esgotases,Esgotase,Esgotásemos,Esgotásedes,Esgotasen
Reservase,Reservases,Reservase,Reservásemos,Reservásedes,Reservasen
Resaltase,Resaltases,Resaltase,Resaltásemos,Resaltásedes,Resaltasen
Prolongase,Prolongases,Prolongase,Prolongásemos,Prolongásedes,Prolongasen
Captase,Captases,Captase,Captásemos,Captásedes,Captasen
Transportase,Transportases,Transportase,Transportásemos,Transportásedes,Transportasen
Atinxise,Atinxises,Atinxise,Atinxísemos,Atinxísedes,Atinxisen
Encaixase,Encaixases,Encaixase,Encaixásemos,Encaixásedes,Encaixasen
Propiciase,Propiciases,Propiciase,Propiciásemos,Propiciásedes,Propiciasen
Descargase,Descargases,Descargase,Descargásemos,Descargásedes,Descargasen
Matinase,Matinases,Matinase,Matinásemos,Matinásedes,Matinasen
Programase,Programases,Programase,Programásemos,Programásedes,Programasen
Corrixise,Corrixises,Corrixise,Corrixísemos,Corrixísedes,Corrixisen
Alterase,Alterases,Alterase,Alterásemos,Alterásedes,Alterasen
Disputase,Disputases,Disputase,Disputásemos,Disputásedes,Disputasen
Impuxese,Impuxeses,Impuxese,Impuxésemos,Impuxésedes,Impuxesen
Examinase,Examinases,Examinase,Examinásemos,Examinásedes,Examinasen
Convivise,Convivises,Convivise,Convivísemos,Convivísedes,Convivisen
Fiase,Fiases,Fiase,Fiásemos,Fiásedes,Fiasen
Apurase,Apurases,Apurase,Apurásemos,Apurásedes,Apurasen
Apañase,Apañases,Apañase,Apañásemos,Apañásedes,Apañasen
Aludise,Aludises,Aludise,Aludísemos,Aludísedes,Aludisen
Abranguese,Abrangueses,Abranguese,Abranguésemos,Abranguésedes,Abranguesen
Espetase,Espetases,Espetase,Espetásemos,Espetásedes,Espetasen
Quentase,Quentases,Quentase,Quentásemos,Quentásedes,Quentasen
Renovase,Renovases,Renovase,Renovásemos,Renovásedes,Renovasen
Acreditase,Acreditases,Acreditase,Acreditásemos,Acreditásedes,Acreditasen
Rescatase,Rescatases,Rescatase,Rescatásemos,Rescatásedes,Rescatasen
Empurrase,Empurrases,Empurrase,Empurrásemos,Empurrásedes,Empurrasen
Cultivase,Cultivases,Cultivase,Cultivásemos,Cultivásedes,Cultivasen
Configurase,Configurases,Configurase,Configurásemos,Configurásedes,Configurasen
Repasase,Repasases,Repasase,Repasásemos,Repasásedes,Repasasen
Rexese,Rexeses,Rexese,Rexésemos,Rexésedes,Rexesen
Borrase,Borrases,Borrase,Borrásemos,Borrásedes,Borrasen
Compensase,Compensases,Compensase,Compensásemos,Compensásedes,Compensasen
Motivase,Motivases,Motivase,Motivásemos,Motivásedes,Motivasen
Ferise,Ferises,Ferise,Ferísemos,Ferísedes,Ferisen
Estragase,Estragases,Estragase,Estragásemos,Estragásedes,Estragasen
Trocase,Trocases,Trocase,Trocásemos,Trocásedes,Trocasen
Odiase,Odiases,Odiase,Odiásemos,Odiásedes,Odiasen
Narrase,Narrases,Narrase,Narrásemos,Narrásedes,Narrasen
Afondase,Afondases,Afondase,Afondásemos,Afondásedes,Afondasen
Esvarase,Esvarases,Esvarase,Esvarásemos,Esvarásedes,Esvarasen
Teimase,Teimases,Teimase,Teimásemos,Teimásedes,Teimasen
Satisfixese,Satisfixeses,Satisfixese,Satisfixésemos,Satisfixésedes,Satisfixesen
Arredase,Arredases,Arredase,Arredásemos,Arredásedes,Arredasen
Desvelase,Desvelases,Desvelase,Desvelásemos,Desvelásedes,Desvelasen
Extraese,Extraeses,Extraese,Extraésemos,Extraésedes,Extraesen
Trazase,Trazases,Trazase,Trazásemos,Trazásedes,Trazasen
Ceibase,Ceibases,Ceibase,Ceibásemos,Ceibásedes,Ceibasen
Acertase,Acertases,Acertase,Acertásemos,Acertásedes,Acertasen
Paralizase,Paralizases,Paralizase,Paralizásemos,Paralizásedes,Paralizasen
Atrapase,Atrapases,Atrapase,Atrapásemos,Atrapásedes,Atrapasen
Mollase,Mollases,Mollase,Mollásemos,Mollásedes,Mollasen
Fervese,Ferveses,Fervese,Fervésemos,Fervésedes,Fervesen
Lucise,Lucises,Lucise,Lucísemos,Lucísedes,Lucisen
Sobrase,Sobrases,Sobrase,Sobrásemos,Sobrásedes,Sobrasen
